Level,Status,Mode,Gender,Licence,Work,Car_Avail,Family,Cars,Children,Adults,Income,Time.Auto,Time.Transit,Time.Active
Grad,FT,Auto,Female,1,Other,0,Family,2,0,4,High,38.30618,117.19152499999998,243.2799
UG,FT,Transit,Male,1,Other,1,Family,2,4,3,Unknown,55.698330000000006,125.5381,492.20009999999996
UG,FT,Transit,Female,1,Other,1,Family,2,0,4,Unknown,17.09927,72.52457199999999,131.09974499999998
UG,FT,Transit,Female,1,Other,1,Family,1,0,4,Unknown,19.19172,78.403216,167.95604999999998
Grad,PT,Transit,Female,1,Other,0,Family,2,0,4,Unknown,43.23403,140.88660099999996,409.062
UG,FT,Transit,Female,0,Other,0,Family,1,0,4,Low,16.59935,78.33959,138.7491
UG,FT,Transit,Female,1,Other,0,Family,2,0,4,Unknown,57.74332,126.4926,528.1476
UG,FT,Active,Male,1,PT,1,Family,1,1,3,Unknown,6.088858999999999,41.540579,52.286910000000006
UG,FT,Auto,Female,1,Other,0,Other,2,0,2,High,41.73643,192.938644,392.57939999999996
UG,PT,Transit,Male,1,Other,1,Family,0,0,2,Low,29.68967,153.907322,282.6918
UG,FT,Auto,Female,1,Other,0,Other,1,0,2,Unknown,22.26353,152.12783000000005,211.0866
UG,FT,Transit,Male,1,Other,1,Family,2,1,3,Unknown,20.37751,58.527638,155.35334999999998
Other,Other,Transit,Male,1,PT,0,Family,2,1,3,Unknown,41.68314,104.162053,414.8604
UG,FT,Transit,Female,0,Other,0,Family,0,0,5,Low,27.1865,119.768513,213.85139999999998
UG,FT,Transit,Female,0,Other,0,Family,1,0,4,Unknown,43.57417,86.647402,422.88375
UG,FT,Transit,Female,1,Other,0,Family,2,0,3,High,67.9959,329.5366,893.9780999999999
Grad,FT,Auto,Female,1,Other,1,Family,2,0,4,Unknown,40.36926,87.058775,414.18975
Grad,FT,Active,Other,0,Other,0,Other,0,0,1,High,0.0,0.0,0.0
UG,FT,Auto,Female,1,Other,0,Family,2,1,3,Unknown,38.30618,117.19152499999998,243.2799
Grad,FT,Active,Male,0,Other,0,Roommates,0,18,2,Low,2.528039,22.375469,26.595509999999997
UG,FT,Active,Female,0,PT,0,Family,2,2,2,Unknown,2.267301,33.937502,19.073775
UG,FT,Active,Female,0,PT,0,Family,0,0,2,Low,2.528039,22.375469,26.595509999999997
UG,FT,Transit,Female,0,Other,0,Family,1,0,4,Unknown,40.49353,185.476416,370.82475
Grad,FT,Auto,Female,1,Other,0,Family,2,0,4,Unknown,11.81183,52.79036800000001,92.36925
UG,FT,Transit,Male,1,Other,1,Family,0,0,2,Low,19.72406,67.707707,172.5831
Grad,FT,Auto,Female,1,PT,0,Other,1,0,1,Unknown,7.978713000000001,122.21534799999999,71.714445
UG,FT,Transit,Female,0,Other,0,Family,1,0,3,Low,13.423060000000001,59.793147999999995,116.812875
UG,FT,Active,Female,1,Other,1,Family,2,0,3,Unknown,20.6748,55.871168000000004,157.88295000000002
UG,FT,Transit,Female,1,PT,0,Other,0,0,2,Low,26.062839999999998,167.852568,248.53979999999999
UG,FT,Transit,Female,1,Other,1,Family,1,0,4,Low,44.16864,108.95021000000001,437.1729
UG,FT,Transit,Female,1,Other,1,Family,2,0,4,Unknown,18.87622,77.069796,156.64229999999998
UG,FT,Transit,Male,0,Other,0,Family,1,2,3,Low,26.000420000000002,98.600388,188.9082
UG,FT,Transit,Female,0,Other,0,Family,2,2,5,Unknown,60.09611999999999,234.61897000000002,529.70445
UG,FT,Transit,Female,0,Other,0,Family,2,0,7,Unknown,20.825960000000002,83.39527100000002,139.828935
UG,FT,Transit,Male,1,Other,0,Other,0,0,1,Low,2.528039,22.375469,26.595509999999997
UG,FT,Transit,Female,1,PT,0,Roommates,0,0,2,Unknown,17.36796,71.73838,127.666275
Grad,PT,Auto,Male,1,Other,0,Other,1,0,2,Unknown,24.22147,76.225536,217.72065
Grad,FT,Transit,Female,1,Other,0,Other,1,1,1,Low,34.05899,166.61983199999997,298.02585
UG,PT,Auto,Female,1,Other,0,Other,2,0,2,Unknown,51.489940000000004,152.34413999999995,527.1094499999999
UG,FT,Transit,Male,1,Other,0,Roommates,0,0,2,Low,24.96606,74.707702,170.49435
UG,FT,Transit,Male,1,Other,1,Family,2,0,4,Unknown,19.12276,81.844399,148.27227000000002
UG,FT,Active,Female,0,Other,0,Other,1,0,1,Unknown,0.0,0.0,0.0
UG,FT,Transit,Female,1,Other,1,Family,2,2,3,Unknown,67.41747,192.15363,597.73995
Grad,FT,Transit,Female,0,PT,0,Roommates,2,0,3,Unknown,26.10828,156.92458,248.99939999999998
UG,FT,Transit,Female,0,Other,0,Family,2,2,4,Unknown,35.3335,126.13635900000001,282.17580000000004
UG,FT,Transit,Female,1,Other,1,Family,2,2,2,Unknown,38.295759999999994,168.79248,379.27155
UG,FT,Transit,Female,1,Other,1,Other,0,0,1,Unknown,0.0,0.0,0.0
UG,FT,Transit,Male,1,Other,1,Family,2,1,3,High,9.859653999999999,140.46375799999998,90.6306
Grad,FT,Auto,Male,1,Other,1,Family,2,1,3,High,17.930239999999998,69.098189,137.197875
UG,FT,Transit,Female,0,PT,0,Other,0,0,2,Unknown,13.423060000000001,59.793147999999995,116.812875
Other,Other,Transit,Female,1,Other,1,Family,2,0,3,Unknown,58.265319999999996,178.16228,499.39709999999997
UG,FT,Transit,Female,0,PT,0,Family,2,2,4,Low,29.51107,107.556505,222.72075
Grad,FT,Transit,Male,1,Other,1,Other,0,0,2,High,29.00742,153.867933,270.65264999999994
UG,FT,Transit,Male,1,FT,0,Other,1,0,2,Low,38.830490000000005,83.07418299999998,352.39919999999995
Grad,FT,Transit,Male,0,Other,0,Roommates,0,0,3,Unknown,14.476720000000002,53.85143000000001,112.506645
UG,FT,Transit,Male,1,Other,1,Family,1,2,2,Unknown,34.88097,99.60902,287.3805
UG,FT,Active,Female,1,Other,0,Other,0,0,1,Unknown,2.528039,22.375469,26.595509999999997
UG,FT,Transit,Male,1,Other,1,Family,1,0,4,Unknown,67.11832,157.08526,662.0853
UG,FT,Active,Male,1,Other,1,Other,0,0,1,Unknown,6.814197999999999,46.534409000000004,60.028515
UG,FT,Transit,Female,1,PT,1,Family,2,0,4,Low,31.21823,118.199853,280.35435
UG,FT,Transit,Female,1,Other,1,Family,2,1,3,Unknown,23.06886,82.189649,180.43605
UG,FT,Transit,Female,1,PT,1,Other,1,0,2,Low,28.56362,113.500506,262.51064999999994
UG,FT,Active,Male,0,Other,0,Other,1,0,3,Low,2.528039,22.375469,26.595509999999997
UG,FT,Transit,Male,0,Other,0,Family,2,2,3,Unknown,35.69675,190.101468,352.302
UG,FT,Active,Female,1,Other,0,Other,0,0,1,High,2.528039,22.375469,26.595509999999997
UG,PT,Auto,Female,1,Other,0,Family,2,0,4,Unknown,29.183290000000003,81.766642,251.30639999999997
UG,FT,Transit,Male,0,Other,0,Family,1,0,4,Low,5.79051,40.20625,59.575875
UG,FT,Transit,Female,0,Other,0,Family,2,1,4,Unknown,13.10963,58.24750700000001,134.49567000000002
Grad,FT,Auto,Female,1,Other,0,Other,2,0,2,Unknown,58.28827,117.63718700000001,513.35895
UG,FT,Auto,Female,1,Other,0,Family,2,0,4,Low,33.61649,93.22415699999999,282.19514999999996
UG,FT,Transit,Female,1,Other,1,Family,2,0,4,Low,25.48178,68.828393,160.44780000000003
UG,FT,Transit,Male,0,Other,0,Family,2,4,1,Unknown,20.61961,69.60697900000001,154.49145000000001
Grad,FT,Transit,Female,0,Other,0,Other,1,0,2,Unknown,15.00888,108.060135,135.649935
UG,FT,Transit,Male,1,Other,1,Family,2,0,6,Low,46.13241,122.01741799999999,329.25945
UG,FT,Active,Female,1,Other,1,Family,2,0,4,Low,6.6473320000000005,38.19553000000001,51.41061
UG,FT,Active,Female,1,PT,0,Family,2,1,3,High,10.34646,39.794201,85.99434
Grad,PT,Auto,Female,1,PT,0,Family,1,3,2,Unknown,0.0,0.0,0.0
UG,FT,Transit,Female,0,Other,0,Family,1,0,3,Low,40.752179999999996,121.314982,371.29365
UG,FT,Active,Male,1,Other,0,Other,1,1,2,Unknown,2.528039,22.375469,26.595509999999997
UG,FT,Transit,Female,1,Other,1,Family,1,3,5,Unknown,47.74306,176.34604,462.50294999999994
UG,FT,Transit,Female,0,Other,0,Family,2,3,3,Low,48.98594,99.56036,488.7621
UG,FT,Active,Male,0,Other,0,Other,0,0,1,Unknown,0.0,0.0,0.0
UG,FT,Transit,Female,0,Other,0,Family,1,4,5,Unknown,15.9922,53.717543000000006,105.89271000000001
UG,FT,Active,Female,0,Other,0,Roommates,0,0,10,Low,2.267301,33.937502,19.073775
UG,PT,Transit,Female,0,PT,0,Family,1,0,4,Unknown,42.48964,85.084262,428.70675
Grad,FT,Transit,Female,1,Other,1,Other,0,0,2,Low,17.04042,140.204515,175.36530000000002
UG,FT,Transit,Female,0,Other,0,Family,1,0,3,Low,11.127839999999999,47.384842000000006,82.08153
UG,FT,Transit,Male,1,Other,1,Family,2,1,3,Unknown,22.34398,84.04523900000002,208.8462
UG,FT,Transit,Female,1,Other,1,Family,2,1,4,Low,0.0,0.0,0.0
UG,FT,Transit,Female,1,PT,1,Family,1,1,4,Low,44.71711,130.46473999999998,411.24885
Grad,PT,Auto,Male,1,Other,0,Family,1,0,4,Unknown,12.13968,49.598494,91.863135
UG,FT,Transit,Male,1,Other,1,Family,1,1,4,Low,45.78517,156.893745,373.2837
UG,FT,Transit,Male,1,Other,0,Family,2,2,5,High,57.3699,149.47728999999995,565.047
UG,FT,Auto,Male,1,Other,1,Family,2,0,3,Unknown,0.0,0.0,0.0
UG,FT,Transit,Male,1,Other,1,Other,0,0,2,Low,54.410630000000005,120.664989,541.3600499999999
Grad,PT,Auto,Male,0,Other,0,Family,1,0,3,Low,22.29642,82.525082,180.66885
UG,PT,Transit,Male,1,FT,1,Family,1,0,2,High,14.3491,145.28701800000005,130.19590499999998
UG,FT,Auto,Female,1,Other,0,Family,2,0,4,Unknown,15.24076,68.81685100000001,104.5296
UG,FT,Transit,Female,1,Other,1,Family,2,0,5,Unknown,42.144890000000004,242.40519,414.64320000000004
UG,FT,Transit,Male,1,Other,0,Family,1,0,6,Low,52.209179999999996,118.92711000000001,528.4250999999999
UG,FT,Transit,Female,0,Other,0,Family,1,0,3,Unknown,46.6857,127.456725,342.0765
UG,FT,Transit,Female,1,Other,0,Roommates,0,0,3,High,17.453110000000002,70.30349000000001,167.8551
UG,FT,Transit,Female,1,Other,1,Family,2,1,4,High,64.30726999999999,141.29847,542.5677
UG,FT,Auto,Male,1,PT,0,Family,2,0,2,Unknown,30.422040000000003,109.036206,292.19370000000004
UG,FT,Transit,Female,1,Other,1,Family,2,0,3,Unknown,14.3491,145.28701800000005,130.19590499999998
UG,FT,Transit,Male,1,Other,0,Family,2,0,4,Unknown,120.7829,330.47705,1289.136
UG,FT,Transit,Female,1,Other,0,Family,1,1,3,Low,39.88817,192.632451,364.02254999999997
UG,FT,Transit,Female,1,Other,1,Family,2,1,3,Unknown,37.705020000000005,146.57308999999995,353.26034999999996
UG,FT,Active,Female,0,Other,0,Other,0,0,1,Unknown,2.844491,38.838778999999995,28.97367
UG,FT,Active,Female,0,Other,0,Other,0,0,1,Unknown,2.528039,22.375469,26.595509999999997
Grad,FT,Transit,Male,1,FT,0,Family,1,2,2,Unknown,15.28116,64.938188,137.535105
UG,FT,Transit,Male,1,Other,0,Family,2,1,2,Low,40.752179999999996,121.314982,371.29365
UG,FT,Auto,Male,1,Other,0,Family,2,0,3,Unknown,30.465190000000003,140.69998,225.2223
UG,FT,Transit,Male,1,Other,1,Family,2,0,3,Unknown,35.69675,190.101468,352.302
Grad,FT,Transit,Female,0,FT,0,Family,2,3,2,Low,13.611629999999998,52.173497999999995,104.340945
UG,FT,Transit,Female,0,Other,0,Family,1,0,4,High,43.53014,139.415013,396.67245
Grad,PT,Transit,Female,1,Other,0,Family,1,2,2,Unknown,45.9863,135.62761799999998,420.036
UG,FT,Transit,Male,0,PT,0,Family,1,0,4,Unknown,37.704809999999995,136.064925,422.24865
UG,FT,Transit,Female,0,Other,0,Family,2,0,4,Unknown,20.82787,78.442265,149.450385
Other,Other,Transit,Female,1,Other,0,Roommates,1,0,4,Low,35.37678,92.764342,271.9284
Grad,FT,Transit,Female,1,Other,1,Roommates,0,0,4,Unknown,25.39215,147.90276,244.15635
UG,FT,Transit,Male,1,Other,0,Family,2,0,5,High,32.94616,120.409062,262.6005
UG,FT,Transit,Male,0,Other,0,Family,1,0,4,Unknown,39.525999999999996,103.837317,522.09765
UG,FT,Transit,Female,0,PT,0,Family,2,0,4,Unknown,24.36686,112.48123999999999,275.11064999999996
UG,FT,Transit,Male,1,PT,1,Family,2,1,3,Unknown,36.58081,115.36369199999999,231.0231
UG,FT,Transit,Female,0,Other,0,Family,2,1,2,High,49.983290000000004,123.83631000000001,559.76415
UG,FT,Transit,Other,0,Other,0,Roommates,0,0,3,Unknown,37.95344,109.454555,508.24890000000005
UG,FT,Active,Male,0,PT,0,Other,0,0,1,Unknown,2.528039,22.375469,26.595509999999997
Grad,FT,Transit,Female,1,Other,0,Family,1,2,1,Low,26.61383,91.59849,241.14315
UG,PT,Transit,Female,1,PT,1,Family,2,0,3,Unknown,9.416311,133.35621799999998,85.85230499999999
UG,FT,Active,Female,1,Other,1,Roommates,1,0,8,High,0.0,0.0,0.0
UG,FT,Auto,Female,1,Other,0,Family,2,0,3,Low,43.08828,106.81695900000001,305.8866
UG,FT,Active,Female,1,Other,1,Other,0,0,1,Unknown,2.844491,38.838778999999995,28.97367
UG,PT,Transit,Female,1,Other,0,Other,1,0,1,Low,90.30955,290.14626,1019.94075
UG,PT,Transit,Female,0,Other,0,Roommates,0,0,2,Unknown,13.83281,59.200948,121.49904
UG,FT,Transit,Female,0,Other,0,Family,1,0,5,Low,48.19954,145.0135,403.33439999999996
UG,FT,Transit,Male,1,Other,0,Family,1,0,6,Low,38.477059999999994,126.00136,307.03080000000006
Other,Other,Transit,Female,1,Other,0,Family,2,4,1,Unknown,51.09763,237.65972000000002,493.06680000000006
Grad,FT,Transit,Female,0,Other,0,Family,1,0,3,Unknown,68.43111,173.69788,775.0506
UG,FT,Transit,Female,0,Other,0,Family,1,0,2,Unknown,42.48964,85.084262,428.70675
UG,FT,Active,Female,0,Other,0,Roommates,2,0,7,Unknown,2.528039,22.375469,26.595509999999997
UG,FT,Active,Male,1,Other,1,Roommates,0,0,2,Low,6.088858999999999,41.540579,52.286910000000006
Grad,FT,Auto,Female,1,PT,0,Family,2,0,4,Unknown,109.7694,226.73599,1184.91585
UG,FT,Transit,Male,1,Other,0,Family,2,1,3,Unknown,55.10552,129.70513,456.15
Grad,FT,Transit,Female,1,Other,0,Family,1,0,2,High,65.52916,143.66278,644.022
UG,FT,Transit,Female,0,Other,0,Family,2,1,3,Unknown,99.79745,357.36339,1310.22255
UG,FT,Active,Female,1,Other,1,Roommates,1,1,1,Unknown,0.0,0.0,0.0
UG,FT,Active,Male,0,Other,0,Other,0,0,3,Unknown,2.528039,22.375469,26.595509999999997
UG,FT,Transit,Male,1,Other,0,Other,1,0,2,High,25.39215,147.90276,244.15635
UG,FT,Transit,Female,1,Other,1,Family,2,1,4,Unknown,60.58641,122.57016000000002,617.69595
UG,FT,Auto,Female,1,Other,0,Family,2,1,3,Unknown,71.12438,193.49555,680.6451
UG,FT,Transit,Female,1,Other,0,Family,1,0,4,Unknown,27.65727,112.122179,225.06795000000002
UG,FT,Auto,Female,1,PT,0,Other,2,0,2,Low,0.0,0.0,0.0
UG,FT,Transit,Female,0,PT,0,Family,0,0,3,Low,29.08554,126.037411,236.86905000000002
UG,FT,Transit,Male,1,Other,1,Family,1,0,4,Low,62.4801,155.87306,497.97540000000004
UG,PT,Transit,Female,1,Other,1,Other,1,0,3,High,38.061890000000005,164.38073500000002,316.78139999999996
UG,FT,Active,Female,1,Other,0,Roommates,0,0,6,Unknown,2.528039,22.375469,26.595509999999997
UG,FT,Active,Female,0,Other,0,Roommates,0,2,0,Unknown,0.0,0.0,0.0
UG,FT,Auto,Male,1,Other,0,Family,2,0,2,High,18.68379,76.126124,175.95344999999998
Grad,PT,Auto,Male,1,Other,0,Other,1,0,2,High,29.582390000000004,168.331593,277.5504
UG,FT,Transit,Female,1,Other,1,Family,2,1,4,Unknown,35.80879,151.243962,312.5253
UG,FT,Transit,Female,0,Other,0,Family,1,0,2,Unknown,88.95488,238.71419,917.26485
UG,FT,Transit,Female,0,PT,0,Family,1,1,3,Low,37.47961,159.40717,329.2965
UG,FT,Auto,Female,1,PT,0,Family,2,0,3,High,42.8913,88.514155,421.7025
UG,FT,Auto,Female,1,Other,1,Family,2,0,3,Unknown,18.37231,67.985721,128.149935
UG,FT,Transit,Female,1,Other,0,Family,2,2,5,Unknown,7.011572,38.558867,52.354545
UG,FT,Transit,Male,0,PT,0,Family,1,0,2,Low,71.12438,193.49555,680.6451
UG,FT,Transit,Female,0,Other,0,Other,1,1,2,Unknown,15.57133,109.896956,141.45838500000002
UG,FT,Transit,Male,0,Other,0,Family,1,0,5,Low,36.49947,108.20902099999999,531.4692
UG,FT,Active,Female,1,Other,1,Roommates,0,0,9,Unknown,2.528039,22.375469,26.595509999999997
UG,FT,Transit,Male,0,Other,0,Other,0,0,2,High,15.00888,108.060135,135.649935
UG,FT,Transit,Female,0,Other,0,Family,1,0,4,Low,24.82991,87.456559,203.25645
UG,FT,Transit,Male,1,Other,0,Other,0,0,1,Low,15.13284,62.337638,141.86682000000002
UG,FT,Transit,Male,1,PT,1,Family,1,0,2,Low,20.61961,69.60697900000001,154.49145000000001
UG,FT,Transit,Female,1,PT,1,Family,1,0,5,Low,45.72828,91.64603000000001,446.07945
UG,FT,Transit,Female,1,Other,1,Family,2,0,5,High,72.99614,144.35173999999998,824.5287000000001
UG,FT,Transit,Female,0,PT,0,Family,2,2,3,Low,32.37961,159.049969,268.27905
UG,FT,Transit,Female,1,Other,0,Other,0,0,1,Low,0.0,0.0,0.0
UG,FT,Auto,Female,1,Other,1,Roommates,2,0,3,Unknown,25.821579999999997,97.89474,196.90725
UG,FT,Transit,Male,1,PT,0,Family,2,0,3,Low,54.02762,197.263675,462.3744
UG,PT,Transit,Female,0,PT,0,Family,0,2,3,Low,5.79051,40.20625,59.575875
UG,FT,Transit,Female,1,Other,1,Family,2,1,3,Unknown,39.1306,139.58033600000002,379.92404999999997
UG,FT,Transit,Male,1,Other,0,Other,1,0,2,Low,27.332359999999998,109.858141,218.72265
UG,FT,Transit,Male,1,PT,0,Family,0,0,3,Low,21.53195,145.118339,203.0499
UG,FT,Auto,Female,1,Other,1,Family,2,1,5,High,20.09891,87.948701,190.65375
UG,FT,Transit,Female,0,Other,0,Family,1,2,3,Low,33.90919,97.989961,391.96695
UG,FT,Transit,Female,1,Other,0,Family,1,0,2,High,19.684420000000003,73.802479,169.1661
UG,FT,Transit,Female,1,FT,0,Family,2,1,3,Unknown,21.62753,78.868449,138.80016
UG,FT,Transit,Female,1,Other,1,Family,2,1,5,Unknown,13.08347,71.631041,113.38804500000002
UG,FT,Transit,Female,1,Other,0,Other,0,0,2,Low,28.56362,113.500506,262.51064999999994
UG,FT,Transit,Female,0,Other,0,Family,2,1,3,Unknown,62.58118,297.07847999999996,764.7945
UG,FT,Transit,Female,0,Other,1,Family,1,1,4,Unknown,3.256509,88.910229,27.97446
UG,FT,Transit,Female,0,Other,0,Family,2,3,5,Unknown,34.77583,123.953976,310.94865000000004
UG,FT,Transit,Female,1,PT,0,Family,2,2,3,Unknown,50.23025,150.16639999999995,474.33689999999996
UG,FT,Transit,Female,0,PT,0,Family,2,0,5,Unknown,47.05297,98.43712,431.37525
Other,Other,Transit,Male,0,Other,0,Roommates,0,0,2,Unknown,25.17566,157.19259799999998,238.59194999999997
UG,FT,Transit,Female,0,Other,0,Family,2,1,4,Unknown,20.10898,76.472555,162.42615
UG,PT,Transit,Female,1,Other,0,Family,1,1,2,Unknown,30.959609999999998,119.097438,245.3406
UG,FT,Transit,Male,1,Other,1,Family,2,0,4,Unknown,25.821579999999997,97.89474,196.90725
UG,FT,Transit,Female,0,Other,0,Family,1,0,5,Unknown,27.12075,118.661555,209.20185
UG,FT,Transit,Female,0,Other,0,Family,0,1,2,Low,21.31374,71.904404,187.92209999999997
UG,FT,Auto,Female,1,Other,0,Other,1,0,2,Low,7.978713000000001,122.21534799999999,71.714445
UG,FT,Transit,Male,0,FT,0,Family,1,2,3,Low,66.55331,147.99596000000003,654.2586
UG,FT,Transit,Male,0,Other,0,Family,2,1,5,Low,33.192040000000006,135.145431,471.08595
UG,FT,Transit,Female,0,PT,0,Family,2,1,4,Unknown,22.5536,86.34764000000001,184.1739
Grad,FT,Transit,Female,1,Other,1,Other,0,0,1,Unknown,25.482470000000003,165.04017399999995,225.0084
UG,FT,Transit,Female,0,Other,0,Family,2,0,4,Unknown,21.62753,78.868449,138.80016
Grad,FT,Transit,Female,1,Other,0,Roommates,1,0,2,Unknown,26.1962,155.34271299999997,249.5442
Grad,PT,Transit,Female,1,Other,0,Other,2,0,2,Unknown,26.740159999999996,143.94440799999995,246.94334999999998
UG,FT,Transit,Female,1,Other,1,Family,1,0,5,Low,7.754499000000001,42.48468,67.407555
UG,PT,Transit,Female,1,Other,0,Roommates,2,0,4,Unknown,35.724959999999996,147.635268,326.17064999999997
UG,FT,Transit,Male,0,Other,0,Family,0,1,3,Low,15.040020000000002,63.056532999999995,148.61938500000002
UG,FT,Transit,Male,1,Other,0,Family,2,1,4,Unknown,36.534490000000005,123.703682,291.23355
Grad,FT,Transit,Male,1,Other,0,Roommates,0,0,3,Unknown,29.582390000000004,168.331593,277.5504
UG,FT,Transit,Male,1,Other,1,Family,1,0,3,Unknown,44.48279,142.79166999999998,363.92325
UG,FT,Transit,Female,0,Other,0,Family,0,0,3,Unknown,30.142879999999998,154.212395,266.94
UG,FT,Transit,Female,0,PT,0,Family,2,0,3,Unknown,23.57669,88.97013299999999,282.88395
UG,FT,Transit,Male,0,Other,0,Family,2,1,4,Unknown,9.424928,39.70624100000001,69.03346499999999
UG,FT,Active,Female,0,Other,0,Roommates,1,0,12,Unknown,2.528039,22.375469,26.595509999999997
UG,FT,Active,Male,0,Other,0,Family,0,1,3,Unknown,3.528347,49.77633400000001,31.436700000000005
Grad,PT,Transit,Female,1,PT,0,Other,2,0,4,High,41.8204,78.30179100000001,418.3575
Grad,FT,Transit,Female,1,Other,1,Family,2,0,3,High,43.21738,202.98155,397.43834999999996
UG,FT,Active,Female,0,PT,0,Family,1,0,4,Unknown,2.267301,33.937502,19.073775
UG,FT,Auto,Female,1,Other,0,Family,2,1,3,Unknown,15.9922,53.717543000000006,105.89271000000001
Grad,FT,Transit,Female,1,Other,0,Other,1,3,2,Unknown,22.34398,84.04523900000002,208.8462
UG,FT,Transit,Male,1,PT,1,Family,2,1,5,Low,9.424928,39.70624100000001,69.03346499999999
UG,FT,Active,Male,1,PT,0,Other,0,0,1,Unknown,0.0,0.0,0.0
Grad,FT,Transit,Female,1,Other,0,Other,2,2,2,High,63.5963,174.06691999999995,740.1559500000001
UG,FT,Auto,Male,1,PT,0,Family,2,0,4,Unknown,16.64452,64.583529,134.70039
UG,PT,Transit,Female,0,Other,0,Roommates,0,0,4,Unknown,17.30809,78.79809399999999,184.9695
UG,FT,Transit,Male,1,Other,0,Family,1,1,3,Low,47.28394,167.50440999999995,447.43080000000003
UG,FT,Transit,Female,1,PT,1,Family,2,1,4,Low,30.56059,121.162917,414.12675
UG,FT,Auto,Female,1,Other,0,Family,2,2,2,Unknown,94.78764,236.45275,1187.5315500000002
UG,FT,Transit,Female,1,PT,1,Family,2,0,4,Unknown,51.466879999999996,150.56432,487.47689999999994
UG,FT,Transit,Female,1,Other,1,Family,1,1,3,High,37.77747,149.66457,494.51085
UG,FT,Transit,Female,1,Other,0,Family,2,0,3,Unknown,52.929280000000006,112.64538,430.76835
Grad,FT,Transit,Female,0,Other,0,Other,1,0,1,Unknown,32.810590000000005,122.855006,481.56794999999994
Grad,FT,Transit,Female,1,PT,0,Family,2,1,5,Low,51.489940000000004,152.34413999999995,527.1094499999999
UG,FT,Active,Female,0,Other,0,Family,1,0,5,Unknown,3.256509,88.910229,27.97446
UG,FT,Active,Female,0,Other,0,Roommates,0,1,5,Unknown,2.528039,22.375469,26.595509999999997
UG,FT,Transit,Male,1,Other,1,Family,2,0,4,Unknown,40.62077,99.721021,409.79564999999997
UG,FT,Auto,Male,1,Other,0,Family,2,0,5,Unknown,47.81152,156.086062,430.08689999999996
UG,FT,Auto,Male,1,Other,1,Family,2,2,3,Unknown,20.87818,71.355489,152.22915000000003
UG,FT,Active,Female,0,Other,0,Roommates,0,0,2,Low,0.0,0.0,0.0
UG,FT,Transit,Male,1,PT,0,Family,2,1,5,Low,43.78152,91.649407,425.97209999999995
UG,FT,Active,Female,1,Other,0,Roommates,0,0,12,Unknown,2.528039,22.375469,26.595509999999997
UG,FT,Active,Female,1,Other,0,Roommates,0,0,3,Unknown,2.528039,22.375469,26.595509999999997
UG,FT,Active,Female,0,Other,0,Family,1,0,3,Unknown,2.267301,33.937502,19.073775
UG,FT,Transit,Female,1,Other,0,Family,2,1,5,Unknown,51.62529,137.69802,478.3224
Grad,FT,Transit,Male,0,Other,0,Family,0,2,3,Unknown,31.21823,118.199853,280.35435
UG,PT,Auto,Male,1,PT,0,Family,2,0,5,High,50.50773,164.34018,455.7963
UG,FT,Auto,Female,1,Other,1,Family,1,0,2,Unknown,29.817290000000003,133.595649,245.3739
UG,FT,Transit,Female,0,Other,0,Family,1,0,3,Low,8.066237,45.277113,77.83592999999999
UG,FT,Transit,Female,0,Other,0,Family,1,0,3,Unknown,42.6581,196.49344,400.4895
Other,Other,Transit,Female,1,Other,0,Family,2,0,5,Unknown,9.620461,49.893264,95.43199500000001
UG,FT,Transit,Male,0,Other,0,Family,1,1,3,Unknown,12.0378,51.885678000000006,93.291705
UG,FT,Transit,Male,0,Other,0,Family,2,0,5,Unknown,19.612820000000003,90.753903,158.00445
Grad,PT,Auto,Female,1,Other,0,Other,1,0,1,Unknown,25.99334,99.445352,212.16180000000003
UG,FT,Transit,Male,1,Other,0,Family,1,3,2,Unknown,35.58491,141.453909,323.4903
UG,FT,Transit,Female,0,PT,0,Family,0,0,4,Unknown,17.62288,63.27729099999999,133.33295999999999
UG,FT,Transit,Male,1,Other,0,Family,2,0,5,Unknown,39.53772,184.196426,375.546
UG,PT,Auto,Male,1,FT,0,Family,2,0,3,High,60.32058000000001,116.445203,578.502
UG,FT,Transit,Female,0,Other,0,Family,1,1,5,Unknown,15.130579999999998,59.556309,141.08472000000003
Grad,FT,Transit,Female,1,Other,1,Roommates,2,0,4,Low,23.249029999999998,150.348855,219.75645
UG,FT,Transit,Female,1,Other,0,Family,2,1,5,Unknown,69.42322,146.099591,623.5262999999999
UG,FT,Transit,Female,1,PT,0,Family,1,0,4,Unknown,70.21025,151.20685600000004,629.96385
UG,FT,Transit,Male,1,PT,1,Family,2,0,4,Low,38.61387,134.920962,304.03065
UG,FT,Transit,Male,1,Other,0,Family,2,0,5,Unknown,58.28827,117.63718700000001,513.35895
UG,FT,Transit,Female,1,PT,1,Family,1,1,2,Unknown,15.9922,53.717543000000006,105.89271000000001
UG,FT,Transit,Female,0,Other,0,Roommates,0,0,2,Unknown,0.0,0.0,0.0
UG,FT,Transit,Female,0,Other,0,Family,2,0,7,Unknown,46.768209999999996,159.474286,442.2735
UG,FT,Transit,Female,1,PT,1,Family,2,0,4,Unknown,76.66011999999999,150.84706,616.6695
UG,FT,Transit,Female,0,Other,0,Family,2,0,4,Low,34.99569,127.02950900000002,420.0891
UG,FT,Transit,Female,0,Other,0,Family,2,1,4,High,44.342940000000006,141.39313,362.52479999999997
