Origin,Sample_TopSchool,SC_Sample_Prob,SG_Sample_Prob,MI_Sample_Prob,OC_Sample_Prob,RY_Sample_Prob,YK_Sample_Prob,YG_Sample_Prob,SC_Family_Prob,SG_Family_Prob,MI_Family_Prob,OC_Family_Prob,RY_Family_Prob,YK_Family_Prob,YG_Family_Prob,SC_NonFam_Prob,SG_NonFam_Prob,MI_NonFam_Prob,OC_NonFam_Prob,RY_NonFam_Prob,YK_NonFam_Prob,YG_NonFam_Prob,Grav_Pred,SG_Norm_Grav,MI_Norm_Grav,OC_Norm_Grav,RY_Norm_Grav,SC_Norm_Grav,YG_Norm_Grav,YK_Norm_Grav,HZ_Pred,MI_Norm_HZ,OC_Norm_HZ,RY_Norm_HZ,SC_Norm_HZ,SG_Norm_HZ,YG_Norm_HZ,YK_Norm_HZ,Dist_Pred,MI_Norm_Dist,OC_Norm_Dist,RY_Norm_Dist,SC_Norm_Dist,SG_Norm_Dist,YG_Norm_Dist,YK_Norm_Dist,Zone,Resid_SG,Resid_MI,Resid_OC,Resid_RY,Resid_SC,Resid_YG,Resid_YK
23,SG,0.739155437,0.934378414,0.42592059,4.361501239,1.809012775,0.127967173,1.225501575,3.496016771,1.122509424,4.148258706,0,0,0,0,0.662690251,0.701960784,0,4.174656647,2.590833179,0.174520637,1.633874239,SG,1.330023787,0.220167757,1.458107583,1.517410117,0.283896569,0.668493868,0.341076663,SG,0.383233096,4.70210511,1.801338644,0.756390151,0.932200116,1.167908504,0.102105749,SG,0.422106174,4.350685538,1.840944039,0.750065227,0.928389245,1.14081342,0.117884815,23,0.18172185,-0.015454098,-0.095449627,-0.032507253,-0.043663372,-0.017705014,0.023057515
24,RY,0,0.751565246,0,2.806531232,2.462435449,0.617580704,0,0,1.347011309,0,0,1.737083333,0.819056974,0,0,0.50997151,0,3.154185022,3.388012618,0.659300184,0,SG,1.311871558,0.224762548,1.502007605,1.549077564,0.293917603,0.659370472,0.336421758,RY,0,2.99882055,2.433978736,0,0.731732375,0,0.653567342,RY,0,2.437784909,2.500215149,0,0.767187368,0,0.606980536,24,0.241945242,0.015462201,-0.047114888,-0.163798393,0.014144583,0.009921752,-0.070560496
25,SG,0.471530192,1.192137977,0,0,2.130508414,0.326536924,0,5.244025157,1.683764136,0,0,0,0,0,0,0.883950617,0,0,3.011566772,0.439533456,0,SG,1.31038434,0.226976869,1.546976257,1.549121384,0.28969058,0.647754676,0.334647302,SG,0,0,2.105544458,0.510479757,1.196240867,0,0.328140747,SG,0,0,2.167028297,0.477644083,1.177328932,0,0.319230467,25,0.057720754,0.011497931,0.042059335,-0.070361772,-0.02557703,0.008656901,-0.023996119
26,SG,1.439407956,0.909789509,0,0,1.625914316,0.747597694,2.386503067,1.748008386,1.122509424,0,0,2.171354167,0,0,1.733189887,0.706114398,0,0,1.563698132,1.369315767,4.273209549,SG,1.309076422,0.229467542,1.544620206,1.54757518,0.299299222,0.652868069,0.334313315,SG,0,0,1.664340834,1.490039465,0.868867982,2.440386883,0.767564042,SG,0,0,1.636089981,1.236614208,0.915134059,2.424485713,0.794244357,26,0.176629821,0.017334259,0.040298893,-0.009527851,-0.089622844,-0.042525075,-0.092587203
27,,,,,,,,,,,,,,,,,,,,,,,SG,1.307864735,0.233549848,1.5437176,1.546142737,0.307729338,0.652263776,0.334003873,SG,0,0,1.664340834,1.490039465,0.868867982,2.440386883,0.767564042,SG,0.319328358,2.111631001,0.917377994,0.92517143,1.471602854,0.159080317,0.32689481,,,,,,,,
28,,,,,,,,,,,,,,,,,,,,,,,SG,1.310044759,0.233998225,1.546575367,1.548719938,0.291076656,0.634120775,0.334560547,SG,0,0,1.664340834,1.490039465,0.868867982,2.440386883,0.767564042,SG,0.031597116,1.160609091,1.455408517,0.540329655,1.407130784,0.765057279,0.25167687,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,,,SG,1.308410627,0.233706304,1.544646187,1.546788084,0.302914139,0.649435063,0.334143156,SG,0,0,1.683208439,0.067572207,1.609138103,0.164867587,0.060991512,SG,0.319328358,1.784307956,1.093129985,0.768031334,1.469502893,0.176354053,0.269924138,,,,,,,,
30,SG,0,1.646285778,0,0,1.716242889,0,0,0,3.367528271,0,0,0,0,0,0,0.917948718,0,0,3.388012618,0,0,SG,1.335991703,0.242362331,1.571652417,1.499212199,0.278738239,0.601781795,0.331795603,SG,0,0,1.582988887,0,1.710196944,0,0,SG,0,0,1.64134914,0.024322012,1.65560865,0.03860774,0.03854421,30,-0.212107329,0.023200439,0.05369504,0.028758544,0.019148807,0.011855766,0.075448733
31,,,,,,,,,,,,,,,,,,,,,,,SG,1.310927992,0.235174008,1.547618079,1.549764085,0.284395096,0.623854994,0.334786107,SG,0,0,1.582988887,0,1.710196944,0,0,SG,0.035020137,0.790542625,1.336326469,0.677623857,1.354983483,1.041494056,0.438026815,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,SG,1.331703777,0.241584353,1.56660814,1.51512714,0.266486327,0.581832035,0.332680837,SG,0,0,0.466940654,0,2.245475005,0,0,SG,0.081933477,0.064324518,2.128277843,0.116671146,1.191989558,0.222157548,0.394492544,,,,,,,,
33,SG,0,2.469428667,0,0,0,0,0,0,3.367528271,0,0,0,0,0,,,,,,,,SG,1.337707316,0.242169629,1.582932762,1.498021009,0.268782829,0.589607594,0.332722953,SG,0,1.608116197,0.094656774,0.311173852,2.193573454,0,0.098210618,SG,0.09674313,0.172133916,0.68247308,0.035708218,1.987412155,0.36347994,0.191958102,33,-0.246356576,0.011117591,0.013914522,0.139947694,0.005000604,0.004518154,0.071858012
34,SG,0.976741113,1.411102095,0,6.916094822,0.367766333,0.338198957,0,0,2.245018848,0,12.03174603,0,0,0,2.048315321,1.001398601,0,5.161393672,0.616002294,0.539427423,0,SG,1.322530486,0.233323406,1.564973761,1.534370833,0.268664573,0.598788893,0.332769676,SG,0,5.192842203,0.368808443,1.057513017,1.514017481,0,0.364749846,SG,0,4.207144475,0.402022034,1.148046463,1.547419536,0,0.383418002,34,0.067194318,0.01053791,-0.182029111,0.185438527,-0.063934039,0.006321055,-0.023528661
35,SG,0,2.116653143,0,0,0.735532667,0,0,,,,,,,,0,1.573626374,0,0,0.968003605,0,0,SG,1.323504128,0.233462527,1.566619211,1.532277792,0.266613717,0.595708479,0.333576204,SG,0,0,0.770647922,0,2.099811195,0,0,SG,0,0,0.820390104,0,2.075953894,0,0,35,-0.215223317,0.003278878,0.015762659,0.166630382,0.001397381,0.002530472,0.025623544
36,SG,0,1.371904815,0,0,1.716242889,0.526087266,0,,,,,,,,0,1.01994302,0,0,2.258675079,0.659300184,0,SG,1.328340084,0.23069886,1.572343492,1.524926329,0.257867272,0.588536216,0.334832347,SG,0,0,1.616630505,0,1.428920549,0,0.508371369,SG,0,0,1.941685012,0,1.25159389,0,0.549449489,36,0.088980116,0.007519814,0.03411138,-0.066299104,0.005090042,0.005532828,-0.074935075
37,RY,0,0.88193881,0,3.073819921,2.819541889,0,0,0,1.683764136,0,0,2.171354167,0,0,0,0.628070175,0,2.988175284,3.744645525,0,0,SG,1.319178309,0.226277262,1.50233991,1.559517512,0.253949577,0.591674398,0.333215489,RY,0,3.092717507,2.968258556,0,0.809165564,0,0,RY,0,3.189951191,2.784764875,0,0.88973311,0,0,37,0.217729544,0.010748336,-0.063759176,-0.225730902,0.00789461,0.007008426,0.046109162
38,RY,0,0.713707707,0.091092843,2.425297221,3.124950924,0.109474807,0,0,1.262823102,1.555597015,4.511904762,1.628515625,0,0,0,0.522952603,0,2.064557469,4.188815601,0.143847313,0,SG,1.32239044,0.21640038,1.430707209,1.567637783,0.248414231,0.600820783,0.334026884,RY,0,2.457773617,3.147758927,0,0.716293558,0,0.106146882,RY,0,2.548469959,3.12664581,0,0.712043167,0,0.120406866,38,0.226054496,0.005321289,-0.033935464,-0.239299283,0.008718338,0.008552155,0.02458847
39,RY,0,1.016823569,0,1.898535834,2.725797529,0,0,,,,,,,,0,0.755957768,0,1.669862659,3.587307478,0,0,SG,1.35832907,0.216984206,1.346000604,1.473364381,0.267495277,0.648196096,0.35251097,RY,0,1.860853226,2.654357683,0,1.053970651,0,0,RY,0,2.014778835,2.739599263,0,1.001310025,0,0,39,0.147401258,0.009108235,-0.027000359,-0.19087457,0.007607048,0.008349737,0.045408652
40,SG,0,1.689609088,0,0.566229985,1.264600023,0.166132821,0.795501022,0,3.367528271,0,0,0,0,0,0,1.200394477,0,0.545916638,1.824314487,0.228219295,1.068302387,SG,1.371926688,0.219266181,1.366897285,1.451957445,0.254428919,0.616533641,0.350204595,SG,0,0.585905247,1.302352015,0,1.671609424,0.809053936,0.161626254,SG,0,0.62563191,1.242186034,0,1.687418745,0.77125782,0.184761634,40,-0.057406796,0.009385181,0.012339602,0.028818349,0.00703222,-0.010950812,0.010782255
41,SG,0.248625011,1.571454606,0.286528397,0.586820167,1.123358982,0.430435036,0,2.622012579,1.683764136,0,9.023809524,0,0,0,0,1.187933635,0.471466198,0,1.594358879,0.581735457,0,SG,1.372760834,0.234278011,1.318223128,1.399367543,0.28236787,0.696356895,0.381588234,SG,0.302574146,0.660038461,1.12709775,0.276694295,1.571197849,0,0.402207988,SG,0.265125107,0.554910595,1.095990282,0.257061655,1.575938982,0,0.45519574,41,0.024490683,-0.008345724,0.00910989,0.018787027,-0.010454829,0.007905279,-0.041492326
42,SG,0.303875013,1.756038163,0,1.075836972,1.029745733,0.15782618,0,0,2.020516963,0,7.219047619,0.868541667,0,0,0.530152201,1.317526395,0,0.667945063,1.355205047,0.209424764,0,SG,1.379242089,0.233673966,1.324446867,1.396261968,0.266787505,0.650985405,0.381418118,SG,0,1.008104711,0.969020812,0.284810523,1.791296275,0,0.162603976,SG,0,1.082513879,0.984069019,0.333545557,1.778312829,0,0.145869041,42,-0.102058539,0.01130371,-0.001477671,0.079173945,-0.01498096,0.008546771,0.019492744
43,SG,0,1.646285778,0,0,0.686497155,0.946957079,0,0,0,0,0,0,4.095284872,0,0,1.311355311,0,0,0.968003605,0.847671665,0,SG,1.379217866,0.242350007,1.305830874,1.376636544,0.283795967,0.692487548,0.389413556,SG,0,0,0.679398879,0,1.672811512,0,0.902625275,SG,0,0,0.742406782,0,1.658171707,0,0.872752815,43,-0.044389662,0.011700934,0.031234457,0.12778536,0.009134456,0.00888903,-0.144354575
44,SG,0,1.543392917,0,2.017194323,1.287182166,0.295924087,0,0,3.367528271,0,0,0,0,0,0,0.988560158,0,2.183666554,2.084930842,0.456438589,0,SG,1.375061788,0.256573081,1.292721596,1.336843173,0.268474458,0.728892258,0.43312991,SG,0,2.013938107,1.298312852,0,1.555791073,0,0.262394229,SG,0,2.098342026,1.385294902,0,1.484729612,0,0.306273617,44,0.000347522,0.014278051,-0.033021616,-0.009257994,0.009779156,0.009625237,0.008249644
45,SG,0.455812519,2.057857222,0.525302061,0,0,0.473478539,0,0,3.367528271,0,0,0,0,0,0.834498834,1.495916429,0.890547264,0,0,0.659300184,0,SG,1.394155104,0.244974805,1.318861143,1.342733154,0.265191309,0.654376922,0.399672387,SG,0,0,0,0.502738211,2.120310929,0,0.495310305,SG,0,0,0,0.472183482,2.126445079,0,0.494128576,45,-0.205321409,-0.021201699,0.031707627,0.252099868,-0.024814418,0.008310383,-0.040780352
46,SG,0.203084786,2.127131624,0.468090946,0.159777768,0.305865069,0.14063719,0,0,2.694022617,0.829651741,0,0.434270833,0.136509496,0,0.39299073,1.601073345,0.55918084,0.165044565,0.35455946,0.172491327,0,SG,1.394154894,0.235711188,1.338767236,1.374990212,0.258967827,0.6319047,0.374373563,SG,0.153133053,0.175835695,0.327518285,0.218238409,2.155196651,0,0.153939967,SG,0.158350254,0.199061388,0.314858254,0.198625846,2.167679085,0,0.143465008,46,-0.205955919,-0.020127095,0.022281758,0.178508632,-0.008223445,0.006804935,0.026711134
47,SG,0,2.360023599,0.099740898,0.408545686,0.065173781,0.059933992,0,0,1.683764136,3.11119403,0,1.085677083,0,0,0,1.776290376,0,0.368670977,0.044000164,0.07706106,0,SG,1.413845089,0.240364476,1.321932152,1.332995219,0.256059711,0.624808614,0.378058632,SG,0,0.379656584,0.064214598,0,2.376655883,0,0.063131024,SG,0,0.403491458,0.060890047,0,2.379663115,0,0.056925746,47,-0.395453282,0.00692895,0.028553928,0.295255669,0.009377932,0.009653202,0.045683601
48,SG,0,2.204847024,0.281411818,0.576341235,0.183883167,0.169099478,0,0,3.367528271,0,0,0,0,0,0,1.615589744,0.480895522,0.567753304,0.271041009,0.237348066,0,SG,1.38572626,0.221360608,1.377364522,1.426506625,0.245109285,0.593950237,0.350570778,SG,0,0.566688817,0.189053267,0,2.251963554,0,0.159971416,SG,0,0.607941196,0.217150028,0,2.226109335,0,0.177653659,48,-0.326889583,-0.005450722,0.021437024,0.274061471,0.009585607,0.008638451,0.018617752
49,SG,0,2.469428667,0,0,0,0,0,0,3.367528271,0,0,0,0,0,0,1.835897436,0,0,0,0,0,SG,1.408065196,0.224929121,1.388415972,1.379889794,0.23707455,0.574480438,0.352729628,SG,0,0,0,0,2.469428667,0,0,SG,0,0,0,0,2.469428667,0,0,49,-0.451167271,0.013137359,0.043987632,0.320254879,0.009277126,0.008778218,0.055732058
50,SG,0,1.971559984,0.254178417,1.561698831,0.456742059,0.229102519,0,0,2.525646204,0,2.255952381,0,0.767865914,0,0,1.478917379,0.445273632,1.314243759,0.690150719,0.164825046,0,SG,1.352951208,0.221401518,1.463232257,1.497196801,0.239451307,0.580239796,0.339187067,SG,0.126606242,1.629805555,0.455688609,0,1.989703394,0,0.22362136,SG,0.136685429,1.516101296,0.450253246,0,1.990221094,0,0.241279352,50,-0.219944392,-0.004176414,-0.010136188,0.214822487,0.008694197,0.007697146,0.003043164
51,SG,0.471530192,2.128817816,0.271707963,0,0.355084736,0.081634231,0,1.498292902,2.886452804,0,0,0,0,0,0.441793501,1.583911513,0.471466198,0,0.53145296,0.116347091,0,SG,1.39479416,0.228248894,1.502036169,1.398301617,0.232366244,0.563071228,0.346399447,SG,0,0,0.360411777,0.520918821,2.161621663,0,0.078371962,SG,0,0,0.330908398,0.518602632,2.175286279,0,0.080105342,51,-0.253572189,-0.005957821,0.0372707,0.192209429,-0.009894549,0.006868815,0.033075616
52,SG,0,1.975542934,0,6.455021834,0,0,0,0,0,0,36.0952381,0,0,0,0,1.835897436,0,0,0,0,0,SG,1.330357249,0.228432014,1.517684497,1.536503246,0.248924231,0.579965921,0.333009606,SG,0,6.867752018,0.004950701,0.009992813,1.938835366,0,0.001821071,SG,0,7.640258852,0.020594915,0,1.874980529,0,0,52,-0.342546483,0.018172842,-0.147615821,0.382644866,0.013964252,0.010466809,0.064913534
53,SG,0.122092639,2.204847024,0.140705909,0,0.413737125,0.04227487,0,2.097610063,1.347011309,0,0,1.737083333,0,0,0,1.681476156,0.224717534,0,0.443291371,0.055455156,0,SG,1.368449769,0.23497286,1.616449623,1.441381889,0.233095143,0.547561373,0.339856802,SG,0.116780705,0,0.417111695,0.1238557,2.209163829,0,0.03747256,SG,0.138407779,0,0.412711385,0.106981105,2.20484382,0,0.04914716,53,-0.350798255,0.003775469,0.051992282,0.247237293,-0.000811265,0.007682475,0.040922001
54,,,,,,,,,,,,,,,,,,,,,,,SG,1.334632887,0.231791688,1.5797922,1.514900277,0.25174907,0.57516966,0.334079867,SG,0.116780705,0,0.417111695,0.1238557,2.209163829,0,0.03747256,SG,0,0.891051737,2.056691807,0.030530839,1.132217335,0,0.53128742,,,,,,,,
55,SG,0,1.8520715,0,8.068777293,0,0,0,0,3.367528271,0,0,0,0,0,0,1.223931624,0,9.462555066,0,0,0,SG,1.357726194,0.235972205,1.608200945,1.463117829,0.242671814,0.555509328,0.337193305,SG,0.001335514,8.010246638,0.021962091,0.002317691,1.844969983,0,0.000802506,SG,0.00368633,6.517381282,0.052756188,0.000799671,1.933431129,0,0.021696155,55,-0.118279392,0.010238467,-0.212840367,0.259470356,0.005965805,0.00596406,0.049481071
56,RY,0,1.234714333,0,0,2.574364333,0,0,,,,,,,,0,0.917948718,0,0,3.388012618,0,0,SG,1.341725691,0.236869557,1.588757902,1.494404063,0.255381435,0.569183948,0.335855184,SG,0,1.332500936,2.203778458,0,1.298155132,0,0.023673927,RY,0,0.040343886,2.847504389,0.008546485,1.062842098,0,0.069482976,56,-0.52443204,0.013454317,0.058073902,0.384588006,0.009691274,0.008939805,0.049684736
57,YK,0,0,0,10.75836972,1.716242889,1.578261798,0,0,0,0,36.0952381,0,0,0,0,0,0,0,3.388012618,2.966850829,0,SG,1.357387077,0.239708505,1.607799248,1.460687495,0.248354994,0.554912108,0.337109367,YK,0,10.61697401,1.679466255,0,0.03704143,0,1.561802782,RY,0,9.566496049,1.952029829,0,0.063793574,0,1.413965034,57,0.569526601,0.01954577,-0.29233665,-0.055278553,0.01440616,0.008724087,-0.264587415
58,RY,0,0,0,0,5.148728666,0,0,,,,,,,,0,0,0,0,6.776025237,0,0,SG,1.346665843,0.237814959,1.595100155,1.484091222,0.255756113,0.569914025,0.334446419,RY,0,3.781566958,3.883857657,0,0,0,0.608419923,RY,0,1.223764556,4.147537945,0.03228672,0.322885638,0,0.110902953,58,0.478658389,0.013547796,0.058477455,-0.618813375,0.009723075,0.008966746,0.049439912
59,SG,0,1.234714333,0,0,1.716242889,0.789130899,0,,,,,,,,0,0.917948718,0,0,2.258675079,0.988950276,0,SG,1.345433919,0.242532245,1.593640965,1.485544198,0.255959232,0.57047175,0.3341405,SG,0.01432642,0,1.909446517,0,1.189595146,0,0.693665703,SG,0,0,1.749096681,0,1.222465183,0,0.782404498,59,0.136045515,0.008680206,0.03717797,-0.063790766,0.005517044,0.005663135,-0.129293104
60,SG,0,1.234714333,1.125647274,0,1.103299,0.676397913,3.238825592,0,0,0,0,2.171354167,2.047642436,0,0,1.070940171,2.003731343,0,1.129337539,0.494475138,4.629310345,SG,1.340971513,0.242663439,1.58679535,1.494485511,0.260422999,0.573905437,0.333534784,SG,1.329490418,0,1.06644868,0,1.270506879,2.746274535,0.631846301,SG,1.123823485,0,1.203839092,0,1.212649859,2.865066572,0.66582248,60,0.083033041,-0.060145233,0.042667841,0.087043618,0.007393604,-0.064470825,-0.095522047
61,RY,0,0.987771467,0,0,2.059491466,0.946957079,0,,,,,,,,0,0.734358974,0,0,2.710410095,1.186740331,0,SG,1.345431242,0.247365865,1.593637802,1.482884102,0.259155945,0.569450659,0.334139833,RY,0.04234253,0,2.2185114,0,0.68038283,0.050381731,1.372114161,RY,0,0,2.50926412,0.00414375,0.688570608,0,1.105586054,61,0.141392535,0.012182451,0.049925979,-0.063919515,0.008195889,0.007635379,-0.155412717
62,SG,0,1.975542934,0,0,0.7723093,0.23673927,0,0,3.367528271,0,0,0,0,0,0,1.449392713,0,0,1.069898722,0.312300087,0,SG,1.365494187,0.264413592,1.639029806,1.42216305,0.248307175,0.54613287,0.345921428,SG,0,0,0.731557281,0,1.983880312,0,0.258229179,SG,0,0,0.742292977,0,1.973672493,0,0.267928675,62,-0.207293681,0.012627015,0.042044847,0.151401905,0.007390139,0.006279819,-0.012450043
63,SG,0,1.162084079,0,0,1.514331961,0.835550364,2.667268134,0,0,0,0,2.171354167,2.047642436,0,0,0.979145299,0,0,1.806940063,0.791160221,3.703448276,SG,1.37311429,0.248032048,1.648176378,1.417250091,0.244237338,0.54424617,0.34101512,SG,0,0,1.452772649,0,1.168158229,3.10358451,0.834953881,SG,0,0,1.535889375,0,1.190327646,2.543746154,0.774471195,63,0.163230114,0.012628352,0.038911971,-0.042589754,0.008131175,-0.052554408,-0.127757449
64,SG,0,1.4816572,0,3.227510917,1.029745733,0.473478539,0,0,0,0,0,0,4.095284872,0,0,1.15951417,0,2.988175284,1.426531629,0.312300087,0,SG,1.401909202,0.267378423,1.652972395,1.335321745,0.230063643,0.512662205,0.362835932,SG,0,3.304108013,1.061841811,0,1.463087369,0,0.468331102,SG,0,3.154525883,1.033973687,0,1.466234905,0,0.509867569,64,0.043929533,0.01323015,-0.060445431,0.045386051,0.006931427,0.006004849,-0.055036578
65,SG,0,1.620562563,0,2.017194323,0.804488854,0.591848174,0,0,2.525646204,0,0,0.542838542,0.511910609,0,0,1.147435897,0,2.365638767,1.129337539,0.741712707,0,SG,1.369886619,0.258103806,1.670307324,1.408802006,0.239461727,0.537108958,0.351098773,SG,0,1.956541165,0.815769191,0,1.638781499,0,0.555440341,SG,0,1.873397123,0.760271522,0,1.644579601,0,0.607556402,65,-0.057990444,0.015450885,-0.024854403,0.121140998,0.00942163,0.006772715,-0.069941381
66,SG,0.379843766,1.577690537,0.437751718,1.793061621,0.572080963,0.657609082,0,0,2.886452804,0,0,0.620386905,0,0,0.776947191,1.076215738,0.829130211,1.957770014,0.700968128,1.02305201,0,SG,1.374594698,0.256778248,1.689460536,1.395220355,0.230577882,0.531931041,0.355766614,SG,0.44993057,1.687166566,0.629836553,0.355438886,1.568618164,0,0.642217914,SG,0.420772843,1.720664323,0.595335292,0.289582152,1.588849677,0,0.66180356,66,-0.02591158,-0.011815002,-0.013882469,0.14256818,-0.018030573,0.00693375,-0.079862307
67,SG,0.341859389,1.419921483,0.590964819,6.051582969,0.7723093,0.118369635,0,0,0.673505654,2.488955224,0,2.605625,0,0,0.600839161,1.101538462,0.64119403,5.67753304,0.813123028,0.158232044,0,SG,1.372212161,0.252328661,1.720892006,1.39863821,0.226182855,0.534702439,0.355149974,SG,0.205789418,6.207148858,0.809907353,0.3816771,1.441530097,0,0.121479574,SG,0.191530946,6.216570219,0.816360737,0.341906306,1.447886216,0,0.120030599,67,0.020066903,-0.026621255,-0.134397045,0.130327445,-0.019164953,0.006382216,0.023406689
68,SG,0.150267863,1.994538539,0.346353007,2.66003647,0.367766333,0.026015304,0,2.097610063,2.020516963,0,7.219047619,0,0,0,0.127296432,1.493611473,0.543384771,2.24535205,0.49767417,0.033523738,0,SG,1.416059275,0.236604695,1.527389203,1.354606606,0.221265427,0.536171661,0.346231343,SG,0.336740534,2.73225825,0.384863138,0.149657174,1.984974389,0,0.021135468,SG,0.34551638,2.63924991,0.39111705,0.139598326,1.986291455,0,0.027349676,68,-0.212656251,-0.010649603,-0.038602962,0.217283914,-0.004425246,0.006853403,0.042196745
69,SG,0.09981296,2.325228453,0.115029648,0.471169477,0.037581961,0.103681432,0,0,2.694022617,0,0,0,0.819056974,0,0.170692943,1.738539239,0.182157395,0.430116139,0.051333525,0.089904571,0,SG,1.482683998,0.236612826,1.309134264,1.232699221,0.219114256,0.533130151,0.363672285,SG,0,0.500309738,0.040694073,0.089745447,2.344992138,0,0.09669689,SG,0,0.449692799,0.043534982,0.09199379,2.341744407,0,0.106958506,69,-0.328840221,0.005466746,0.024404011,0.258681602,8.23E-05,0.007463334,0.032742238
70,SG,0,2.425331726,0,0.38422749,0.030647194,0,0,0,2.80627356,0,6.015873016,0,0,0,0,1.813232035,0,0.175232501,0.041827316,0,0,SG,1.447798738,0.259289864,1.322383777,1.246019018,0.237452031,0.579404205,0.398372542,SG,0,0.386081393,0.03126536,0,2.424893397,0,0,SG,0,0.370309277,0.031575289,0,2.425951503,0,0,70,-0.321461019,0.011565823,0.020104132,0.222622198,0.006303422,0.006736356,0.054129087
71,SG,0.202084368,2.213970529,0.077630846,0,0.202905563,0.209916594,0,0,3.367528271,0,0,0,0,0,0.344869416,1.639194139,0.122677429,0,0.276572459,0.272465892,0,SG,1.437489853,0.261425879,1.305092452,1.237146883,0.242188671,0.621194279,0.422188323,SG,0,0,0.204526641,0.21977194,2.223574196,0,0.207211854,SG,0,0,0.205064678,0.205441497,2.231242735,0,0.196975668,71,-0.228164143,0.006614623,0.030369384,0.179792868,-0.008596406,0.007257599,0.012726075
72,SG,0.22790626,1.934385789,0.393976546,0.806877729,0.343248578,0.394565449,0,0,2.245018848,0,0,0.723784722,0.682547479,0,0.395288922,1.449392713,0.632757266,0.747043821,0.416071725,0.468450131,0,SG,1.439398396,0.288832968,1.341051345,1.195587272,0.234901446,0.609850092,0.446945455,SG,0,0.863568356,0.363457516,0.236182324,1.976373537,0,0.402663062,SG,0,0.849683804,0.365747298,0.240239934,1.976031007,0,0.401846044,72,-0.097618602,-0.012314054,0.004291137,0.131738302,-0.010704368,0.006634525,-0.022026941
73,SG,0.321750014,2.149855545,0.370801455,0,0.302866392,0.111406715,0,0,3.367528271,0,0,0,0,0,0.536463536,1.595482295,0.57249467,0,0.403334836,0.141278611,0,SG,1.458876442,0.28182849,1.359198542,1.205533329,0.227020206,0.553949646,0.408460907,SG,0,0,0.320152551,0.356825362,2.191804576,0,0.114340686,SG,0,0,0.322515293,0.342450339,2.20045064,0,0.100567663,73,-0.192187027,-0.011319231,0.032225523,0.153351862,-0.01804008,0.006025727,0.029943225
74,SG,0,1.92735896,0.576551043,0.787197785,0.690683114,0.057741285,0.552970223,,,,,,,,0,1.43289556,0.879686931,0.692382078,0.908978995,0.072362215,0.67746005,SG,1.458359099,0.259649045,1.419189643,1.246795668,0.213584927,0.521166344,0.37744615,SG,0,0.941641502,0.731217204,0,1.982582198,0.602393694,0.059989179,SG,0,0.886902849,0.765440849,0,1.977861345,0.538680528,0.052251748,74,-0.135473408,-0.02560855,0.012437254,0.113092422,0.005280414,-0.006453014,0.036724882
75,SG,0.207187509,1.646285778,0.238773664,3.423117639,0.624088323,0.358695863,0,0,1.683764136,0,0,2.171354167,0,0,0.363410783,1.243672457,0.38781897,3.205058974,0.655744378,0.478524327,0,SG,1.428248886,0.264239155,1.548657435,1.296159608,0.213809009,0.518103704,0.369653157,SG,0,3.552059849,0.647243613,0.188876751,1.655817291,0,0.378290232,SG,0,3.336946566,0.630211458,0.225404908,1.675786996,0,0.374573259,75,-0.045857995,-0.001242411,-0.063030323,0.134036386,-0.008309949,0.006460816,-0.022056524
76,SG,0.525937522,1.614626436,0.606117763,1.241350353,0.594084077,0.546321392,0,1.311006289,0.841882068,1.555597015,0,0.542838542,1.535731827,0,0,1.52991453,0,1.577092511,0.752891693,0,0,SG,1.39916155,0.271549595,1.61139079,1.348664711,0.218101313,0.51559743,0.36451627,SG,0,1.509279406,0.584670817,0.558745994,1.702107126,0,0.518687521,SG,0,1.331209572,0.598926982,0.61686596,1.670891282,0,0.571428358,76,-0.071613655,-0.016828316,0.004237836,0.144482446,-0.02601285,0.008088943,-0.042354404
77,SG,0,1.4816572,1.050604122,2.151673945,0.686497155,0.631304719,0,0,0,12.44477612,0,0,0,0,0,1.18021978,0,2.027690371,0.968003605,0.847671665,0,SG,1.40309287,0.274866988,1.653188832,1.334069224,0.220472053,0.508978222,0.363142353,SG,0.787769574,2.49561989,0.659960965,0,1.507839069,0,0.63401846,SG,0.9284413,1.986327292,0.742318063,0,1.495275244,0,0.614821074,77,0.092070983,-0.055552749,-0.0327666,0.074902614,0.005259836,0.004692713,-0.088606796
78,SG,0,1.234714333,0,4.610729881,1.838831666,0,0,0,0,0,0,4.342708333,0,0,0,1.070940171,0,4.731277533,1.694006309,0,0,SG,1.40175424,0.276858429,1.652099418,1.334616544,0.226211476,0.50882546,0.362795829,SG,0,4.797073954,1.981886408,0,1.151845014,0,0,SG,0,4.334972972,1.86456914,0,1.243468824,0,0,78,0.198426959,0.012866679,-0.112018997,-0.160670955,0.006803823,0.004946547,0.049645944
