HomeZone,SchoolZone,SchoolCode,Age,Sex,License,Occupation,EmploymentStatus,StudentStatus,Vehicles,IncomeClass,Adults,Children,ExpansionFactor,ModeTakenToSchool,TripToSchoolTime,Distance
2351,391,9092,20,M,Y,O,O,S,0,2,1,0,115.13,9,-1,7592.839
434,391,9092,19,M,Y,O,O,S,2,6,3,0,18.72,P,830,6606.293
3636,391,9092,18,M,Y,O,O,S,1,4,4,0,43.2,B,640,35849.05
409,391,C405,54,M,Y,O,O,P,0,1,1,0,57.83,B,645,7127.491
2555,391,9092,23,F,Y,S,P,S,1,3,2,0,26.68,B,930,28128.54
390,391,9092,23,M,Y,S,P,S,1,2,3,0,17.41,W,1115,3485.794
2422,391,9092,22,F,Y,O,O,S,1,2,4,0,21.18,B,630,21727
76,391,9092,30,M,Y,9,P,S,1,7,8,3,42.84,B,1145,17829.65
3380,391,9092,18,F,Y,S,P,S,4,7,5,1,20.49,B,1140,25931.12
400,391,9092,36,F,Y,O,O,S,2,3,6,1,15.31,9,-1,3971.725
2390,391,9092,22,M,Y,S,P,S,0,1,2,0,44.47,9,-1,18425.7
3337,391,9092,21,F,Y,S,P,S,2,5,4,0,14.09,B,1035,16970.54
3448,391,9092,21,M,Y,M,F,S,3,4,4,0,13.45,9,-1,19312.39
398,391,9092,23,F,N,O,O,S,0,2,2,0,14.42,B,1005,1773.034
3379,391,9092,24,M,Y,O,O,S,2,4,4,2,33.54,9,-1,26739
422,391,9092,24,F,N,O,O,S,2,4,4,0,103.83,9,-1,6948.563
368,391,E0471,20,M,N,O,O,S,1,4,3,1,22.37,9,-1,11543.89
1211,391,9092,34,M,N,O,O,S,1,5,2,0,17.65,B,915,58316.18
134,391,9092,25,F,Y,S,P,S,2,3,3,0,12.63,9,-1,9536.9
2101,391,9092,19,F,Y,O,O,S,2,2,3,1,35.15,D,810,10403.48
3369,391,9092,20,M,Y,S,P,S,2,7,3,1,23.21,9,-1,29308.58
3712,3629,5500,17,F,Y,S,P,S,1,3,4,2,18.45,P,800,2428.474
5098,391,9092,20,M,Y,M,P,S,3,5,4,1,96.95,D,700,79086.19
3376,391,9092,19,F,Y,O,O,S,2,3,4,0,30.23,B,800,30386.42
398,391,9092,25,F,Y,P,F,S,0,1,1,0,10.35,W,810,1773.034
443,391,9092,23,F,Y,O,O,S,0,7,2,0,20.59,9,-1,7787.525
2101,391,9092,19,M,Y,S,P,S,2,5,2,1,65.19,9,-1,10403.48
195,391,9092,20,F,Y,S,P,S,1,6,3,1,58.25,B,900,10019.13
2139,391,9092,21,M,Y,O,O,S,2,4,4,0,33.05,9,-1,5450.828
2101,391,9092,22,F,Y,S,P,S,3,3,5,0,21.61,9,-1,10403.48
3337,391,9092,20,F,Y,O,O,S,2,2,4,0,46.57,9,-1,16970.54
3459,3459,9998,20,F,Y,G,F,P,2,7,3,0,18.53,9,-1,0
3864,391,9092,32,M,Y,P,P,S,1,7,3,0,19.87,D,1720,28298.24
3712,391,9092,30,F,Y,P,P,P,2,4,4,0,12.54,D,930,15958.22
384,391,E0471,26,F,Y,O,O,S,2,7,7,0,16.92,P,1030,7910.512
105,391,9092,20,F,Y,S,F,P,1,2,3,0,15.68,9,-1,14592.01
3417,391,9092,23,F,Y,G,P,S,2,4,4,0,19.56,9,-1,26449.96
3358,391,9092,22,F,Y,O,O,S,2,5,2,0,22.09,B,800,20313.17
2709,69,9103,21,M,Y,P,P,S,1,6,3,0,23.14,J,740,42796.07
3368,371,9261,18,F,Y,S,P,S,4,6,3,0,9.45,D,1100,14757.88
2218,391,9092,30,M,Y,S,P,P,2,7,2,0,27.76,9,-1,18000.47
2388,391,9092,21,F,Y,O,O,S,2,3,2,0,23.84,9,-1,18640.79
3153,391,9092,19,F,N,O,O,S,1,3,2,0,33.33,9,-1,29047.62
2057,391,9092,19,F,N,O,O,S,2,6,3,0,17.35,9,-1,9520.301
3430,391,9092,21,F,Y,S,P,S,4,7,6,2,19.84,9,-1,31700.34
2078,391,E0471,23,F,Y,S,P,S,2,3,3,0,50.7,B,1400,12091.16
3418,391,9092,21,F,Y,O,O,S,2,2,3,3,24.88,9,-1,25579.21
89,391,9092,18,M,N,O,O,S,1,4,2,0,4.69,9,-1,17904.74
2216,391,9092,23,M,Y,M,P,S,2,6,3,0,35.87,9,-1,16218.66
3357,391,9092,19,F,Y,O,O,S,1,7,3,1,13.86,9,-1,21990.98
2760,2760,9998,34,F,Y,S,H,P,1,4,1,0,15.41,9,-1,0
384,391,9092,20,F,Y,G,P,S,3,6,5,0,20.56,B,900,7910.512
426,391,9092,22,F,Y,S,P,S,1,4,2,0,37.45,9,-1,6042.04
3418,391,9092,21,M,Y,O,O,S,2,3,6,0,34.66,9,-1,25579.21
450,391,9092,31,F,Y,P,P,S,1,4,2,0,21.22,9,-1,8099.936
3662,391,9092,19,F,Y,O,O,S,2,2,3,1,37.89,B,730,35385.77
211,391,E0471,19,M,N,O,O,S,1,2,4,0,65.24,B,800,14000.34
256,391,9092,20,F,Y,O,O,S,1,3,4,1,116.63,B,1130,23991.75
446,391,9092,21,F,Y,O,O,S,0,7,4,0,57.22,9,-1,6956.063
446,391,9092,21,F,Y,O,O,S,0,7,4,0,57.22,9,-1,6956.063
482,391,9092,20,M,Y,O,O,S,1,4,3,0,19.52,B,1035,15917.76
50,391,9092,24,F,Y,O,O,S,0,1,1,0,40.49,9,-1,18043.51
185,391,9092,26,F,Y,P,P,S,0,1,2,0,16.52,9,-1,12717.15
487,487,9998,18,F,N,O,O,S,0,2,2,2,12.25,9,-1,0
484,391,9092,27,F,Y,S,F,S,1,4,2,0,36.88,B,720,16387.31
590,391,S118,20,F,Y,S,P,S,2,7,4,0,19.06,B,800,15004.53
397,391,E0471,44,F,Y,O,O,P,2,3,2,0,3.46,W,1120,1271.585
2449,391,9092,31,M,Y,S,H,P,2,4,3,0,46.33,D,1730,21996.48
3685,391,9092,18,F,Y,O,O,S,2,7,4,0,27.35,9,-1,30450.7
3448,391,9092,18,M,Y,S,P,S,2,4,3,1,19.29,B,645,19312.39
400,391,9092,20,M,Y,S,P,S,1,4,3,1,11.59,B,900,3971.725
3518,391,E0471,21,F,Y,G,P,P,2,4,5,2,32.28,9,-1,15984.28
3429,391,9092,19,F,Y,O,O,S,1,3,3,2,20.84,B,715,28692.37
398,391,9092,26,M,N,O,O,S,1,7,1,0,32.52,9,-1,1773.034
2616,391,9092,21,M,Y,S,P,S,2,4,4,0,44.89,9,-1,32508.76
2616,391,9092,18,M,Y,S,P,S,2,4,4,0,44.89,B,930,32508.76
397,397,9998,37,F,Y,P,F,P,1,5,2,0,3.46,9,-1,0
2238,391,9092,24,M,Y,O,O,S,2,4,3,0,34.69,9,-1,18988.91
3712,397,9989,17,F,9,O,O,S,2,7,3,3,31.98,9,-1,14681.47
420,391,9092,23,F,Y,S,P,S,2,3,5,0,22.67,9,-1,4780.963
398,391,9092,31,M,Y,P,P,S,0,2,1,0,32.52,9,-1,1773.034
2122,391,9092,21,F,Y,S,P,S,1,3,5,0,65.72,B,830,4798.428
84,391,9092,36,M,Y,O,O,S,0,1,1,0,18.22,B,900,19194.45
2107,391,9092,19,F,N,P,P,P,1,6,3,1,7.84,9,-1,8103.584
2054,391,C405,27,F,Y,O,O,S,1,2,4,0,28.25,P,900,11530.97
2107,391,9092,22,M,Y,G,P,S,2,4,4,0,27.1,9,-1,8103.584
3354,391,9092,23,F,Y,S,P,S,4,4,5,0,50.53,9,-1,28742.85
2014,391,9092,18,F,N,O,O,S,2,4,3,1,23.54,9,-1,17878.39
3517,391,9092,26,M,N,O,O,S,2,3,4,1,66.98,B,805,16540.49
520,391,9092,19,F,Y,S,P,S,0,3,2,0,9.98,9,-1,26442.04
2133,391,9092,24,F,Y,O,O,S,3,3,5,1,26.12,D,900,10927.59
617,391,9092,21,M,Y,O,O,S,1,6,4,0,26.36,B,1500,23795.74
2107,391,E0471,20,M,Y,O,O,S,4,5,5,0,52.94,9,-1,8103.584
2219,391,9092,18,F,Y,O,O,S,3,6,4,0,34.14,D,900,19130.39
2367,391,9092,22,M,Y,S,P,S,2,6,3,0,21.77,P,800,13237.02
2042,391,S118,20,M,Y,O,O,S,5,5,5,1,19.65,D,1015,9029.2
406,391,9092,20,M,Y,G,P,S,2,7,4,0,7.19,9,-1,5189.062
2357,391,9092,22,F,N,S,P,S,3,7,4,0,79.68,B,1000,10054.41
593,25,9244,20,F,N,O,O,S,1,5,3,0,3.58,B,905,20591.95
228,25,9244,27,M,Y,G,P,S,2,6,3,0,18.09,B,800,11962.88
3369,3851,9309,22,F,Y,S,P,S,2,4,6,0,41.07,9,-1,17680.02
249,371,9261,53,M,Y,P,F,P,2,4,3,1,31.28,9,-1,29536.27
14,69,9103,27,F,Y,O,O,S,1,2,2,0,22.86,B,1630,4707.007
3337,371,9261,20,F,Y,O,O,S,2,4,5,1,47.49,P,800,9106.768
257,69,9103,19,M,N,G,P,S,1,4,3,4,13.23,C,1030,7789.525
3604,69,9103,20,M,Y,O,O,S,2,4,3,0,40.01,W,850,30037.6
71,69,9103,30,M,Y,O,O,S,0,2,2,0,29.28,W,910,1132.351
48,69,9103,18,F,N,O,O,S,0,7,1,0,34.5,W,1530,1199.355
67,69,9103,19,F,Y,O,O,S,0,7,1,0,51,W,1400,1897.934
42,371,9261,28,F,Y,P,F,P,0,4,2,0,23.63,9,-1,22202.79
44,69,9103,19,F,Y,O,O,S,0,7,2,0,9.49,B,1330,2111.64
101,69,9103,22,F,Y,P,P,S,0,2,1,0,109.4,B,1000,3679.839
3368,3368,9998,51,F,9,P,F,P,2,4,5,0,7.97,9,-1,0
2560,484,E0454,23,M,Y,O,O,P,3,7,2,0,39.27,D,1030,32346.96
204,69,9103,28,F,N,O,O,S,0,4,2,0,23.3,B,1030,3617.577
2251,69,9103,36,F,Y,S,F,P,1,1,1,1,13.45,D,1740,22795.82
467,484,A279,37,F,N,S,P,S,0,3,2,2,17.96,B,905,2968.285
2072,69,9103,22,M,Y,S,P,S,2,3,3,2,19.68,B,900,27747.17
1050,484,A413,44,F,Y,S,F,P,2,5,3,1,26.72,9,-1,22479.04
3337,371,9261,18,F,Y,S,P,S,2,3,4,1,19.6,9,-1,9106.768
74,69,9103,20,M,Y,O,O,S,1,6,4,2,16.03,9,-1,699.414
3814,69,9103,18,F,Y,S,P,S,1,4,3,2,36.54,P,930,27080.42
3809,371,9261,20,M,Y,S,P,S,2,7,3,0,20.92,B,1005,26564.39
3506,371,9261,38,F,Y,P,F,P,1,4,1,0,9.9,9,-1,9196.673
428,69,9103,20,M,Y,O,O,S,2,4,3,0,18.39,B,740,13732.61
373,371,384,23,F,N,O,O,S,0,1,5,0,69.63,W,1000,2359.561
128,69,9103,23,F,Y,O,O,S,0,1,2,0,94.51,W,1100,9646.421
2013,69,9103,24,M,Y,O,O,S,2,4,3,0,18.8,9,-1,35450.65
1199,1199,9998,60,F,Y,O,O,P,1,4,1,0,23.83,9,-1,0
3654,69,9103,21,F,Y,G,P,S,3,6,3,1,17.52,D,900,18495.37
42,69,9103,20,F,Y,O,O,S,0,7,2,0,20.38,W,1315,1572.915
3842,3851,9309,30,F,N,O,O,P,0,4,2,0,28.46,9,-1,952.18
582,69,9103,20,M,Y,9,J,S,1,2,3,0,25.48,B,1200,20594.9
371,371,9261,28,M,N,O,O,S,0,1,2,0,107.02,W,1330,0
173,371,9261,36,F,N,S,F,P,0,3,2,0,18.9,B,705,18242.29
267,69,9103,33,F,Y,O,O,P,1,7,2,1,7.71,9,-1,6113.38
503,69,9103,18,F,N,O,O,S,2,3,3,1,16.51,9,-1,16254.91
89,69,9103,29,F,Y,O,O,S,3,6,4,0,18.35,B,900,4696.599
216,371,9261,35,M,Y,P,F,P,1,5,2,0,19.57,9,-1,21610.84
60,69,9103,25,M,N,O,O,S,0,1,3,0,15.68,B,830,3376.403
2073,371,9261,19,M,Y,S,P,S,2,4,3,2,26.07,P,650,17159.49
230,69,9103,42,F,Y,P,P,P,2,6,2,1,16.77,9,-1,13038.85
2455,69,9103,20,F,Y,S,P,S,1,4,3,0,17.57,9,-1,35363.09
96,69,9103,20,M,N,O,O,S,0,7,2,0,26.26,9,-1,2111.842
372,69,9103,21,F,Y,S,P,P,1,4,3,1,11.34,B,800,21216.74
42,69,9103,20,M,N,O,O,S,0,5,2,0,33.82,W,1300,1572.915
197,69,9103,23,F,N,O,O,S,2,6,4,0,22.52,B,830,7317.653
239,69,9103,20,F,Y,O,O,S,1,7,4,1,28.51,B,900,14425.7
2108,69,9103,22,F,N,G,P,S,1,4,4,0,21.87,B,800,23328.01
331,371,9261,21,F,Y,G,P,S,1,4,5,2,46.26,9,-1,10949.01
2058,371,9261,19,M,Y,G,P,S,3,7,4,0,14.77,9,-1,11142.76
406,371,369,20,M,Y,O,O,S,1,3,3,0,34.36,B,835,9767.674
441,69,9103,38,M,Y,G,F,P,1,6,2,0,21.54,W,1700,12084.77
129,69,9103,23,M,Y,S,P,S,1,3,5,0,51.29,B,1215,9064.996
585,371,384,20,F,Y,S,P,S,5,6,3,0,13.19,D,800,26461.98
201,69,9103,22,M,Y,O,O,S,2,5,4,0,38.74,9,-1,4920.04
99,69,9103,25,F,N,P,F,P,0,3,2,0,51.62,W,1700,4045.104
201,69,9103,25,M,Y,P,P,S,0,3,2,0,29.78,B,1200,4920.04
3867,3851,845,29,M,Y,O,O,S,1,2,2,2,27.41,D,800,2763.377
166,371,9261,20,F,Y,S,P,S,0,7,3,1,36.82,9,-1,17272.23
573,1199,E0297,31,M,Y,P,F,P,2,2,3,0,20.97,9,-1,28521.61
309,371,9261,30,M,Y,S,P,P,1,3,3,0,11.02,B,800,15313.32
463,188,S317,60,F,Y,O,O,P,2,6,2,0,17.29,9,-1,11498.33
552,69,9103,25,M,Y,O,O,S,1,2,2,0,6.94,B,1100,17810.49
5226,3851,9309,22,M,Y,P,P,S,3,6,2,0,25.77,D,710,50691.91
249,278,9108,28,M,Y,O,O,S,0,7,2,1,75.78,9,-1,6498.804
249,278,9108,24,F,N,O,O,P,0,7,2,1,75.78,9,-1,6498.804
3386,371,9261,19,M,Y,S,P,S,2,3,5,1,44.37,9,-1,13898.86
2036,371,9261,19,M,Y,S,P,S,2,5,4,0,19.92,B,730,7581.82
227,182,E0010,58,F,Y,P,F,P,3,6,3,0,13.88,D,1800,4943.873
46,69,9103,24,F,Y,O,O,S,0,3,2,0,22.65,W,1020,1297.744
46,69,9103,22,F,Y,O,O,S,0,3,2,0,22.65,W,900,1297.744
104,69,9103,57,F,Y,P,F,P,0,5,2,0,4.74,9,-1,3631.853
3466,371,9261,23,F,N,S,P,S,1,3,4,2,29.29,9,-1,20236.16
188,69,9103,24,F,Y,O,O,S,1,5,4,0,46.21,B,900,3070.265
3192,69,9103,26,F,Y,P,F,P,2,5,2,0,13.51,B,1030,40433.66
2217,371,9261,26,M,Y,S,P,P,3,4,4,0,16.9,D,855,29219.75
99,69,9103,25,F,N,O,O,S,0,3,2,0,4.74,B,1200,4045.104
385,69,9103,24,F,Y,G,F,P,0,3,3,0,24.75,9,-1,20403.64
3719,69,9103,31,M,Y,O,O,S,1,2,2,2,37.2,D,1000,36014.26
89,69,9103,28,M,Y,P,P,S,0,4,2,0,20.38,9,-1,4696.599
101,69,9103,22,F,N,P,P,S,0,1,1,0,74.33,9,-1,3679.839
119,69,9103,28,M,Y,9,F,S,0,4,2,0,26.77,W,830,6027.405
341,69,9103,23,M,Y,O,O,S,2,6,3,0,14.68,B,1235,11625.43
2028,3851,9309,18,M,Y,O,O,S,2,6,3,1,35.59,B,700,25785.74
43,69,9103,24,F,Y,P,P,S,1,2,2,0,19.46,W,835,1832.024
97,69,9103,29,F,N,9,P,S,0,2,1,0,130.04,W,1000,2707.659
600,371,369,21,M,Y,S,P,S,2,2,2,0,19.78,D,1125,29752.81
491,278,C026,53,M,Y,O,O,S,1,4,4,0,9.71,B,830,16988.38
590,69,9103,23,F,N,O,O,S,2,6,3,0,14.14,9,-1,22049.01
3358,3358,9998,66,F,Y,O,O,P,1,3,3,0,40.2,9,-1,0
67,69,9103,30,F,N,O,O,P,0,4,2,0,19.01,9,-1,1897.934
191,69,9103,21,M,N,O,O,S,0,4,4,0,20.6,B,900,5659.206
96,371,9261,23,F,9,P,P,S,0,2,3,0,54.83,B,800,20161.38
520,278,9108,27,M,Y,S,P,P,1,1,3,0,41.92,B,815,12668.05
432,432,1302,30,M,Y,M,F,P,1,1,2,1,32.7,9,-1,0
3643,69,9103,21,F,N,O,O,S,1,7,2,0,42.91,B,900,18222.99
2552,69,9103,20,F,Y,O,O,S,2,4,3,1,11.26,J,830,36661.2
68,69,9103,23,F,Y,O,O,S,0,4,2,0,29.2,C,1100,973.24
3867,3867,E0022,17,M,N,O,O,S,1,2,3,1,85.44,W,820,0
50,69,9103,29,M,Y,P,F,S,1,6,2,0,18.61,9,-1,1587.002
3658,371,9261,18,M,Y,S,P,S,2,3,3,0,20.8,P,800,18406.48
1060,69,9103,25,F,Y,P,P,P,3,3,4,1,21.78,9,-1,37810.23
50,69,9103,21,F,Y,O,O,S,1,7,2,0,26.6,W,1005,1587.002
520,69,9103,25,F,N,S,P,P,0,1,2,0,40.42,B,900,16658.26
480,69,9103,17,M,9,S,P,S,2,7,2,2,20.82,9,-1,19304.53
2625,69,9103,20,F,Y,S,P,S,3,4,4,0,36.15,9,-1,46418.85
50,69,9103,30,F,Y,P,F,S,1,4,1,0,21,W,645,1587.002
46,69,9103,25,M,Y,O,O,S,0,2,2,0,17.57,W,1000,1297.744
287,371,9261,33,M,Y,O,O,P,2,7,3,0,8.68,9,-1,18627.22
601,69,9103,24,F,Y,G,F,P,1,4,3,0,13.8,9,-1,24215.64
36,69,9103,41,F,Y,G,F,P,0,4,1,0,19.25,9,-1,2714.894
1129,1199,E0297,21,M,Y,M,P,S,4,6,3,0,30.53,D,800,8923.57
451,69,9103,24,M,9,O,O,S,2,7,3,0,11.68,B,900,13839.28
588,188,206,29,M,Y,O,O,S,2,6,3,0,9.94,B,725,18666.94
122,69,9103,24,F,N,O,O,S,1,5,3,0,56.12,9,-1,8184.263
332,69,9103,22,M,Y,O,O,S,1,4,4,0,25.42,B,1415,15933.49
46,69,9103,31,M,Y,P,P,S,0,2,2,2,42.95,J,1700,1297.744
3645,69,9103,22,M,Y,O,O,S,3,6,3,1,42.96,J,850,27486.47
3668,371,9261,36,F,Y,O,O,S,1,7,2,2,15.06,D,710,18634.11
2248,69,9103,21,F,Y,O,O,S,2,4,3,0,20.35,9,-1,22022.91
3447,371,9261,20,F,N,O,O,S,2,5,5,0,38.99,9,-1,14301.95
4160,371,9261,22,F,Y,O,O,S,3,7,4,0,31.76,D,900,28949.95
452,452,9998,23,M,9,O,O,S,2,7,2,0,27.46,9,-1,0
3629,391,9092,17,M,Y,M,P,S,2,6,4,2,25.77,9,-1,14324.03
67,69,9103,19,M,Y,O,O,S,0,1,2,0,30.88,W,1050,1897.934
326,371,9261,20,M,Y,G,P,P,3,6,3,0,56.71,9,-1,11725.18
3855,371,9261,20,F,N,O,O,S,2,4,3,1,42.61,B,600,17510.72
42,69,9103,25,F,Y,P,F,P,1,5,2,0,18.58,9,-1,1572.915
119,69,9103,27,F,N,O,O,S,0,1,1,0,41.53,C,1040,6027.405
40,69,9103,26,M,Y,O,O,S,1,2,2,0,21.01,C,800,1461.703
122,69,9103,22,M,Y,O,O,S,1,6,3,0,18.41,B,830,8184.263
272,69,9103,52,F,Y,P,F,P,1,5,2,0,4.5,9,-1,4736.918
25,69,9103,38,M,Y,9,F,P,0,4,2,0,10.26,9,-1,3415.76
3649,69,9103,23,M,Y,P,F,P,2,4,5,0,52.45,9,-1,19265.66
2363,69,9103,24,F,Y,O,O,S,2,7,4,0,11.28,D,715,19858.62
247,69,9103,22,F,Y,9,P,S,1,5,4,0,32.79,B,920,11534.41
4052,69,9103,17,F,Y,G,P,S,2,7,2,1,31.06,9,-1,58407.05
3680,371,9261,22,F,Y,G,P,S,3,7,5,1,14.49,D,700,17920
383,371,9261,21,M,Y,M,P,S,1,5,5,0,46.84,B,1955,3944.377
3682,371,9261,53,M,Y,P,F,P,2,4,4,0,21.52,B,1700,13774.78
385,371,9261,20,M,Y,O,O,S,2,4,3,0,13.92,B,745,5017.493
46,69,9103,27,M,N,P,F,S,0,2,2,0,17.57,W,920,1297.744
587,69,9103,19,M,Y,S,P,S,2,4,7,0,12.25,B,1030,19785.53
46,69,9103,20,M,N,O,O,S,0,7,2,0,34.14,9,-1,1297.744
406,69,9103,22,M,Y,O,O,S,3,6,5,0,15.92,B,1010,16407.78
3419,371,9261,28,M,Y,S,F,P,2,7,4,0,23.96,9,-1,14157.16
84,69,9103,29,M,Y,P,F,S,0,4,1,0,23.39,9,-1,3734.753
65,69,9103,22,F,Y,O,O,S,1,4,5,0,34.99,B,1230,2628.072
3369,69,9103,24,M,9,O,O,S,1,7,3,0,38.22,9,-1,36939.45
198,69,9103,20,M,Y,O,O,S,1,6,3,2,55.21,B,1000,6574.628
5123,3851,9309,20,F,Y,O,O,S,1,7,4,0,166.32,9,-1,48363.7
3686,69,9103,20,M,N,O,O,S,2,4,3,1,21.7,B,700,25313.65
331,371,9261,20,F,N,G,P,S,1,4,5,2,46.26,9,-1,10949.01
287,69,9103,20,M,Y,S,F,P,2,5,4,0,47.51,9,-1,11636.91
3464,3368,5485,18,F,N,O,O,S,1,6,3,1,120.47,9,-1,8620.22
591,69,9103,32,M,Y,O,O,S,3,6,4,0,74.68,D,800,23617.33
301,371,9261,27,F,Y,S,P,S,1,4,2,0,23.03,9,-1,16446.97
483,69,9103,25,M,Y,O,O,S,0,4,3,1,12.14,B,1015,15990.82
67,69,9103,26,M,Y,O,O,S,0,1,2,0,19.01,C,1045,1897.934
3607,371,9261,21,F,N,O,O,S,1,2,3,3,55.97,9,-1,20090.28
2229,69,9103,46,F,Y,P,P,S,2,4,2,0,24.25,9,-1,35154.07
328,371,9261,37,M,Y,O,O,S,1,3,1,0,41.8,D,1330,10787.42
230,236,E0304,48,M,Y,O,O,S,0,2,2,2,22.31,W,810,2759.163
21,69,9103,31,F,Y,P,F,S,2,6,1,0,25.17,9,-1,2044.52
2417,69,9103,33,M,Y,P,P,S,2,4,4,0,27.39,9,-1,33143.59
2210,278,9108,19,M,Y,O,O,S,3,3,5,1,46.6,P,1000,26329.43
42,69,9103,31,F,Y,P,F,P,1,6,2,0,17.14,W,1900,1572.915
2399,69,9103,19,M,N,O,O,S,1,5,4,0,13.04,J,620,24851.3
72,69,9103,20,F,9,O,O,S,1,4,4,0,123.36,9,-1,1595.176
3716,371,9261,22,M,Y,O,O,S,2,6,3,0,11.51,D,800,24451.33
47,69,9103,19,F,Y,O,O,S,0,7,2,0,21.26,W,910,1063.099
3506,371,9261,19,F,Y,S,P,S,4,6,4,1,29.53,9,-1,9196.673
487,69,9103,23,M,Y,O,O,S,1,5,4,1,46.05,9,-1,18849.22
317,69,9103,23,F,Y,O,O,S,0,2,2,0,10.87,B,1900,9524.38
450,69,9103,20,M,Y,O,O,S,1,3,3,0,18.11,P,900,13409.07
158,69,9103,40,F,Y,S,P,P,0,3,1,0,16.64,9,-1,8900.282
64,69,9103,23,F,Y,O,O,S,1,2,2,0,54.47,W,940,2764.601
50,69,9103,21,M,Y,G,P,S,1,6,4,1,35.53,C,900,1587.002
3436,371,9261,40,M,Y,S,F,P,2,7,2,2,17.11,9,-1,22554.38
3616,69,9103,22,F,Y,O,O,S,2,5,4,1,22.89,G,710,37689.12
452,69,9103,19,F,Y,O,O,S,1,2,3,1,11.69,W,900,12263.75
2108,69,9103,26,F,N,O,O,S,2,7,4,0,7.73,J,730,23328.01
398,69,9103,22,F,N,O,O,S,1,7,4,0,20.2,B,800,16550.89
37,69,9103,31,M,Y,P,F,P,2,6,2,0,15.44,9,-1,2422.427
65,69,9103,21,M,Y,O,O,S,2,7,2,0,22.11,D,925,2628.072
46,69,9103,22,F,Y,P,F,S,1,2,1,0,36.75,9,-1,1297.744
351,25,9244,19,M,Y,S,P,S,3,6,4,0,18.66,U,1300,18569.48
5109,5198,9011,19,M,Y,S,P,S,3,6,4,0,48.15,D,830,9160.751
21,69,9103,21,M,Y,P,P,S,0,1,2,0,28.56,W,955,2044.52
595,69,9103,18,F,Y,S,P,S,2,6,4,0,14.3,B,730,20217.78
72,69,9103,46,F,Y,P,P,P,1,5,2,0,11.12,9,-1,1595.176
62,69,9103,28,M,N,P,F,S,0,5,2,0,14.9,9,-1,3402.733
18,69,9103,30,M,Y,P,F,S,2,5,2,0,16.28,9,-1,3427.376
3199,371,9261,27,M,Y,O,O,S,3,4,3,0,18.13,D,930,31778.26
110,69,9103,25,M,Y,P,P,S,1,4,2,0,39.65,B,800,5461.931
2357,69,9103,25,F,Y,O,O,S,1,2,3,0,15.1,B,600,19349.01
2618,69,9103,52,F,Y,P,F,P,2,6,2,0,5.91,9,-1,44545.45
1093,371,9261,19,M,Y,O,O,S,2,5,3,1,60.6,9,-1,51280.21
104,69,9103,22,M,Y,O,O,S,1,4,2,0,17.55,C,945,3631.853
413,69,9103,27,M,Y,P,F,P,3,6,3,0,18.04,9,-1,14209.78
65,69,9103,25,F,N,S,F,P,1,4,5,0,34.99,P,1730,2628.072
3637,371,369,22,M,Y,O,O,S,2,4,2,0,10.69,D,700,25218.46
2608,69,9103,37,F,Y,P,F,S,2,5,2,2,44.12,9,-1,47316.73
401,69,9103,18,F,N,S,P,S,2,5,5,0,9.87,B,945,17521.29
1076,69,9103,24,F,Y,P,P,P,3,6,4,0,28.44,9,-1,35597.61
46,69,9103,26,F,Y,O,O,S,0,2,2,0,17.57,W,1600,1297.744
3615,371,9261,21,F,Y,G,P,P,5,5,5,0,34.05,D,700,25659.04
337,69,9103,21,M,Y,O,O,S,2,4,5,1,58.94,B,730,16120.24
3484,371,384,20,F,Y,M,P,S,2,4,4,1,38.9,9,-1,18215.88
195,69,9103,67,F,Y,O,O,P,0,3,1,0,10.84,9,-1,10068.63
535,69,9103,23,M,Y,O,O,S,2,3,6,0,36.55,9,-1,12931
306,69,9103,71,F,Y,O,O,P,1,3,1,0,15.09,9,-1,11348.62
3640,69,9103,18,M,N,O,O,S,3,5,5,0,33.83,J,905,27428.65
106,371,9261,17,M,N,S,P,S,1,4,2,1,6.82,B,730,16756.53
3326,3368,5485,18,M,N,O,O,S,2,6,3,0,91.77,P,950,873.665
613,371,384,21,M,Y,S,P,S,2,2,3,2,50.18,D,700,34028.99
37,37,9998,30,F,Y,P,F,P,1,4,2,0,15.44,9,-1,0
591,69,9103,20,M,Y,G,P,S,1,3,3,0,23.18,B,845,23617.33
3434,371,9261,22,M,Y,O,O,S,1,4,4,1,43.03,B,700,23148.84
371,371,9261,21,F,Y,P,P,S,0,1,2,0,20.38,W,855,0
3690,371,9261,19,M,Y,O,O,S,1,3,3,0,40.31,9,-1,17665.75
46,69,9103,26,F,Y,P,F,P,0,1,2,0,17.57,9,-1,1297.744
71,69,9103,24,F,Y,O,O,S,0,2,1,0,27.4,C,1330,1132.351
531,69,9103,24,F,Y,P,F,P,0,2,3,0,25.11,9,-1,14738.47
50,69,9103,25,F,Y,O,O,S,0,1,2,0,18.61,9,-1,1587.002
26,69,9103,23,F,Y,S,P,S,1,6,3,0,10.44,B,1730,3800.471
42,69,9103,19,F,Y,O,O,S,0,7,2,0,20.38,9,-1,1572.915
2211,69,9103,20,F,Y,S,P,S,3,6,4,0,28.84,9,-1,24840.84
263,69,9103,33,M,N,O,O,S,1,5,2,0,4.42,C,930,6784.424
169,69,9103,29,F,Y,P,F,P,0,3,1,0,3.79,9,-1,3410.249
2203,69,9103,22,M,Y,O,O,S,4,7,6,0,33.16,B,1530,21716.64
