HomeZone,SchoolZone,SchoolCode,Age,Sex,License,Occupation,EmploymentStatus,StudentStatus,Vehicles,IncomeClass,Adults,Children,ExpansionFactor,ModeTakenToSchool,TripToSchoolTime,Distance
1030,1179,9231,19,M,Y,S,P,S,5,6,6,0,26.79,D,1000,25253.81
1202,1179,9231,21,M,Y,O,O,S,3,6,5,0,35.58,B,1000,6715.766
1075,1179,9231,19,F,Y,S,P,S,2,4,3,1,43.02,D,1030,18673.35
1221,1179,9231,18,M,Y,S,P,S,1,2,2,0,21.59,B,1030,8810.976
1035,1179,C507,22,F,Y,O,O,S,6,2,2,1,25.7,D,800,27150.98
572,290,S397,22,F,N,S,P,S,1,7,2,0,24.58,B,540,40443.62
1180,1179,9231,50,M,Y,M,F,P,2,2,2,0,14.04,9,-1,1216.822
4045,4045,9998,26,F,Y,O,O,P,2,4,3,0,8.52,9,-1,0
1121,1179,C507,46,F,Y,G,F,P,2,3,2,1,12.87,D,1700,9169.067
3354,290,S397,19,F,N,S,P,S,2,3,4,1,19.52,B,730,28152.95
1106,1179,C507,21,M,Y,S,P,S,2,6,3,1,60.19,P,1050,7349.117
1084,1179,9231,19,M,Y,O,O,S,2,3,5,2,19,B,1000,17774.96
217,290,S397,18,F,Y,O,O,S,3,6,3,1,56.75,D,1030,21320.26
1061,1179,9231,18,F,Y,O,O,S,2,2,4,0,22.72,B,745,15853.5
1134,1179,9231,25,F,Y,P,F,P,3,3,3,0,66.8,9,-1,7813.79
2043,1179,9231,18,M,Y,O,O,S,2,6,2,0,28.53,9,-1,62300.29
431,290,S397,24,F,N,O,O,S,2,3,3,0,36.16,B,1000,27090.17
3842,3631,9101,23,M,Y,O,O,P,0,1,1,0,50.47,9,-1,5730.005
99,187,9242,26,F,Y,S,F,P,1,5,3,0,89.93,9,-1,5172.799
1258,1154,E0225,29,M,Y,O,O,S,2,3,2,0,39.95,D,500,21533.94
46,3631,9101,27,M,Y,P,P,S,1,4,2,0,17.57,9,-1,29108.6
169,187,9242,23,F,N,P,P,P,1,2,2,0,26.88,9,-1,1408.724
3686,3631,9101,22,M,Y,S,P,S,2,4,4,0,15.08,9,-1,6640.64
3867,3631,9101,20,F,Y,O,O,S,1,3,3,1,25.41,9,-1,6880.664
4160,3631,9101,18,M,Y,S,P,S,2,3,3,1,21.52,P,630,23802.64
454,454,9998,59,F,Y,P,F,S,1,7,2,0,18.42,9,-1,0
3615,3631,9101,20,F,Y,O,O,S,2,7,3,2,91.62,B,1100,10817.3
472,3631,9101,22,M,Y,O,O,S,2,2,4,0,20.89,B,700,45163.35
537,187,9242,32,M,Y,S,P,S,0,1,2,1,32.12,B,1100,12266.85
342,187,9242,21,M,Y,S,P,S,1,2,2,0,23.93,9,-1,10339.18
3682,187,9242,19,F,Y,G,J,P,3,6,4,0,15.47,9,-1,16865.84
4183,3631,9101,25,F,Y,S,P,S,2,3,3,0,18.65,B,1050,12235.41
232,3631,9101,18,M,Y,O,O,S,2,6,4,1,15.99,D,1100,41535.43
502,187,9242,28,F,Y,O,O,S,1,2,2,0,17.52,B,700,16158.2
3648,3631,9101,20,F,Y,O,O,S,2,7,3,0,23.81,D,1320,9587.474
3631,3631,9101,21,F,Y,G,P,S,2,7,3,0,22.53,9,-1,0
411,187,9242,19,M,Y,S,P,S,2,2,4,1,13.21,B,905,13469.36
164,187,9242,30,F,Y,S,F,P,0,3,1,0,104.31,9,-1,4125.424
3675,3631,9101,33,F,N,O,O,S,1,7,2,2,44.05,B,1100,11494.06
3663,3631,9101,23,F,Y,O,O,S,2,2,3,1,25.19,B,900,1681.538
5241,3631,9101,23,F,Y,O,O,S,3,7,5,0,29.21,J,720,45030.86
5166,5142,9273,18,F,N,P,P,S,2,5,3,0,41.34,9,-1,7920.921
3685,4029,9301,20,M,Y,S,P,P,2,7,4,0,27.35,9,-1,15147.87
490,509,1706,43,F,Y,O,O,S,1,2,2,0,19.35,P,820,4264.676
3616,4029,9301,20,M,Y,S,P,S,2,4,3,0,23.02,9,-1,16685.42
3809,3857,E0272,19,F,Y,S,P,S,3,6,4,0,26.82,P,815,16845.91
4186,4029,9301,19,F,N,S,P,S,1,4,5,0,46.9,P,745,7743.58
5054,5142,9273,21,M,N,O,O,S,6,6,4,0,63.78,B,630,12927.98
497,493,9206,20,M,N,S,P,S,1,4,4,2,26.04,9,-1,2115.925
600,493,9206,19,M,Y,S,P,S,1,2,3,0,6.02,B,1430,7786.918
3690,4029,9301,17,M,Y,O,O,S,2,3,3,1,24.06,9,-1,20661.9
491,493,9206,33,M,N,O,O,P,0,4,1,0,29.42,9,-1,1885.449
120,120,9998,20,M,Y,O,O,P,1,2,2,0,40.41,9,-1,0
570,493,9206,20,M,Y,O,O,S,2,3,4,0,25.78,B,800,9065.12
5075,5142,9273,64,M,Y,M,F,P,2,6,2,0,24.83,9,-1,3323.198
4031,4029,9301,29,F,N,9,F,P,1,7,2,0,23.48,9,-1,2847.437
3651,5142,9273,18,F,N,O,O,S,2,5,3,0,16.22,9,-1,44779.83
4108,4029,9301,21,M,Y,M,P,S,2,2,3,2,17.33,B,1830,17875.15
285,287,S082,45,M,Y,P,F,P,1,6,2,0,20.97,9,-1,2319.719
5203,5142,9273,27,M,Y,O,O,S,2,7,3,0,22.4,B,700,5146.104
4186,4029,9301,18,M,N,O,O,S,1,7,2,1,15.61,B,710,7743.58
4039,4029,9301,24,M,Y,P,P,S,2,4,4,0,16,9,-1,5884.115
621,493,9206,20,M,Y,O,O,S,1,7,2,0,5.37,B,730,4364.144
4037,4029,9301,52,F,Y,P,F,P,2,7,2,0,12.5,9,-1,4217.637
5163,5142,9273,45,M,Y,P,F,S,0,1,1,0,27.02,9,-1,1934.384
4042,4029,9301,19,F,Y,S,P,P,3,7,4,0,40.89,D,800,8051.2
2222,2222,9998,47,F,Y,S,F,P,2,3,2,2,14.22,9,-1,0
514,493,9206,19,M,N,O,O,S,1,4,3,0,7.14,P,800,3669.05
5056,5142,9273,18,M,Y,S,P,P,3,6,3,1,35.84,9,-1,4383.748
164,36,2437,24,F,N,S,P,P,3,7,4,0,38.43,9,-1,8464.76
3194,36,A200,21,F,Y,S,P,S,3,7,5,0,24.18,9,-1,43046.46
3644,4029,9301,22,M,N,S,P,P,2,4,2,1,48.67,9,-1,7930.167
5116,5142,9273,20,M,N,O,O,S,1,3,3,0,41.23,B,1000,2362.241
5116,5142,9273,19,F,Y,S,P,S,1,3,3,0,41.23,B,800,2362.241
4017,4029,9301,21,M,Y,S,P,S,2,6,3,0,31.48,B,820,4101.816
579,493,9206,20,F,N,O,O,S,1,2,4,0,11.95,9,-1,2029.377
1117,1179,9231,21,F,Y,S,P,S,3,6,4,0,16,9,-1,6003.203
483,290,S397,22,F,Y,O,O,S,1,4,4,0,29.38,B,630,29800.01
3432,1179,9231,21,F,Y,O,O,S,4,6,5,0,21.75,9,-1,87867.2
562,1179,9231,19,F,N,O,O,S,1,3,3,1,20.88,9,-1,34524.01
1202,1179,9231,27,F,Y,G,P,P,2,6,2,0,21.06,9,-1,6715.766
2235,1179,C507,22,F,Y,S,P,S,2,7,3,1,39.56,B,920,51463.88
2625,1179,9231,18,F,Y,O,O,S,4,7,4,0,33.82,D,730,58643.78
304,290,S397,24,M,N,S,P,S,0,2,3,0,53.72,B,800,6384.264
588,599,C403,25,M,Y,P,P,S,1,4,3,0,21.21,9,-1,3929.963
1254,1179,C507,42,F,Y,O,O,P,3,6,2,2,16.2,9,-1,18678.56
1121,1179,9231,19,M,Y,O,O,S,3,6,3,1,19.05,9,-1,9169.067
300,290,1149,17,F,Y,O,O,S,3,3,3,2,24.05,9,-1,3546.445
233,599,C403,25,F,Y,S,P,P,2,2,2,0,15.99,P,1605,9188.517
215,65,E0372,42,M,Y,P,F,P,1,6,1,2,19.31,9,-1,10292.58
294,290,S397,22,M,N,O,O,S,1,4,4,0,28.98,W,900,1430.85
1136,1179,9231,36,M,Y,P,F,P,1,5,2,0,27.78,9,-1,6365.921
1188,1179,9231,20,M,Y,S,P,S,3,4,3,0,14.79,D,1355,3592.2
301,290,S397,59,F,Y,G,J,P,1,3,1,0,14.52,9,-1,4134.437
3431,290,S397,20,M,Y,O,O,S,3,5,4,0,9.59,D,910,33278.37
4186,290,S397,40,F,Y,O,O,S,1,7,2,3,20.14,9,-1,29163.37
131,290,S397,20,M,N,O,O,S,2,4,4,0,85.18,B,700,12557.18
2449,1179,9231,22,M,N,O,O,S,2,4,6,0,72.75,J,600,32769.63
3335,3367,C298,37,F,Y,O,O,S,1,2,2,2,20.97,D,730,13163.22
3466,290,S397,21,F,N,O,O,S,2,4,3,0,16.89,P,1330,31311.07
3602,290,S397,20,F,N,S,P,S,2,4,3,1,34.62,9,-1,21687.75
5201,5142,9273,32,M,N,O,O,P,0,2,2,0,8.35,9,-1,3537.516
3870,4029,9301,20,M,Y,S,P,S,1,2,3,1,42.99,B,1000,8726.441
250,210,C242,24,F,Y,S,P,S,2,3,3,0,25.47,9,-1,9538.787
5210,5142,9273,30,M,N,S,P,P,0,1,1,0,63.67,W,900,7125.051
491,493,9206,22,M,Y,O,O,S,2,2,3,0,21.49,D,2330,1885.449
5179,5142,9273,24,F,N,S,P,S,1,7,2,0,47.08,9,-1,2533.961
5150,5142,9273,23,F,Y,S,P,S,0,2,3,0,39.47,9,-1,4932.838
3494,4029,9301,24,M,Y,O,O,S,2,4,3,0,13.82,9,-1,27495.93
2859,5142,9273,19,M,Y,O,O,S,1,5,4,0,13.03,9,-1,133200
1037,493,9206,20,M,Y,O,O,S,2,4,3,0,19.44,D,1000,13092.89
2427,2225,E0251,21,F,Y,O,O,P,2,4,5,0,44.23,U,730,25864.88
512,493,9206,20,M,Y,O,O,S,2,2,3,0,13.44,W,1000,2992
620,493,9206,57,M,Y,M,F,P,1,4,2,0,29.6,9,-1,3644.405
567,493,9206,32,F,Y,G,F,P,3,6,4,0,22.85,9,-1,5704.611
4055,5142,9273,40,F,Y,O,O,P,2,5,3,2,68.73,9,-1,14617.88
3465,5142,9273,18,F,Y,S,P,S,2,7,3,3,13.84,D,610,68429.51
5093,5142,9273,22,F,Y,O,O,S,2,5,3,1,8.38,D,730,13033.95
559,493,9206,42,F,Y,O,O,S,1,2,4,1,91.48,D,1800,6537.005
163,493,9206,21,M,Y,S,P,S,2,4,3,0,31.41,D,1600,23680.38
1038,493,9206,23,F,Y,9,P,S,2,6,4,0,24.15,D,930,12944.04
509,493,9206,19,M,N,O,O,S,1,3,5,0,4.66,B,800,7216.164
4023,5142,9273,21,F,Y,S,P,S,3,6,4,0,37.87,D,830,39185.14
4074,4029,749,22,F,Y,O,O,S,4,6,5,1,94.87,9,-1,14795.58
3638,4029,9301,19,M,Y,O,O,S,3,5,4,0,21.33,9,-1,16867.19
2755,5142,9273,25,M,Y,9,P,S,3,7,3,0,31.28,D,600,118152
1188,1179,C507,19,M,Y,O,O,S,1,1,2,0,10.4,P,910,3592.2
1153,1179,9231,18,F,Y,S,P,S,2,5,3,0,9.59,B,1200,14255.04
109,290,S397,37,F,N,G,J,P,0,3,2,0,16.06,9,-1,9052.527
1123,1179,9231,23,F,N,O,O,S,1,3,2,0,27.3,B,800,7708.921
1180,1179,9231,20,M,9,O,O,S,1,7,5,0,78.45,W,1000,1216.822
363,290,S397,21,M,Y,S,P,S,1,7,6,0,51.7,9,-1,14457.39
2440,1179,9231,21,M,Y,S,P,S,2,3,6,0,43.14,9,-1,33422.64
1262,1179,C507,18,M,N,O,O,S,3,5,3,0,16.04,P,1530,19469.34
55,290,S397,23,M,Y,S,J,P,1,6,4,0,31.07,D,1115,13485.12
520,599,C403,19,F,N,O,O,S,1,1,6,0,48.73,B,800,11135.62
261,242,9516,36,M,Y,O,O,P,1,7,2,4,53.27,9,-1,7607
66,290,S397,30,M,Y,O,O,S,1,7,2,0,18.29,D,800,12712.9
3878,290,S397,39,F,N,O,O,S,0,4,2,0,21.28,B,920,8724.67
1061,599,C403,30,M,Y,O,O,S,1,3,3,0,10.81,D,730,24558.44
131,290,S397,32,M,Y,O,O,S,1,1,1,0,106.47,D,1710,12557.18
4045,4045,9998,41,F,Y,P,F,P,2,6,2,2,22.55,9,-1,0
524,1179,9231,21,F,Y,S,P,S,2,5,3,0,21.02,D,1100,41780.55
2257,1179,9231,19,M,Y,O,O,S,3,7,5,0,23.12,9,-1,46086.32
325,290,S397,23,F,Y,S,P,S,1,7,3,0,13.74,D,1200,9388.773
1324,1179,9231,22,M,Y,S,P,P,3,4,4,0,21.21,D,630,64024.16
1324,1179,9231,18,M,Y,S,P,S,3,4,4,0,21.21,P,630,64024.16
264,216,E0040,18,M,9,O,O,S,1,7,2,1,11.19,9,-1,6697.76
3606,290,S397,19,F,Y,M,P,S,3,6,4,0,60.83,D,930,17562.5
2873,1179,9231,21,F,Y,O,O,P,5,4,3,0,15.34,9,-1,72611.13
3648,290,S397,17,F,Y,S,P,S,2,2,1,1,14.59,D,1000,7917.035
557,1179,9231,18,M,Y,O,O,S,2,2,4,1,18.62,J,800,35750.23
1068,1179,9231,21,M,Y,S,P,S,4,6,4,0,33.79,D,900,17452.96
1032,1179,9231,19,F,Y,S,P,S,2,4,3,1,30.55,B,725,21712.95
2258,290,S397,22,F,Y,O,O,S,3,7,4,0,56.21,B,800,41583.13
1125,1179,C507,19,F,Y,S,P,S,3,3,4,2,43.99,9,-1,5098.755
345,290,S397,33,M,Y,P,F,P,4,7,4,0,16.41,9,-1,9840.88
2427,1179,9231,19,F,Y,O,O,S,3,5,4,0,15.87,B,700,35227.77
241,242,9516,37,F,Y,O,O,S,1,2,2,2,65.28,9,-1,573.877
1186,1179,C507,33,M,Y,O,O,S,2,3,2,0,39.72,B,830,2294.776
1189,1179,C507,19,F,N,O,O,S,2,2,3,2,69.57,9,-1,5177.034
1110,1179,C507,19,F,Y,S,P,S,5,7,5,0,40.2,D,1000,6550.898
120,52,870,31,F,N,O,O,S,1,5,4,0,8.94,B,1400,8322.172
315,52,870,22,M,Y,S,P,S,2,6,3,1,25.66,B,800,11442.99
555,566,9102,18,M,N,O,O,S,2,6,4,0,19.22,P,800,4706.008
210,566,9102,38,F,N,O,O,P,0,2,2,0,16.6,9,-1,19722.46
2238,566,9102,18,M,Y,S,P,S,2,6,4,0,30.46,P,900,30581.04
5199,5144,S438,50,F,N,P,F,P,1,4,2,3,52.31,9,-1,3908.139
1061,566,9102,17,M,Y,S,P,S,1,5,1,2,27.95,P,755,15722.58
594,566,9102,24,M,Y,S,F,P,1,2,3,0,23.57,9,-1,10866.86
617,566,691,19,F,Y,O,O,S,2,2,3,1,73.41,B,750,7367.426
2133,566,9102,20,F,Y,O,O,S,2,7,3,1,12.5,B,1200,29457
2226,52,870,20,F,Y,S,P,S,2,2,3,1,17.78,B,930,35927.82
531,566,9102,22,M,Y,S,P,S,1,7,4,2,18.92,9,-1,9248.096
4029,4029,9301,19,F,Y,O,O,S,0,7,5,0,69.07,W,735,0
4032,4029,9301,21,M,N,O,O,S,2,1,3,0,54.36,W,800,1679.295
4119,4029,9301,18,M,Y,O,O,S,2,7,3,1,16.07,9,-1,18607
2122,2131,C328,17,M,N,O,O,S,2,3,3,6,23.02,P,700,5529.504
4120,4029,9301,20,F,Y,O,O,S,3,7,4,1,28.99,D,900,17296.76
522,493,9206,19,F,Y,S,P,S,1,5,4,0,14.58,B,730,6218.304
73,493,9206,32,F,N,S,P,S,0,7,2,0,27.87,B,705,22540.78
3813,5142,9273,18,M,Y,G,P,S,1,4,3,1,46.11,B,1000,42238.25
4064,4029,9301,18,M,N,P,P,S,2,7,3,0,13.67,P,1100,18147.45
5123,5142,9273,52,F,Y,O,O,S,1,2,1,0,41.72,D,1300,12282.27
532,493,9206,23,F,Y,O,O,S,1,4,3,0,14.33,9,-1,6846.019
1033,493,9206,45,F,Y,O,O,S,1,2,1,1,16.09,D,800,17000.13
4029,4029,9301,24,M,Y,S,P,S,1,3,2,0,50.36,W,845,0
4166,4068,E0287,46,F,Y,P,F,P,2,6,2,3,50.24,9,-1,42357.51
2717,493,9206,19,M,Y,M,F,P,3,6,4,1,43.41,9,-1,31314
4033,5142,9273,18,M,Y,O,O,S,3,6,3,2,47.14,D,745,37209.08
411,493,9206,28,M,Y,O,O,S,2,5,4,0,15.25,D,1330,24849.65
3640,4029,9301,19,F,Y,P,P,S,2,5,3,0,58.41,D,1100,10016.19
5164,5142,9273,27,M,Y,P,H,P,1,4,2,0,23.37,9,-1,3173.883
285,287,S082,35,F,Y,P,F,P,1,6,2,0,20.97,9,-1,2319.719
5059,5142,9273,20,M,Y,O,O,S,3,7,3,0,81.16,D,1500,10910.05
3615,4029,9301,24,F,Y,O,O,S,5,5,5,0,34.05,9,-1,14886.65
3324,5142,9273,23,M,Y,O,O,S,3,5,5,0,101.66,D,805,56399.39
4037,4029,9301,24,M,N,O,O,S,6,6,5,0,95.71,C,1130,4217.637
3718,4029,9301,18,F,Y,O,O,S,1,2,3,0,11.8,P,820,18415.23
248,46,184,23,F,N,O,O,S,1,4,4,0,15.43,B,745,9534.419
498,493,9206,20,M,N,O,O,S,2,6,5,0,24.04,9,-1,3380.536
3467,4029,9301,18,F,N,S,P,S,2,2,4,0,47.99,9,-1,35210.75
428,428,9998,21,M,N,O,O,P,1,1,3,0,33.63,9,-1,0
594,4029,9301,31,M,Y,M,J,S,3,7,5,0,34.96,D,630,54257.73
5081,5142,9273,19,M,N,O,O,S,1,7,4,0,47.66,B,700,14440.26
5086,5142,9273,20,M,Y,S,P,S,2,7,3,2,31.31,B,615,13566.69
4080,4029,9301,20,M,Y,P,F,S,2,6,3,1,26.24,9,-1,15588.74
126,287,S082,66,F,N,S,P,P,0,2,3,0,14.5,9,-1,7363.187
619,493,9206,20,F,N,O,O,S,2,7,4,0,30.65,P,1000,4117.818
3620,4029,9301,18,F,Y,O,O,S,2,7,5,0,47.34,B,1000,23719.3
2222,599,C403,29,F,N,S,P,P,2,7,5,0,40.12,B,1100,26396.63
5238,5238,9998,34,M,Y,P,H,P,1,6,2,1,38.25,9,-1,0
1287,1179,9231,28,M,Y,M,F,P,3,5,2,2,21.11,9,-1,28445
1125,1179,9231,21,F,Y,O,O,S,2,6,3,0,22.2,9,-1,5098.755
3811,290,S397,57,M,Y,S,F,P,3,4,5,0,37.31,9,-1,22762.85
242,409,9278,20,M,N,O,O,S,2,3,4,2,72.83,B,900,14428.62
1097,1179,C507,23,M,Y,O,O,S,4,4,5,0,29.06,D,730,19812.11
1032,1179,9231,24,M,N,O,O,P,2,5,3,0,10.7,9,-1,21712.95
1200,1179,C507,20,F,N,S,P,S,2,6,3,0,31.39,P,705,5488.453
3324,290,S397,25,M,Y,S,P,P,3,7,3,1,26.27,D,1800,24728.08
1189,1179,9231,28,M,Y,P,F,S,3,7,3,0,22.18,D,1000,5177.034
1093,1179,C507,24,F,Y,S,P,S,1,5,4,1,30.15,9,-1,22652.45
571,1179,9231,22,M,Y,G,P,S,3,6,4,0,46.1,D,710,31451.79
3469,25,9244,17,F,N,O,O,S,1,4,5,2,12.2,G,645,36915.12
364,38,9031,19,F,Y,S,P,S,2,4,4,1,24.12,B,700,18308.05
3628,38,9031,18,F,Y,O,O,S,1,7,4,0,6.86,B,610,26501.38
2104,38,9031,21,F,N,S,P,S,2,5,3,1,33.8,B,1500,29913.51
2457,25,9243,17,M,Y,S,P,S,3,5,5,1,5.53,G,600,35588.9
105,52,870,26,M,N,O,O,S,1,2,4,0,129.16,B,830,6318.127
124,52,S623,45,F,Y,P,F,P,1,6,2,3,21.25,9,-1,9112.834
596,566,9102,19,M,N,O,O,S,1,3,3,0,25.45,9,-1,10904.79
2410,52,870,31,F,Y,O,O,S,2,6,3,0,17.84,B,800,29111.64
495,566,9102,20,M,Y,O,O,S,2,5,3,1,13.36,B,900,3254.852
522,52,870,22,M,Y,S,P,S,1,5,4,0,14.58,9,-1,16789.11
119,52,S623,36,M,Y,O,O,S,0,4,2,0,23.51,B,1300,7413.879
2362,566,9102,22,M,Y,O,O,S,2,6,5,0,43.89,B,800,22678.38
592,566,9102,26,M,N,O,O,S,1,3,4,0,53.8,B,730,12276.3
454,566,9102,31,F,Y,O,O,S,1,2,2,2,3.69,9,-1,19738.4
547,566,9102,22,M,Y,S,P,S,2,4,3,1,55.38,D,1100,7994.908
467,52,870,17,M,Y,S,P,S,2,3,3,1,42.24,B,905,17306.45
241,52,870,31,F,Y,P,F,P,1,3,2,0,10.19,9,-1,11745.75
1125,1201,112,22,M,N,O,O,S,2,6,3,0,14.18,P,830,7539.221
497,566,9102,19,M,Y,O,O,S,0,2,4,0,65.62,B,830,4991.55
271,566,9102,21,M,Y,S,P,S,0,2,4,0,9.97,9,-1,20111.55
519,52,870,18,F,Y,S,P,S,1,4,3,1,73.96,9,-1,16224.44
3357,3357,9998,34,M,Y,O,O,P,1,1,2,2,35.82,9,-1,0
2072,566,9102,20,F,N,O,O,S,1,4,3,1,34.75,9,-1,37757.18
2422,566,9102,21,M,Y,P,F,P,1,2,4,0,21.18,9,-1,15259.26
606,566,9102,18,F,N,O,O,S,3,2,3,1,68.29,B,1740,8686.51
450,52,870,22,F,Y,G,F,P,2,4,2,0,37.94,B,1745,13864.58
553,505,1702,17,F,Y,S,P,S,1,7,3,1,26.81,P,800,8776.293
2451,566,9102,22,M,Y,O,O,S,2,3,6,0,62.1,D,830,11105.91
575,566,9102,19,F,N,G,P,S,1,4,3,0,53.79,9,-1,3461.222
4159,52,870,39,F,Y,P,F,P,2,4,2,1,17.54,9,-1,46769.88
478,566,9102,23,M,Y,O,O,S,1,2,3,1,39,D,1300,16556.66
3376,52,870,20,M,N,S,P,S,1,4,3,1,13.64,J,1100,39486.5
521,566,9102,19,M,N,O,O,S,1,3,4,2,15.68,B,1100,7582.325
498,505,9479,30,F,Y,O,O,P,3,3,7,2,23.46,9,-1,5794.927
608,566,9102,21,M,Y,P,P,S,4,3,4,0,20.12,D,1045,10014.26
2447,566,9102,21,F,Y,O,O,S,4,4,3,0,10.29,D,1100,12239.93
438,566,9102,19,F,N,P,P,S,1,7,4,1,33.9,B,1430,21971.9
472,566,9102,24,M,N,O,O,S,1,5,4,0,24.51,9,-1,17986.92
3809,566,9102,18,F,N,O,O,P,1,3,3,1,33.62,9,-1,55469.43
1075,566,9102,23,M,Y,O,O,S,2,4,3,0,14.59,9,-1,13184.1
2408,2408,9998,27,M,Y,S,F,P,3,6,3,0,21.48,9,-1,0
2408,52,870,21,M,N,O,O,S,2,3,4,0,32.52,B,725,27464.93
3365,3357,S085,66,F,N,O,O,P,2,5,4,2,53.74,B,745,8181.678
475,566,9102,24,F,Y,O,O,S,0,7,2,0,6.06,B,1205,16967.62
592,566,9102,23,M,N,S,P,P,1,4,3,0,15.14,P,845,12276.3
484,566,691,19,M,Y,O,O,S,1,7,2,0,21.74,P,1045,12973.33
199,566,9102,27,M,Y,O,O,P,2,6,3,0,15.41,P,915,21149.31
1047,52,870,18,F,Y,S,P,S,3,3,4,0,44.73,J,830,28290.52
566,566,9102,18,F,N,O,O,S,0,7,5,1,50.47,W,1255,0
566,566,9102,18,F,N,O,O,S,0,7,5,1,50.47,W,1050,0
383,566,9102,19,F,Y,P,P,S,1,4,3,0,30.91,9,-1,35770.61
322,52,870,21,M,Y,S,P,S,2,5,3,0,23.4,B,1100,14480.85
560,566,9102,20,F,Y,O,O,S,1,2,5,0,64.5,B,900,1760.967
374,566,9102,20,M,Y,O,O,S,3,3,3,2,24.02,D,1700,33780.65
276,566,9102,24,F,Y,S,P,S,1,2,4,0,18.84,B,700,18273.6
2449,566,9102,23,F,Y,S,F,P,2,2,4,1,40.57,9,-1,9562.073
195,566,9102,22,M,Y,O,O,P,3,5,3,1,20.75,9,-1,19503.9
606,505,1702,17,M,N,O,O,S,2,7,2,2,57.5,P,745,9824.059
5166,5144,S438,22,M,N,O,O,P,1,2,2,0,53.64,9,-1,8213.998
498,566,9102,22,F,Y,O,O,S,1,3,5,1,26.1,P,900,6256.161
4023,52,870,21,F,Y,S,P,S,1,2,2,0,40.71,9,-1,31300.94
216,52,870,42,F,Y,P,F,P,2,6,5,2,21.09,9,-1,6267.51
2455,566,9102,20,M,Y,O,O,S,3,5,5,1,24.64,P,1000,13835.08
620,52,870,18,M,Y,S,P,S,2,3,4,2,110.16,9,-1,25352.28
496,505,9208,25,M,Y,S,P,S,3,2,3,0,24.27,D,900,8245.814
5208,5142,9273,37,F,Y,O,O,S,2,5,2,3,49.63,B,915,4323.729
533,509,1706,50,F,Y,S,P,P,2,2,3,0,16.29,D,800,3254.955
4028,36,9534,31,F,Y,P,F,P,3,6,2,0,37.32,9,-1,35497.08
483,493,9206,39,M,N,O,O,S,0,1,2,0,17.33,B,930,10442.8
2455,493,9206,18,M,N,G,P,S,2,1,4,0,20.58,B,730,13652.5
4045,4029,9301,21,F,Y,S,P,S,3,5,3,1,53.99,D,1200,9263.003
2419,493,9464,24,M,Y,O,O,S,3,7,3,0,18.84,D,730,13780.45
5133,5142,9273,28,F,Y,G,P,S,3,5,4,0,31.59,9,-1,4194.589
3691,4029,9301,20,F,Y,S,P,S,2,4,3,2,52.16,9,-1,17797.11
4134,5142,9273,20,M,Y,O,O,S,5,4,5,0,31.24,D,1000,30137.29
5084,5142,9273,46,F,Y,O,O,S,2,1,2,2,18.68,B,700,2928.741
487,493,9206,38,F,Y,M,F,P,0,2,2,2,12.25,B,1700,4799.521
3674,36,9534,35,M,Y,G,F,P,1,3,2,1,38.65,9,-1,20622.33
552,493,9206,23,M,N,O,O,S,0,4,4,0,85.33,B,800,4981.178
65,210,C242,25,M,Y,G,F,P,2,5,3,0,23.25,9,-1,7473.985
2435,493,9206,25,M,Y,O,O,S,2,3,5,0,45.04,B,800,14552.09
552,493,9206,31,M,Y,O,O,S,1,2,3,0,38.47,B,830,4981.178
287,287,9998,29,M,Y,P,F,P,1,5,2,0,19.47,9,-1,0
342,3847,E0502,49,F,Y,O,O,S,0,3,3,0,24.51,B,805,16949.81
3809,4029,9301,20,M,Y,O,O,S,3,7,5,0,50.81,B,1530,13360.29
5155,5142,9273,60,F,Y,S,F,P,1,1,1,0,7.31,9,-1,3950.707
3369,4029,9301,22,M,Y,O,O,S,2,3,4,0,11.06,J,710,31222.96
5232,5142,9273,64,F,Y,G,J,P,2,2,2,0,15.27,9,-1,12725.68
2227,2225,E0251,24,M,Y,S,F,P,1,3,3,1,43.3,9,-1,1565.313
2702,2225,E0251,20,M,Y,O,O,S,2,7,3,0,40.99,D,900,10245.03
5051,5142,9273,24,F,Y,S,P,S,2,3,2,0,58.19,9,-1,5146.631
2257,2225,E0251,38,F,Y,O,O,P,1,4,2,1,16.26,D,840,10526.91
559,493,9206,32,M,Y,P,P,S,0,1,1,0,109.37,B,800,6537.005
365,493,9206,21,M,N,O,O,P,0,7,3,0,61.41,B,630,28005.86
2455,493,9206,23,F,Y,P,P,S,3,4,5,0,26.36,9,-1,13652.5
491,493,9206,22,F,9,O,O,S,1,3,2,0,51.78,P,845,1885.449
543,493,9206,22,F,Y,O,O,P,1,3,2,0,22.3,9,-1,9317.453
348,287,S082,69,M,Y,O,O,P,3,6,3,0,24.04,D,1800,10367.76
4036,4029,9301,18,M,Y,O,O,S,1,5,3,0,37.34,O,1100,2250.988
624,493,9206,21,F,N,O,O,S,2,4,4,1,43.68,B,800,5645.316
4110,4029,9301,20,M,Y,S,P,S,2,5,3,2,21.22,D,1200,15620.98
560,493,9206,58,M,Y,O,O,S,1,1,2,1,29.36,D,930,5884.127
5065,5142,9273,74,M,Y,O,O,P,2,7,2,0,23.52,9,-1,11330.41
375,5142,9273,32,M,Y,O,O,S,3,3,5,0,18.16,9,-1,68574.21
2710,493,9206,31,F,Y,G,P,P,3,3,2,3,30.44,9,-1,22489.4
