HHKey_,PsKey_,psage,psuniversityinvolvednumyears,personstatusgrad,personstatustime,hhlivingsituation,First-year,psmainmodefalltypicalaggr,HomeToMainCampusKM,Segment,hhsize,hhnumyoungerthan18,hhnumolderorequalto18,hhcarnumber,psdrivinglicenseownerflag,hhincomelevelshortname
21985,206383,18,0,UG,FT,Live with roommates,TRUE,Walk,0.25,2,2,0,2,1,1,unknown
21986,206537,37,0,UG,FT,Live with partner,TRUE,Local Transit,11,2,5,2,3,1,1,household_income_level__0_29999
21987,206703,47,5,UG,PT,Live alone,FALSE,Local Transit,19.75,8,1,0,1,1,1,household_income_level__30000_59999
21988,207015,18,0,UG,FT,Live with family/parents,TRUE,Regional Transit,30.25,1,5,0,5,5,1,household_income_level__i_dont_know
21989,206710,21,2,UG,FT,Live alone,FALSE,Walk,1.25,6,1,0,1,0,1,household_income_level__i_dont_know
21990,206395,29,0,Grad,FT,Live alone,TRUE,Local Transit,12,10,7,2,5,2,0,unknown
21991,206583,24,0,Other,Other,Live with family/parents,TRUE,No Travel,16.75,0,5,0,5,1,1,household_income_level__120000_149999
21992,207064,19,1,UG,FT,Live with roommates,FALSE,Walk,0.75,6,3,0,3,0,1,unknown
21993,207044,20,2,UG,FT,Live with family/parents,FALSE,Local Transit,12.75,5,4,0,4,1,1,unknown
21994,206717,18,0,UG,FT,Live alone,TRUE,Walk,0.25,2,1,0,1,0,0,household_income_level__0_29999
21995,207208,19,1,UG,FT,Live with roommates,FALSE,Walk,0.25,6,2,0,2,0,0,unknown
21996,206403,20,2,UG,FT,,FALSE,Local Transit,21.25,6,4,1,3,1,1,unknown
