,HomeZone,SchoolZone,SchoolCode,Age,Sex,License,Occupation,EmploymentStatus,StudentStatus,Vehicles,IncomeClass,Adults,Children,ExpansionFactor,ModeTakenToSchool,TripToSchoolTime,Dist,PD,SchoolName
17683,1061,67,9021,18,F,Y,S,P,S,3,5,3,0,16.19,B,1430,38.52809,21,ONTARIO COLLEGE OF ART & DESIGN
17687,366,67,9021,22,F,Y,O,O,S,3,6,4,0,17.86,9,-1,18.64549,9,ONTARIO COLLEGE OF ART & DESIGN
17690,3603,67,9021,21,F,Y,O,O,S,1,7,3,0,47.12,B,930,30.30121,36,ONTARIO COLLEGE OF ART & DESIGN
17691,3719,67,9021,19,F,N,S,P,S,2,2,4,0,35.88,B,1300,35.64444,36,ONTARIO COLLEGE OF ART & DESIGN
17695,66,4069,E0328,32,F,Y,P,F,P,1,4,1,0,28.62,9,-1,47.30585,1,MCMASTER UNIVERSITY - DEGROOTE SCHOOL OF BUSINESS
17697,5114,4069,E0328,22,M,Y,O,O,S,3,6,3,1,45.31,P,800,24.23639,46,MCMASTER UNIVERSITY - DEGROOTE SCHOOL OF BUSINESS
17699,77,4069,E0328,33,M,Y,P,F,P,1,6,2,0,17.81,9,-1,46.71666000000001,1,MCMASTER UNIVERSITY - DEGROOTE SCHOOL OF BUSINESS
17700,5199,4069,E0328,32,M,Y,P,F,S,1,6,2,0,50.07,D,1840,18.11196,46,MCMASTER UNIVERSITY - DEGROOTE SCHOOL OF BUSINESS
17701,3378,67,9021,18,F,Y,S,P,S,1,4,2,1,7.94,G,1245,37.5515,35,ONTARIO COLLEGE OF ART & DESIGN
17706,2120,391,9092,24,M,Y,O,O,P,2,5,4,0,18.68,9,-1,4.116510999999999,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
17708,2219,391,E0471,25,F,Y,O,O,P,2,7,3,1,24.61,D,1845,19.13039,29,OSGOODE HALL LAW SCHOOL - YORK UNIVERSITY MAIN CAMPUS
17709,483,391,9092,19,M,Y,S,P,P,2,3,4,1,48.11,9,-1,14.90143,12,YORK UNIVERSITY - YORK (KEELE & STEELES)
17710,412,391,9092,37,F,Y,P,P,S,1,2,1,0,5.44,9,-1,3.219461,10,YORK UNIVERSITY - YORK (KEELE & STEELES)
17711,398,391,9092,29,F,Y,P,J,S,1,3,1,0,10.35,9,-1,1.7730339999999998,10,YORK UNIVERSITY - YORK (KEELE & STEELES)
17712,38,391,9092,31,F,Y,O,O,S,0,4,2,0,13.13,9,-1,18.29141,1,YORK UNIVERSITY - YORK (KEELE & STEELES)
17713,2054,391,9092,31,F,Y,O,O,S,3,5,6,1,22.73,9,-1,11.53097,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
17714,2099,391,9092,19,M,Y,S,P,S,4,6,7,0,24.34,D,730,8.084522,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
17715,3689,391,9092,22,F,Y,S,P,S,2,3,5,1,34.24,9,-1,27.93177,36,YORK UNIVERSITY - YORK (KEELE & STEELES)
17716,365,391,E0471,18,M,N,O,O,S,0,7,3,0,36.14,B,1030,10.524289999999999,9,OSGOODE HALL LAW SCHOOL - YORK UNIVERSITY MAIN CAMPUS
17717,2248,391,9092,18,M,Y,O,O,S,2,7,5,1,21.3,B,830,11.94761,29,YORK UNIVERSITY - YORK (KEELE & STEELES)
17718,200,391,9092,34,F,N,O,O,S,0,1,1,1,29.13,9,-1,13.05972,4,YORK UNIVERSITY - YORK (KEELE & STEELES)
17720,2072,391,9092,33,M,Y,P,F,S,2,5,3,1,26.59,9,-1,11.26212,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
17721,391,391,9092,24,F,N,P,P,S,0,3,2,0,20.28,9,-1,0.0,10,YORK UNIVERSITY - YORK (KEELE & STEELES)
17722,346,391,9092,23,M,9,S,P,S,2,7,4,0,19.42,B,900,15.5484,8,YORK UNIVERSITY - YORK (KEELE & STEELES)
17723,370,391,9092,23,F,Y,S,P,S,2,5,4,0,4.43,D,700,13.256089999999999,9,YORK UNIVERSITY - YORK (KEELE & STEELES)
17724,230,391,C405,19,M,Y,O,O,S,2,2,4,1,20.0,9,-1,13.78244,5,SENECA COLLEGE - YORK UNIVERSITY CAMPUS
17725,2080,391,9092,21,F,Y,G,P,S,2,3,3,1,37.76,D,1100,9.146525,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
17726,1074,391,9092,24,M,Y,O,O,S,0,2,2,0,12.28,9,-1,40.32257,21,YORK UNIVERSITY - YORK (KEELE & STEELES)
17727,1043,391,9092,49,M,Y,O,O,S,1,3,2,3,53.38,D,1200,37.83406,20,YORK UNIVERSITY - YORK (KEELE & STEELES)
17728,2061,391,9092,27,M,Y,S,F,P,3,7,3,0,16.67,9,-1,6.807588000000001,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
17729,3334,391,9092,23,F,Y,O,O,S,2,3,4,0,32.53,B,1100,21.888720000000006,35,YORK UNIVERSITY - YORK (KEELE & STEELES)
17730,2110,391,C405,19,M,Y,O,O,S,2,5,3,0,26.18,9,-1,8.369716,33,SENECA COLLEGE - YORK UNIVERSITY CAMPUS
17731,2014,391,9092,20,M,Y,O,O,S,5,6,5,0,33.6,D,830,17.87839,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
17732,3360,391,9092,19,F,N,S,P,S,1,3,4,1,8.31,9,-1,26.319059999999997,35,YORK UNIVERSITY - YORK (KEELE & STEELES)
17734,2054,391,9092,40,F,Y,M,F,P,1,4,1,2,7.77,9,-1,11.53097,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
17735,2248,391,9092,66,F,Y,O,O,P,1,7,1,0,22.12,B,1000,11.94761,29,YORK UNIVERSITY - YORK (KEELE & STEELES)
17736,435,391,9092,24,M,9,M,P,S,2,7,4,0,22.16,B,920,6.1779730000000015,11,YORK UNIVERSITY - YORK (KEELE & STEELES)
17737,427,391,9092,21,F,Y,O,O,S,0,4,3,0,67.22,B,800,5.723487,11,YORK UNIVERSITY - YORK (KEELE & STEELES)
17738,2561,391,9092,21,M,N,S,P,S,2,7,4,0,21.09,9,-1,28.08851,28,YORK UNIVERSITY - YORK (KEELE & STEELES)
17739,3481,391,E0471,18,F,Y,S,P,S,2,2,4,0,24.54,D,1200,29.81377,35,OSGOODE HALL LAW SCHOOL - YORK UNIVERSITY MAIN CAMPUS
17740,3607,391,9092,20,M,Y,O,O,S,2,5,5,1,40.92,B,700,29.249979999999997,36,YORK UNIVERSITY - YORK (KEELE & STEELES)
17744,313,67,9021,32,F,Y,P,F,P,1,4,1,0,19.48,9,-1,12.13582,8,ONTARIO COLLEGE OF ART & DESIGN
17745,65,67,9021,22,F,Y,O,O,S,0,1,3,0,22.8,W,745,1.034087,1,ONTARIO COLLEGE OF ART & DESIGN
17746,532,67,9021,21,F,N,O,O,S,1,2,3,1,11.33,9,-1,16.10802,13,ONTARIO COLLEGE OF ART & DESIGN
17747,150,67,9021,32,F,Y,P,F,P,3,6,2,0,10.48,9,-1,9.163972,3,ONTARIO COLLEGE OF ART & DESIGN
17748,574,67,9021,21,F,Y,O,O,S,3,7,4,0,12.52,B,1000,25.83485,15,ONTARIO COLLEGE OF ART & DESIGN
17749,281,67,9021,22,F,Y,O,O,P,1,6,3,0,16.9,B,1050,7.090872999999999,6,ONTARIO COLLEGE OF ART & DESIGN
17751,4001,4069,E0328,21,F,Y,O,O,S,4,6,4,0,24.0,D,730,6.188555,39,MCMASTER UNIVERSITY - DEGROOTE SCHOOL OF BUSINESS
17754,438,67,9021,45,F,Y,O,O,P,2,4,3,2,10.3,9,-1,15.39458,11,ONTARIO COLLEGE OF ART & DESIGN
17755,3683,4069,E0328,26,M,Y,O,O,S,3,7,4,0,31.59,D,1100,25.40115,36,MCMASTER UNIVERSITY - DEGROOTE SCHOOL OF BUSINESS
17757,3494,391,9092,22,F,9,O,O,S,2,7,3,0,20.15,P,630,25.87562,35,YORK UNIVERSITY - YORK (KEELE & STEELES)
17760,464,391,9092,20,F,N,O,O,S,1,2,4,0,43.99,9,-1,11.40939,11,YORK UNIVERSITY - YORK (KEELE & STEELES)
17762,175,391,9092,18,M,Y,O,O,S,0,2,3,0,67.47,B,800,11.69102,3,YORK UNIVERSITY - YORK (KEELE & STEELES)
17763,2053,391,9092,21,F,Y,S,P,S,1,2,6,1,14.98,B,840,13.12715,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
17764,2427,391,9092,25,M,Y,O,O,S,2,3,2,0,5.39,D,1000,20.69352,31,YORK UNIVERSITY - YORK (KEELE & STEELES)
17765,3325,391,9092,22,M,Y,O,O,S,1,4,3,1,5.13,B,830,25.41252,35,YORK UNIVERSITY - YORK (KEELE & STEELES)
17766,3629,391,9092,25,F,Y,O,O,S,2,4,3,0,9.99,D,1315,14.324029999999999,36,YORK UNIVERSITY - YORK (KEELE & STEELES)
17767,353,391,9092,20,M,Y,O,O,S,0,2,3,0,22.96,B,1200,12.71025,8,YORK UNIVERSITY - YORK (KEELE & STEELES)
17768,313,391,9092,39,F,Y,O,O,S,1,1,1,1,21.99,D,1325,17.49922,8,YORK UNIVERSITY - YORK (KEELE & STEELES)
17769,401,391,9092,21,F,Y,O,O,S,2,3,6,0,22.81,P,1010,4.081137,10,YORK UNIVERSITY - YORK (KEELE & STEELES)
17770,440,391,9092,19,M,Y,O,O,S,2,6,4,0,21.5,B,800,8.177156,11,YORK UNIVERSITY - YORK (KEELE & STEELES)
17771,523,391,9092,19,F,N,O,O,S,1,3,3,2,89.91,9,-1,25.21453,13,YORK UNIVERSITY - YORK (KEELE & STEELES)
17772,2057,391,9092,21,F,Y,S,P,S,3,5,4,2,25.17,9,-1,9.520301,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
17773,371,391,9092,20,M,Y,S,P,S,1,7,3,1,27.79,B,1030,11.694959999999998,9,YORK UNIVERSITY - YORK (KEELE & STEELES)
17774,401,391,9092,29,M,Y,O,O,P,1,3,3,0,63.43,D,800,4.081137,10,YORK UNIVERSITY - YORK (KEELE & STEELES)
17775,3511,391,9092,28,F,Y,G,F,P,3,3,4,0,13.6,9,-1,19.53068,35,YORK UNIVERSITY - YORK (KEELE & STEELES)
17776,3442,391,E0471,19,M,Y,O,O,S,3,6,6,0,14.48,9,-1,25.24544,35,OSGOODE HALL LAW SCHOOL - YORK UNIVERSITY MAIN CAMPUS
17777,2027,391,9092,25,M,N,S,P,P,2,7,5,0,32.97,B,1330,11.11566,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
17778,3630,391,9092,20,M,Y,S,P,S,2,6,5,0,15.15,B,815,14.39471,36,YORK UNIVERSITY - YORK (KEELE & STEELES)
17779,390,391,9092,22,M,N,O,O,S,1,1,2,0,20.64,9,-1,3.4857940000000003,10,YORK UNIVERSITY - YORK (KEELE & STEELES)
17780,3602,391,9092,25,M,Y,O,O,S,4,5,4,0,37.49,D,905,35.02963,36,YORK UNIVERSITY - YORK (KEELE & STEELES)
17781,298,391,9092,21,F,Y,S,P,S,2,4,3,1,19.85,9,-1,22.93394,7,YORK UNIVERSITY - YORK (KEELE & STEELES)
17782,1069,391,E0471,32,F,Y,P,F,P,2,4,2,3,82.67,9,-1,41.749990000000004,21,OSGOODE HALL LAW SCHOOL - YORK UNIVERSITY MAIN CAMPUS
17783,153,391,9092,29,F,Y,P,F,P,2,7,4,0,17.15,9,-1,8.375458,3,YORK UNIVERSITY - YORK (KEELE & STEELES)
17784,3810,391,9092,38,M,Y,O,O,P,3,2,2,2,16.69,9,-1,37.3834,36,YORK UNIVERSITY - YORK (KEELE & STEELES)
17785,3495,391,9092,21,M,N,O,O,S,3,5,4,0,5.32,B,1030,25.733629999999998,35,YORK UNIVERSITY - YORK (KEELE & STEELES)
17786,2072,391,9092,19,F,Y,S,P,P,2,4,3,0,44.54,9,-1,11.26212,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
17787,2229,391,9092,26,F,Y,O,O,S,4,6,3,0,17.52,D,640,25.078770000000002,29,YORK UNIVERSITY - YORK (KEELE & STEELES)
17788,2110,391,9092,21,F,Y,O,O,S,2,7,4,0,34.84,P,1030,8.369716,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
17789,2110,391,9092,22,F,Y,O,O,S,1,3,4,0,45.76,B,1600,8.369716,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
17790,2108,391,9092,18,M,Y,O,O,S,2,4,3,1,15.63,D,1030,9.534495,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
17791,258,391,9092,47,M,Y,O,O,S,1,2,2,5,36.56,D,855,22.09904,6,YORK UNIVERSITY - YORK (KEELE & STEELES)
17792,2058,391,9092,32,F,Y,P,P,P,4,5,4,0,6.86,D,800,8.632058,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
17793,3334,391,C405,21,M,Y,S,P,S,2,4,4,0,42.43,B,800,21.888720000000006,35,SENECA COLLEGE - YORK UNIVERSITY CAMPUS
17794,3688,391,9092,24,F,Y,O,O,S,2,6,4,1,40.68,9,-1,30.66285,36,YORK UNIVERSITY - YORK (KEELE & STEELES)
17795,2782,391,9092,21,F,Y,O,O,S,3,7,5,1,31.34,9,-1,49.16652,26,YORK UNIVERSITY - YORK (KEELE & STEELES)
17796,620,391,9092,20,M,Y,O,O,S,0,1,3,1,28.64,B,910,25.248739999999998,16,YORK UNIVERSITY - YORK (KEELE & STEELES)
17797,515,2374,503,43,M,Y,P,F,P,1,4,2,0,18.92,9,-1,20.8627,13,SENECA COLLEGE - MARKHAM CAMPUS
17798,2133,2374,503,21,M,Y,P,P,S,1,4,3,2,15.15,9,-1,10.56164,33,SENECA COLLEGE - MARKHAM CAMPUS
17800,2417,2374,503,20,F,N,S,P,P,2,7,6,0,24.65,P,1115,8.573452,31,SENECA COLLEGE - MARKHAM CAMPUS
17807,1202,476,9291,20,F,Y,S,P,S,4,6,4,0,6.36,D,1100,45.736270000000005,23,SENECA COLLEGE - NEWNHAM
17808,596,476,9291,23,F,Y,S,P,S,3,4,4,1,12.56,9,-1,4.6600150000000005,16,SENECA COLLEGE - NEWNHAM
17811,2029,476,9291,18,M,N,O,O,S,0,4,3,2,9.58,B,600,23.69538,33,SENECA COLLEGE - NEWNHAM
17813,2435,476,9291,23,M,Y,O,O,S,2,4,3,1,13.4,D,730,16.674129999999998,31,SENECA COLLEGE - NEWNHAM
17814,505,476,9291,46,F,N,P,P,P,1,4,2,1,22.3,9,-1,7.784019,13,SENECA COLLEGE - NEWNHAM
17815,2418,476,9291,30,M,Y,O,O,S,2,7,4,0,25.36,9,-1,14.36055,31,SENECA COLLEGE - NEWNHAM
17817,4105,67,9021,20,F,Y,S,P,P,2,7,5,3,40.38,B,725,48.50131,38,ONTARIO COLLEGE OF ART & DESIGN
17820,280,67,9021,24,F,N,S,P,S,1,6,3,0,15.69,C,1000,5.757161,6,ONTARIO COLLEGE OF ART & DESIGN
17823,67,67,9021,18,M,Y,O,O,S,0,7,1,0,25.94,W,745,0.0,1,ONTARIO COLLEGE OF ART & DESIGN
17833,21,67,9021,20,M,N,O,O,S,0,1,1,0,30.67,B,1430,3.0301890000000005,1,ONTARIO COLLEGE OF ART & DESIGN
17834,183,67,9021,18,F,N,O,O,S,1,7,2,2,37.07,9,-1,8.545805,4,ONTARIO COLLEGE OF ART & DESIGN
17838,542,67,9021,21,M,Y,S,P,S,1,4,3,0,21.53,B,1000,11.953560000000001,14,ONTARIO COLLEGE OF ART & DESIGN
17842,583,67,9021,18,M,N,O,O,S,2,4,3,1,16.06,9,-1,20.71309,16,ONTARIO COLLEGE OF ART & DESIGN
17843,154,391,E0471,26,M,Y,O,O,S,3,4,3,0,10.65,D,845,7.010923000000001,3,OSGOODE HALL LAW SCHOOL - YORK UNIVERSITY MAIN CAMPUS
17844,403,391,9092,21,M,Y,O,O,S,1,1,2,0,75.16,9,-1,6.219446999999999,10,YORK UNIVERSITY - YORK (KEELE & STEELES)
17846,3100,391,9092,27,M,Y,P,P,S,3,5,4,0,38.61,D,930,41.97096,34,YORK UNIVERSITY - YORK (KEELE & STEELES)
17848,2046,391,9092,18,F,N,O,O,P,3,6,5,0,35.29,P,1130,14.50216,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
17849,3337,391,9092,22,F,Y,G,P,S,3,6,4,1,19.99,9,-1,16.97054,35,YORK UNIVERSITY - YORK (KEELE & STEELES)
17850,2419,391,9092,34,M,Y,O,O,P,2,5,3,0,13.29,9,-1,23.05136,31,YORK UNIVERSITY - YORK (KEELE & STEELES)
17851,2251,391,9092,23,F,9,O,O,S,2,7,4,0,32.48,9,-1,13.04999,29,YORK UNIVERSITY - YORK (KEELE & STEELES)
17852,2036,391,9092,23,F,Y,9,P,S,3,7,4,0,25.57,P,800,9.526471,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
17853,181,391,9092,25,F,Y,O,O,S,2,4,3,1,30.47,9,-1,9.214709999999998,4,YORK UNIVERSITY - YORK (KEELE & STEELES)
17854,4120,391,9092,22,M,Y,O,O,S,2,3,3,1,26.86,B,800,43.8947,38,YORK UNIVERSITY - YORK (KEELE & STEELES)
17855,129,391,9092,18,F,Y,O,O,S,1,3,5,0,51.29,B,900,13.01331,3,YORK UNIVERSITY - YORK (KEELE & STEELES)
17856,2100,391,C405,18,M,Y,S,P,S,2,4,4,1,34.54,9,-1,11.406410000000001,33,SENECA COLLEGE - YORK UNIVERSITY CAMPUS
17857,406,391,9092,22,M,Y,S,P,S,2,7,4,0,7.19,9,-1,5.189062,10,YORK UNIVERSITY - YORK (KEELE & STEELES)
17858,1093,391,9092,38,F,Y,P,F,P,1,3,1,1,7.18,D,1925,42.05444,21,YORK UNIVERSITY - YORK (KEELE & STEELES)
17860,2123,391,C405,19,M,N,O,O,S,2,5,3,1,23.1,B,710,5.0746269999999996,33,SENECA COLLEGE - YORK UNIVERSITY CAMPUS
17861,3722,391,S118,35,M,Y,S,F,P,1,4,2,1,20.42,D,905,29.321479999999998,36,SCHULICH SCHOOL OF BUSINESS
17864,3385,391,9092,19,F,Y,S,P,S,3,6,3,2,23.96,P,1145,24.11573,35,YORK UNIVERSITY - YORK (KEELE & STEELES)
17866,2104,391,9092,22,M,Y,O,O,S,4,7,4,0,43.03,D,1330,13.64209,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
17867,2058,391,9092,29,F,Y,O,O,S,4,7,5,0,15.56,D,1830,8.632058,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
17868,177,391,9092,18,M,N,O,O,S,0,3,2,0,19.39,B,910,10.90749,3,YORK UNIVERSITY - YORK (KEELE & STEELES)
17870,398,391,9092,22,M,N,O,O,S,2,2,5,0,38.04,W,900,1.7730339999999998,10,YORK UNIVERSITY - YORK (KEELE & STEELES)
17871,2397,391,9092,22,M,Y,S,P,S,3,7,4,0,21.24,9,-1,15.70284,31,YORK UNIVERSITY - YORK (KEELE & STEELES)
17872,3344,391,9092,20,F,N,O,O,S,2,6,3,0,12.71,B,800,26.00404,35,YORK UNIVERSITY - YORK (KEELE & STEELES)
17873,2059,391,E0471,25,F,Y,O,O,S,2,5,3,0,17.12,9,-1,7.695926999999998,33,OSGOODE HALL LAW SCHOOL - YORK UNIVERSITY MAIN CAMPUS
17874,600,391,9092,21,F,Y,S,P,S,2,5,4,0,26.79,B,830,18.81172,16,YORK UNIVERSITY - YORK (KEELE & STEELES)
17877,2105,391,9092,21,F,N,P,P,S,2,7,4,1,33.08,9,-1,9.53996,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
17878,2443,391,9092,53,F,Y,S,F,P,1,5,1,0,23.05,9,-1,26.49323,31,YORK UNIVERSITY - YORK (KEELE & STEELES)
17880,2451,391,9092,27,M,Y,O,O,S,2,5,6,0,46.89,9,-1,25.60519,31,YORK UNIVERSITY - YORK (KEELE & STEELES)
17881,452,391,9092,19,F,N,O,O,S,0,1,3,0,28.11,B,1000,9.15345,11,YORK UNIVERSITY - YORK (KEELE & STEELES)
17882,452,391,9092,19,F,N,O,O,S,0,1,3,0,28.11,B,1345,9.15345,11,YORK UNIVERSITY - YORK (KEELE & STEELES)
17883,3689,391,9092,24,M,Y,O,O,S,2,3,4,0,22.29,9,-1,27.93177,36,YORK UNIVERSITY - YORK (KEELE & STEELES)
17884,3354,391,9092,21,F,Y,S,P,S,2,3,4,0,29.66,B,700,28.74285,35,YORK UNIVERSITY - YORK (KEELE & STEELES)
17885,2255,391,9092,21,F,Y,G,J,S,3,7,4,0,32.0,9,-1,15.26455,29,YORK UNIVERSITY - YORK (KEELE & STEELES)
17886,560,391,C405,48,F,Y,O,O,S,1,2,2,3,60.94,D,1800,29.93732,15,SENECA COLLEGE - YORK UNIVERSITY CAMPUS
17887,2242,391,9092,20,M,Y,S,P,S,1,3,4,0,92.17,B,1100,16.889960000000002,29,YORK UNIVERSITY - YORK (KEELE & STEELES)
17888,3718,391,9092,21,F,Y,S,P,S,3,5,4,1,11.36,9,-1,32.15461,36,YORK UNIVERSITY - YORK (KEELE & STEELES)
17889,2128,391,S118,20,F,Y,O,O,S,3,7,3,0,13.98,D,1330,6.966191,33,SCHULICH SCHOOL OF BUSINESS
17890,110,391,9092,20,M,N,S,P,S,0,2,3,0,95.9,B,720,17.500709999999998,2,YORK UNIVERSITY - YORK (KEELE & STEELES)
17892,2024,391,9092,18,M,Y,S,P,S,3,6,3,1,31.3,D,1000,13.49355,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
17893,2569,391,9092,18,M,N,O,O,S,4,6,4,0,13.91,9,-1,30.927090000000003,28,YORK UNIVERSITY - YORK (KEELE & STEELES)
17894,3447,391,C405,25,F,Y,S,P,P,2,3,7,0,40.19,9,-1,23.55069,35,SENECA COLLEGE - YORK UNIVERSITY CAMPUS
17897,24,391,E0471,34,M,Y,O,O,S,1,6,2,0,10.86,B,800,19.44301,1,OSGOODE HALL LAW SCHOOL - YORK UNIVERSITY MAIN CAMPUS
17898,2440,391,9092,23,M,Y,O,O,P,3,7,5,1,51.37,9,-1,28.36424,31,YORK UNIVERSITY - YORK (KEELE & STEELES)
17899,3616,391,9092,21,F,Y,O,O,S,2,6,4,0,23.17,B,1830,35.43128,36,YORK UNIVERSITY - YORK (KEELE & STEELES)
17901,2388,2374,503,20,F,Y,O,O,S,0,1,2,0,47.6,B,1105,2.678691,31,SENECA COLLEGE - MARKHAM CAMPUS
17904,2244,2374,503,27,M,Y,P,F,P,1,4,2,0,12.72,9,-1,8.821403,29,SENECA COLLEGE - MARKHAM CAMPUS
17913,2139,2374,503,20,M,N,O,O,S,1,4,2,0,45.49,P,730,12.25643,33,SENECA COLLEGE - MARKHAM CAMPUS
17914,560,2374,503,28,M,Y,O,O,S,3,6,4,0,16.13,B,730,22.63078,15,SENECA COLLEGE - MARKHAM CAMPUS
17915,148,2374,503,34,F,Y,O,O,S,1,3,2,1,8.31,9,-1,26.83846,3,SENECA COLLEGE - MARKHAM CAMPUS
17919,16,2374,503,22,F,Y,S,P,P,0,1,2,0,31.95,9,-1,24.45648,1,SENECA COLLEGE - MARKHAM CAMPUS
17923,2222,2374,503,20,F,Y,O,O,S,3,6,3,0,35.06,D,800,18.51656,29,SENECA COLLEGE - MARKHAM CAMPUS
17924,1306,38,9031,72,M,Y,P,P,P,1,5,2,0,7.1,9,-1,60.151880000000006,19,RYERSON POLYTECHNIC UNIVERSITY
17926,590,25,9244,17,M,9,O,O,S,2,4,3,1,9.95,9,-1,21.859810000000003,16,GEORGE BROWN COLLEGE - ST JAMES
17927,50,25,9244,20,F,Y,O,O,S,0,7,1,0,40.49,W,1210,1.759861,1,GEORGE BROWN COLLEGE - ST JAMES
17928,452,25,9244,25,M,Y,G,F,P,0,4,2,0,19.33,9,-1,13.57995,11,GEORGE BROWN COLLEGE - ST JAMES
17930,3686,38,9031,18,F,Y,O,O,S,2,4,3,1,6.95,P,1000,26.95842,36,RYERSON POLYTECHNIC UNIVERSITY
17931,3688,5198,9011,24,M,Y,O,O,P,2,2,3,1,20.03,9,-1,45.757909999999995,36,MCMASTER UNIVERSITY
17932,115,38,9031,31,M,N,O,O,S,2,5,4,0,27.5,B,830,6.9891130000000015,2,RYERSON POLYTECHNIC UNIVERSITY
17933,197,25,9244,18,F,N,O,O,S,1,6,4,0,33.28,B,900,8.930852,4,GEORGE BROWN COLLEGE - ST JAMES
17934,26,38,9031,52,F,N,S,P,S,0,2,3,0,15.95,B,1100,1.9142009999999998,1,RYERSON POLYTECHNIC UNIVERSITY
17935,228,38,9031,27,M,Y,O,O,S,2,4,3,0,18.09,9,-1,10.589160000000001,5,RYERSON POLYTECHNIC UNIVERSITY
17936,2220,38,9031,22,M,Y,G,P,P,3,3,4,0,38.79,9,-1,31.59685,29,RYERSON POLYTECHNIC UNIVERSITY
17937,4053,5198,9011,23,M,Y,O,O,S,2,2,2,0,42.79,D,800,12.03995,40,MCMASTER UNIVERSITY
17938,3716,38,9031,18,M,Y,M,P,S,1,3,4,0,7.84,G,800,35.550709999999995,36,RYERSON POLYTECHNIC UNIVERSITY
17940,2443,476,9291,53,M,Y,P,F,P,3,7,3,0,26.38,9,-1,16.143,31,SENECA COLLEGE - NEWNHAM
17943,42,4069,E0328,28,F,N,P,F,P,1,6,2,0,23.63,9,-1,50.10409,1,MCMASTER UNIVERSITY - DEGROOTE SCHOOL OF BUSINESS
17946,42,67,9021,27,F,Y,P,F,P,1,5,2,0,22.44,B,805,2.558584,1,ONTARIO COLLEGE OF ART & DESIGN
17947,107,67,9021,47,F,Y,G,P,S,1,6,4,1,6.73,B,1130,4.453308,2,ONTARIO COLLEGE OF ART & DESIGN
17951,67,67,9021,19,F,N,O,O,S,0,7,2,0,42.6,W,830,0.0,1,ONTARIO COLLEGE OF ART & DESIGN
17956,452,67,9021,30,M,Y,S,P,S,0,3,2,0,15.91,9,-1,13.40279,11,ONTARIO COLLEGE OF ART & DESIGN
17958,3665,67,9021,18,F,N,O,O,S,1,7,2,2,21.21,J,1030,23.33906,36,ONTARIO COLLEGE OF ART & DESIGN
17963,3636,67,9021,21,F,Y,O,O,S,2,3,4,1,14.69,B,1030,32.78877,36,ONTARIO COLLEGE OF ART & DESIGN
17966,89,67,9021,30,M,Y,P,J,S,1,5,2,0,31.24,B,800,3.472601,1,ONTARIO COLLEGE OF ART & DESIGN
17967,251,67,9021,31,F,Y,P,F,P,0,4,1,0,34.34,9,-1,9.232145,6,ONTARIO COLLEGE OF ART & DESIGN
17968,4084,4069,E0328,34,M,Y,P,F,P,2,5,2,3,11.23,9,-1,5.087999,40,MCMASTER UNIVERSITY - DEGROOTE SCHOOL OF BUSINESS
17970,430,67,9021,21,F,Y,P,P,S,2,3,4,1,28.35,B,945,17.346729999999997,11,ONTARIO COLLEGE OF ART & DESIGN
17973,2135,67,9021,23,F,Y,S,P,S,4,7,4,0,22.17,9,-1,25.88453,33,ONTARIO COLLEGE OF ART & DESIGN
17977,514,67,9021,21,F,Y,M,P,P,2,6,4,0,54.82,9,-1,21.52453,13,ONTARIO COLLEGE OF ART & DESIGN
17979,2108,4069,E0328,45,M,Y,P,F,P,2,5,2,3,16.02,9,-1,65.90555,33,MCMASTER UNIVERSITY - DEGROOTE SCHOOL OF BUSINESS
17980,173,391,C405,20,F,Y,O,O,S,1,4,2,0,22.83,B,1030,13.536660000000001,3,SENECA COLLEGE - YORK UNIVERSITY CAMPUS
17981,154,391,9092,51,F,Y,P,F,S,1,6,3,0,27.11,9,-1,7.010923000000001,3,YORK UNIVERSITY - YORK (KEELE & STEELES)
17982,482,391,9092,30,F,Y,P,P,S,1,2,1,1,20.17,9,-1,15.917760000000001,12,YORK UNIVERSITY - YORK (KEELE & STEELES)
17983,2386,391,C405,24,M,Y,O,O,S,2,2,4,0,36.98,9,-1,19.03128,31,SENECA COLLEGE - YORK UNIVERSITY CAMPUS
