,HomeZone,SchoolZone,SchoolCode,Age,Sex,License,Occupation,EmploymentStatus,StudentStatus,Vehicles,IncomeClass,Adults,Children,ExpansionFactor,ModeTakenToSchool,TripToSchoolTime,Dist,PD
183,237,5198,9011,21,M,Y,O,O,S,3,6,5,0,40.96,9,-1,78.09586999999999,5
184,315,22,817,57,F,Y,P,F,P,1,5,2,0,16.53,9,-1,12.070290000000002,8
185,37,38,9031,21,F,Y,P,F,P,0,1,2,0,40.35,9,-1,0.5361569999999999,1
186,46,38,9031,21,M,Y,S,P,S,1,7,2,0,16.37,9,-1,1.368845,1
187,5175,5198,9011,22,M,Y,S,P,S,1,2,4,0,45.11,C,1230,0.7319249999999999,46
188,5175,5198,9011,27,M,Y,O,O,S,1,2,4,0,45.11,D,1500,0.7319249999999999,46
189,3606,5198,9011,19,M,Y,M,P,S,3,4,6,0,76.78,9,-1,47.891349999999996,36
190,3719,25,9244,33,F,Y,G,F,P,1,3,2,0,5.34,9,-1,37.43704,36
191,347,5198,9011,30,M,Y,P,F,P,1,4,2,0,19.3,D,1730,60.182790000000004,8
192,3650,38,9031,28,F,N,9,P,S,1,7,2,0,7.36,G,1115,30.719939999999998,36
193,3691,38,9031,21,M,Y,O,O,S,2,3,3,2,33.79,B,800,31.228740000000002,36
194,494,38,9031,22,F,Y,S,P,S,1,4,4,1,35.91,9,-1,20.768909999999998,13
195,2366,38,9031,21,M,Y,S,P,S,1,5,3,0,22.63,B,1100,20.29017,31
196,383,38,9031,18,M,Y,O,O,S,1,7,3,0,28.13,B,600,22.60084,9
197,3448,25,9244,19,F,Y,O,O,S,3,7,5,1,5.57,G,650,34.30503,35
198,1029,5198,9011,21,M,Y,S,F,P,2,6,4,0,10.8,9,-1,102.5234,20
200,184,25,9244,19,M,N,O,O,S,2,6,3,1,60.81,B,1305,9.155414,4
201,293,38,C201,19,F,N,S,P,S,1,2,3,0,19.66,B,1200,15.0305,7
202,278,38,9031,35,F,Y,P,F,P,1,4,1,0,28.59,9,-1,3.581594,6
203,202,25,9244,22,F,Y,S,P,S,1,2,2,0,49.22,9,-1,5.6316809999999995,4
204,366,38,9031,29,F,N,O,O,S,2,3,3,0,13.7,B,930,19.71237,9
205,290,25,9244,51,F,N,G,F,P,1,4,3,0,7.39,B,1630,14.646120000000002,7
207,2059,38,9031,30,F,Y,G,F,P,2,6,2,0,18.01,9,-1,25.9585,33
208,3654,38,9031,19,F,Y,O,O,S,3,7,6,0,22.98,B,730,18.97318,36
210,450,25,9244,32,F,Y,G,F,P,1,4,2,0,10.83,9,-1,14.72527,11
211,353,38,9031,20,F,Y,G,P,S,4,7,5,1,26.3,9,-1,17.321330000000003,8
212,5171,5198,9011,32,M,Y,P,P,S,0,3,2,0,34.4,B,1015,4.395624,46
213,248,25,9244,19,F,N,O,O,S,3,4,4,0,11.03,B,800,10.47995,6
214,2428,38,9031,22,F,Y,S,P,S,2,4,4,0,138.22,9,-1,28.44568,31
215,618,25,9244,26,M,N,O,O,P,1,5,5,0,31.75,9,-1,27.00234,16
216,229,38,9031,71,M,Y,O,O,P,1,4,3,0,16.13,9,-1,12.040329999999999,5
217,1046,38,9031,30,M,Y,M,F,P,4,3,4,0,25.09,D,1400,28.05498,20
218,270,38,9031,21,M,N,O,O,S,2,6,3,0,29.41,B,1000,3.8813540000000004,6
219,537,25,9244,19,F,Y,S,P,S,3,6,5,1,20.26,B,800,10.56717,13
220,30,38,9031,59,M,Y,S,F,P,1,7,1,1,3.89,9,-1,2.470145,1
221,2108,25,9244,31,M,Y,O,O,S,4,6,5,0,14.7,D,600,26.30784,33
222,3417,2667,9290,24,M,Y,O,O,S,2,4,5,0,32.59,9,-1,40.06333,35
223,328,38,9031,20,M,N,S,P,S,1,7,3,0,20.15,W,800,16.23903,8
224,564,38,9031,36,M,Y,P,F,P,2,6,4,0,23.22,B,1815,23.13804,15
225,606,25,9244,22,M,N,S,P,S,1,5,3,0,12.22,9,-1,23.0445,16
226,3691,38,9031,22,F,Y,P,P,S,3,4,4,2,36.24,P,1015,31.228740000000002,36
227,3688,5198,9011,18,M,N,O,O,S,1,3,2,0,51.04,B,715,45.75791,36
228,178,38,9031,18,F,Y,S,P,S,2,4,4,0,23.19,B,800,9.387563,3
229,19,25,9244,25,F,N,S,P,S,1,7,4,2,10.82,W,805,1.745013,1
230,3716,38,9031,22,M,Y,S,P,P,1,7,4,0,9.31,G,850,35.55071,36
231,251,25,9244,54,F,N,O,O,S,0,1,1,0,42.94,B,805,7.743137,6
232,313,38,9031,20,M,Y,O,O,S,1,7,2,0,19.11,9,-1,13.41367,8
233,457,25,9244,20,M,Y,O,O,S,2,1,4,0,41.65,9,-1,15.541459999999999,11
234,127,25,9244,19,M,N,O,O,S,2,4,3,1,16.23,B,900,11.28508,2
235,370,25,9244,22,M,Y,P,P,S,2,4,2,1,5.47,D,1200,25.07065,9
236,71,25,9244,35,F,Y,O,O,S,0,3,2,0,24.27,9,-1,4.174835,1
237,404,5198,9011,19,F,Y,S,P,S,2,5,5,0,21.65,9,-1,66.21653,10
238,321,25,9244,24,F,Y,O,O,P,2,2,3,1,13.58,D,830,14.8883,8
239,2022,25,9244,22,M,Y,O,O,S,5,6,4,0,22.62,9,-1,32.312599999999996,33
240,120,38,9031,30,F,Y,O,O,S,2,6,2,0,29.05,B,1000,8.580473,2
241,2608,38,9031,18,F,Y,G,P,S,3,6,3,1,22.48,G,715,47.259209999999996,27
242,184,25,9244,50,M,Y,S,F,P,1,7,2,0,8.72,B,1720,9.155414,4
243,2053,25,9244,21,F,Y,O,O,S,3,6,4,3,11.07,J,720,32.69045,33
244,3439,38,9031,19,F,Y,O,O,S,2,3,3,1,16.3,9,-1,38.94505,35
245,100,25,9244,22,M,Y,O,O,S,1,4,4,0,123.57,B,1000,5.586674,2
246,3429,38,9031,18,M,Y,O,O,S,2,3,3,0,31.63,9,-1,37.83978,35
248,264,38,9031,23,M,Y,O,O,S,2,7,4,0,38.03,D,845,6.031485,6
249,2203,5198,9011,21,M,Y,G,P,S,2,6,4,0,24.37,9,-1,85.17343,29
250,515,38,9031,21,F,Y,O,O,S,2,4,4,0,39.96,9,-1,18.437330000000003,13
251,65,25,9244,33,F,Y,O,O,S,1,4,2,1,22.49,B,730,1.8508339999999999,1
252,90,38,9031,21,M,N,P,F,S,0,5,3,1,20.96,9,-1,3.574542,1
253,2440,5198,E0436,45,M,Y,S,P,S,1,2,2,0,12.56,B,605,101.6535,31
254,204,25,9244,22,F,Y,S,J,S,1,2,1,0,39.42,B,1240,4.941162,4
255,74,38,9031,27,F,N,S,F,P,0,2,2,0,22.12,B,1805,2.314008,1
256,3644,5198,9011,21,F,Y,O,O,S,1,3,2,0,12.25,J,900,39.05106,36
257,2236,38,9031,22,M,Y,O,O,S,1,2,2,0,18.62,B,1100,28.23945,29
258,5207,5198,E0436,25,F,Y,O,O,S,3,5,3,0,61.91,D,1330,3.6448090000000004,42
259,259,25,9244,36,F,Y,P,F,S,2,6,2,2,24.08,B,800,7.6022419999999995,6
260,184,25,9244,24,M,Y,S,P,S,0,2,3,0,25.38,B,830,9.155414,4
262,2363,5198,9011,23,F,Y,P,F,S,1,7,2,0,43.67,9,-1,84.67016000000001,31
264,3648,371,384,22,F,Y,O,O,S,3,7,4,0,20.3,D,730,20.91687,36
265,454,69,9103,34,F,Y,P,P,S,1,3,1,1,11.6,B,830,11.74369,11
266,15,69,9103,21,F,N,G,P,S,1,2,3,0,10.62,P,1000,4.434583,1
267,483,484,A279,22,M,Y,9,P,S,0,7,3,0,72.47,9,-1,1.872206,12
268,3337,69,9103,20,M,Y,O,O,S,3,7,5,0,15.56,B,900,29.70872,35
270,1186,69,9103,23,F,Y,O,O,S,2,7,3,0,16.46,D,1010,52.106019999999994,23
271,3355,371,9261,21,M,N,S,P,S,1,7,4,0,36.09,B,900,12.80688,35
272,2440,69,9103,19,M,N,O,O,S,2,6,3,1,12.95,9,-1,36.17311,31
273,281,69,9103,38,F,Y,P,F,P,1,5,2,0,20.3,9,-1,6.1052040000000005,6
274,48,69,9103,23,F,Y,O,O,S,1,2,2,0,28.93,W,815,1.199355,1
275,2126,69,9103,22,M,Y,O,O,S,2,6,3,1,52.24,9,-1,18.94397,33
276,177,69,9103,22,F,N,O,O,S,2,5,4,0,31.92,B,1000,6.746917,3
277,90,69,9103,21,M,N,O,O,S,0,4,3,0,9.0,B,930,3.0967340000000005,1
278,4190,3851,9309,44,F,Y,G,F,P,1,3,1,2,13.07,9,-1,30.36289,40
279,104,69,9103,25,F,9,O,O,S,1,5,4,0,12.19,9,-1,3.631853,2
280,114,69,9103,27,F,Y,P,F,P,0,4,1,0,32.57,9,-1,4.981547000000001,2
281,40,371,9261,23,F,N,G,F,P,0,4,2,0,23.42,9,-1,22.95637,1
282,319,371,9261,37,F,Y,P,J,P,2,5,2,3,21.79,9,-1,12.22597,8
283,3346,371,9261,24,M,Y,O,O,S,3,1,4,0,42.62,D,1100,18.54921,35
284,2378,69,9103,21,F,Y,O,O,S,1,6,4,1,18.31,J,635,31.1895,31
285,483,69,9103,19,M,Y,O,O,S,1,2,4,2,25.8,B,1045,15.99082,12
286,123,371,9261,35,F,Y,G,P,S,1,5,2,0,19.54,B,730,15.53384,2
287,382,371,9261,20,M,Y,O,O,S,2,4,3,0,29.09,B,930,3.7580790000000004,9
288,46,69,9103,21,M,Y,O,O,S,0,1,2,0,35.89,9,-1,1.297744,1
289,2243,69,9103,17,M,9,O,O,S,1,7,1,1,19.99,9,-1,25.96162,29
290,99,69,9103,33,F,Y,P,P,S,0,4,2,0,29.54,9,-1,4.045104,2
291,364,69,9103,22,F,Y,S,P,S,2,3,2,0,15.36,9,-1,16.79151,9
292,443,69,9103,34,F,Y,P,F,P,1,6,2,1,18.29,W,1745,13.29974,11
293,2425,69,9103,18,F,Y,O,O,S,2,2,3,0,30.08,B,630,26.01134,31
294,450,69,9103,27,M,Y,P,P,S,1,2,2,0,13.42,9,-1,13.40907,11
295,472,69,9103,18,F,Y,O,O,S,1,4,3,0,18.3,B,1000,20.411939999999998,12
296,543,278,9108,19,M,N,O,O,S,0,3,3,2,26.34,B,705,9.584811,14
297,51,69,9103,22,F,Y,O,O,S,1,1,2,0,36.03,9,-1,1.268754,1
298,41,69,9103,28,F,Y,P,P,S,0,4,2,0,27.78,W,830,1.84044,1
299,3664,371,9261,29,M,Y,S,P,S,3,7,3,0,30.88,D,1000,23.922060000000002,36
300,46,69,9103,32,F,N,O,O,S,0,2,2,0,17.57,W,815,1.297744,1
301,154,371,9261,21,M,Y,S,P,S,4,6,8,1,11.72,9,-1,12.45955,3
302,3459,371,9261,23,M,Y,S,P,S,4,5,5,0,55.57,9,-1,22.87155,35
303,3369,371,9261,43,M,Y,P,F,P,4,6,5,1,32.1,9,-1,19.61652,35
304,2098,371,9261,22,M,Y,O,O,S,2,6,3,0,22.31,B,1110,18.08313,33
305,2142,69,9103,20,F,N,O,O,S,1,5,3,0,40.56,B,900,17.45699,33
306,197,182,9988,42,F,N,O,O,P,1,1,2,1,24.01,W,830,3.068222,4
307,173,69,9103,22,F,Y,S,P,P,0,2,2,0,15.82,B,900,4.036774,3
308,436,69,9103,26,F,Y,G,P,S,3,5,3,0,35.48,D,720,13.3256,11
309,3337,371,9261,39,M,Y,M,F,P,1,3,2,2,14.35,9,-1,9.106768,35
310,3669,69,9103,87,M,Y,O,O,P,1,4,1,0,16.4,9,-1,18.743830000000003,36
311,153,371,9261,20,M,Y,S,P,S,2,4,3,0,23.82,D,1010,12.76167,3
312,172,69,9103,37,F,N,O,O,S,2,7,4,1,33.54,B,845,4.945424,3
313,541,69,9103,21,F,Y,O,O,S,2,7,3,0,11.57,9,-1,12.29575,14
315,305,278,9108,21,F,Y,S,P,P,4,4,4,0,24.88,B,1710,13.74944,8
316,66,69,9103,40,F,Y,P,P,P,0,4,2,0,13.51,B,1200,2.298354,1
317,133,371,9261,30,F,N,O,O,S,0,1,2,0,31.21,B,730,9.268492,3
318,4120,4123,E0569,28,F,N,O,O,P,2,4,4,2,34.54,P,930,3.1409709999999995,38
319,389,69,9103,18,F,N,S,P,S,2,5,4,1,41.75,B,815,18.59173,10
320,133,371,9261,34,F,Y,O,O,P,1,3,2,1,39.49,9,-1,9.268492,3
321,314,69,9103,23,F,Y,P,P,S,1,4,2,1,20.98,9,-1,10.809520000000001,8
322,319,371,9261,31,M,N,O,O,S,2,6,3,3,24.02,9,-1,12.22597,8
323,270,69,9103,32,F,Y,P,P,S,1,6,2,0,8.67,9,-1,5.530276,6
325,3485,371,9261,22,M,Y,P,F,S,2,7,4,0,36.46,D,715,18.40419,35
326,3642,3851,9309,22,F,Y,S,P,P,4,6,4,0,39.17,9,-1,7.879531,36
327,601,69,9103,23,F,9,G,P,P,2,7,4,0,14.94,B,1645,24.21564,16
328,3192,371,369,24,M,9,9,P,S,5,7,5,0,9.73,9,-1,19.831709999999998,34
329,191,69,9103,59,F,Y,O,O,P,3,4,2,0,12.03,D,1030,5.659206,4
330,1075,371,384,24,F,9,O,O,S,3,7,4,0,55.91,9,-1,49.716300000000004,21
331,2364,69,9103,28,F,Y,P,F,P,3,4,3,0,24.24,9,-1,18.487509999999997,31
332,51,69,9103,33,M,Y,P,F,S,1,4,2,2,5.16,9,-1,1.268754,1
335,2108,69,9103,21,M,Y,O,O,S,3,6,3,1,18.0,B,830,23.32801,33
336,3370,371,9261,36,F,Y,S,F,P,2,4,2,0,12.47,D,1745,18.140810000000002,35
337,46,69,9103,24,F,Y,O,O,S,0,1,1,0,36.75,W,945,1.297744,1
338,504,69,9103,42,M,Y,P,F,P,2,4,2,2,19.21,9,-1,15.848180000000001,13
339,481,69,9103,20,F,N,G,P,S,0,2,2,0,39.84,B,830,16.75457,12
340,3683,69,9103,60,M,Y,P,F,P,2,6,2,0,9.64,9,-1,31.64719,36
341,2442,371,9261,20,F,N,S,P,S,1,5,4,1,37.94,9,-1,39.13529,31
342,507,278,9108,21,F,Y,G,P,S,2,3,5,1,31.24,B,1200,10.45452,13
343,401,371,9261,18,F,N,O,O,S,1,7,3,2,74.7,P,900,8.495579,10
345,1254,1199,E0297,23,M,Y,S,P,P,3,6,5,0,25.15,D,1010,13.32024,24
346,3668,371,9261,21,M,Y,S,P,S,3,6,5,0,50.29,D,700,18.63411,36
347,49,69,9103,19,F,N,O,O,S,1,1,2,0,28.06,W,1015,0.881096,1
348,4125,371,369,27,M,Y,G,F,P,2,3,5,0,38.49,9,-1,35.95922,38
349,139,69,9103,31,F,N,P,F,P,0,7,3,0,23.13,9,-1,10.98513,3
350,3810,3851,9309,25,M,Y,O,O,S,3,5,6,2,47.05,D,1500,11.68384,36
351,3651,69,9103,17,M,N,O,O,S,1,6,2,1,20.29,J,750,28.192529999999998,36
352,3431,371,9261,21,F,Y,O,O,S,4,5,4,0,28.46,D,900,21.43759,35
353,187,69,9103,29,F,Y,P,F,P,1,4,2,0,50.0,C,1100,2.357666,4
356,551,278,9108,20,M,N,O,O,S,2,6,4,0,12.55,B,1000,14.4526,14
357,427,69,9103,30,F,N,P,F,S,0,3,2,0,31.99,9,-1,12.5365,11
358,3718,371,384,23,M,Y,G,F,P,1,3,5,0,22.17,B,1000,20.92182,36
359,1181,1199,E0297,20,F,Y,S,P,S,2,6,4,1,44.71,B,1005,5.211246,23
360,586,69,9103,22,M,Y,G,P,S,3,2,3,1,18.32,B,910,18.297729999999998,16
361,2362,69,9103,21,F,N,O,O,S,1,1,2,0,26.67,B,1010,20.90733,31
362,137,69,9103,18,F,Y,O,O,S,2,6,4,0,39.04,B,1100,12.38202,3
363,3649,69,9103,21,F,N,G,P,P,2,6,4,1,61.59,P,600,19.26566,36
364,222,278,9108,21,F,N,O,O,S,1,1,4,3,44.36,B,1000,4.242146,4
365,1243,1199,1556,18,M,Y,S,P,S,2,4,3,0,49.62,B,655,6.41697,24
366,188,69,9103,28,M,Y,O,O,S,0,5,2,1,31.18,B,1100,3.070265,4
367,3648,69,9103,38,M,Y,P,F,P,2,6,2,4,25.54,9,-1,21.87821,36
368,71,69,9103,18,F,Y,O,O,S,0,7,1,0,4.49,W,1120,1.132351,1
369,232,278,9108,36,F,Y,O,O,P,1,2,2,2,54.28,B,715,11.54252,5
370,46,69,9103,20,F,Y,O,O,S,0,7,2,0,22.65,W,1200,1.297744,1
371,3491,371,9261,25,F,Y,P,F,P,4,4,5,0,13.72,9,-1,17.2367,35
372,3491,3851,9309,20,F,Y,O,O,S,4,4,5,0,13.72,P,800,16.20468,35
373,214,69,9103,32,F,Y,P,F,P,1,6,2,0,17.56,9,-1,8.423377,4
374,363,278,C026,20,M,N,O,O,S,1,2,2,2,51.52,P,730,20.20584,9
375,341,371,9261,19,M,N,O,O,S,1,3,3,0,20.82,9,-1,11.54708,8
376,210,69,9103,29,F,Y,P,P,S,0,3,2,0,22.83,9,-1,5.6716359999999995,4
377,110,69,9103,18,M,N,O,O,S,0,2,2,0,100.63,B,1030,5.461931,2
378,454,69,9103,35,F,N,P,F,P,0,6,2,0,8.43,9,-1,11.74369,11
379,94,69,9103,22,F,Y,P,F,S,0,1,1,0,153.89,9,-1,2.215019,2
380,130,69,9103,33,F,N,P,F,P,1,6,2,0,19.66,B,830,10.27829,3
381,119,69,9103,20,M,Y,O,O,S,2,6,3,2,21.16,B,810,6.027405,2
382,79,69,9103,26,M,Y,P,P,S,1,7,1,0,22.03,9,-1,3.752367,1
383,3519,371,9261,22,M,Y,S,P,S,2,4,3,0,33.86,D,1030,6.685555,35
384,51,69,9103,23,M,Y,O,O,S,2,7,2,0,29.02,W,950,1.268754,1
385,450,69,9103,32,F,N,S,P,S,2,4,2,0,19.33,B,1415,13.40907,11
386,376,371,9261,21,M,N,S,P,S,1,3,3,0,40.91,9,-1,2.63071,9
387,46,69,9103,27,M,Y,O,O,S,0,4,2,0,17.57,C,845,1.297744,1
388,82,69,9103,36,M,9,P,F,P,0,4,1,0,18.22,9,-1,3.8913740000000003,1
389,117,69,9103,33,F,Y,P,F,P,1,6,2,0,14.47,9,-1,6.285935,2
390,172,69,9103,21,F,N,O,O,S,2,6,4,0,34.51,B,715,4.945424,3
391,482,69,9103,19,F,Y,S,P,S,4,6,4,0,20.03,P,750,17.65182,12
392,343,371,9261,27,F,Y,P,F,P,2,7,3,0,18.34,9,-1,9.426452,8
393,53,69,9103,25,F,Y,O,O,S,0,1,1,0,21.0,9,-1,1.802905,1
394,108,69,9103,34,M,Y,P,F,P,1,6,2,0,15.57,9,-1,4.154795999999999,2
395,105,371,9261,28,F,Y,O,O,S,0,4,2,0,74.12,B,745,17.810419999999997,2
396,3379,38,9031,21,F,Y,O,O,S,3,4,4,0,22.52,9,-1,37.90907,35
397,3417,38,9031,24,F,Y,S,F,P,1,2,4,0,21.61,9,-1,37.11228,35
398,237,25,9244,23,M,N,O,O,S,3,7,3,1,26.61,B,900,12.33072,5
399,3459,38,9031,18,F,Y,S,P,S,2,4,3,0,9.52,9,-1,41.71103,35
400,4036,38,9031,21,M,Y,O,O,S,2,2,3,1,25.48,D,630,37.45611,39
404,3714,5198,9011,21,M,Y,O,O,S,4,5,4,1,29.18,9,-1,43.02018,36
405,20,38,9031,25,F,Y,G,F,P,2,7,3,0,5.48,9,-1,2.0357179999999997,1
406,591,465,550,25,F,Y,P,P,S,1,6,4,2,21.11,B,1000,8.890799000000001,16
407,512,38,9031,22,M,Y,O,O,S,0,2,3,0,46.46,9,-1,19.06251,13
408,5191,5198,9011,24,M,Y,S,P,S,2,3,2,0,17.49,D,610,2.612993,42
409,5171,5198,9011,35,M,Y,O,O,S,0,7,2,3,99.95,B,835,4.395624,46
410,1065,25,9244,18,F,Y,S,P,S,3,6,4,0,31.28,G,1100,38.59157,21
411,277,25,9244,53,M,9,O,O,P,0,5,3,0,44.0,9,-1,4.639444999999999,6
412,2440,38,9031,41,M,Y,P,F,P,2,7,2,2,14.69,9,-1,35.49768,31
414,467,38,9031,19,M,N,O,O,S,2,7,6,0,20.72,B,730,16.5987,12
415,2252,5198,9011,21,M,Y,O,O,S,2,7,4,1,45.75,9,-1,88.68055,29
416,2455,38,9031,18,M,N,S,P,S,2,5,3,2,26.2,P,900,34.68766,31
418,431,25,9244,21,F,N,S,P,S,0,2,4,0,27.03,B,630,17.821330000000003,11
419,239,25,9244,20,M,N,S,P,S,0,3,2,0,36.42,9,-1,14.23649,5
420,67,5198,9011,26,F,Y,P,F,P,0,4,1,0,24.68,9,-1,65.86788,1
421,4001,5198,9011,21,F,Y,O,O,S,2,7,4,0,28.31,9,-1,25.29587,39
423,1107,38,9031,18,M,Y,S,P,S,2,6,3,1,25.78,G,1125,52.17365,22
425,173,38,9031,28,F,Y,S,P,S,0,7,1,0,30.18,C,1000,5.553314,3
426,2607,2667,9290,19,F,Y,S,P,S,2,6,5,0,112.18,9,-1,13.92507,27
427,2620,2667,9290,20,F,N,S,P,S,4,4,4,1,18.83,P,740,16.87953,27
428,2040,38,9031,22,M,Y,S,P,S,3,6,3,1,24.63,B,545,24.950110000000002,33
429,3517,25,9244,22,M,N,O,O,S,3,4,5,1,36.05,B,940,31.53313,35
430,2133,25,9244,34,F,Y,S,J,P,2,3,2,1,32.98,D,1655,25.45609,33
431,265,38,9031,18,M,N,O,O,S,1,3,6,0,33.17,B,800,5.3510919999999995,6
432,18,38,9031,51,M,N,O,O,S,0,1,2,3,33.91,B,1800,1.9279479999999998,1
433,2442,2667,9290,18,M,N,G,P,S,1,7,3,1,45.13,B,630,31.530099999999997,31
434,523,38,9031,20,M,Y,P,P,S,3,5,3,1,13.55,B,1100,15.25818,13
435,465,231,9022,26,F,Y,O,O,P,1,1,2,0,14.69,9,-1,3.2691490000000005,11
436,5105,5198,7290,17,M,Y,O,O,S,2,4,1,1,28.43,D,805,7.044573000000001,43
437,62,22,817,38,F,Y,P,P,P,0,5,2,0,14.55,9,-1,3.7232659999999997,1
438,3682,5198,9011,23,M,Y,S,P,S,2,2,3,2,36.06,9,-1,53.81474,36
439,3617,38,9031,24,M,Y,S,F,P,3,6,4,0,46.42,9,-1,39.00734,36
440,3643,38,9031,26,M,N,S,F,P,1,2,2,0,25.5,9,-1,18.70079,36
441,258,5198,7290,31,F,Y,O,O,S,2,7,2,0,7.61,D,1445,73.90235000000001,6
442,2207,5198,9011,29,F,Y,O,O,P,1,2,2,1,20.73,9,-1,87.22213,29
443,250,25,9244,28,F,Y,G,F,P,0,4,2,0,11.78,9,-1,8.49494,6
445,586,38,9031,26,F,Y,O,O,S,1,4,3,0,35.85,B,1400,17.6223,16
446,48,25,9244,63,F,Y,P,F,P,1,6,2,0,15.11,W,1745,2.307308,1
447,1082,1207,3260,19,F,Y,S,P,S,2,7,3,0,34.44,9,-1,14.51405,21
449,431,38,9031,49,M,Y,P,P,P,2,4,3,1,22.8,9,-1,16.44023,11
450,194,25,9244,29,F,N,P,F,P,0,4,2,0,3.73,9,-1,11.29191,4
451,2036,25,9244,18,F,Y,O,O,S,2,6,3,1,13.37,9,-1,26.923,33
452,5175,5198,9011,22,F,Y,P,P,S,1,4,2,0,21.31,W,1000,0.7319249999999999,46
453,106,38,9031,27,M,Y,P,F,P,1,4,3,0,17.27,9,-1,7.130624,2
454,450,5198,9011,23,M,Y,O,O,S,1,1,3,1,90.87,D,910,78.29689,11
455,4119,5119,9270,25,M,Y,P,P,S,3,5,4,0,39.82,D,730,43.19673,38
456,3494,25,9244,25,F,Y,O,O,S,2,5,5,0,21.9,J,500,36.5226,35
457,452,38,9031,24,M,Y,S,F,S,0,3,2,0,15.91,9,-1,12.20623,11
458,2258,25,9243,30,M,Y,G,F,P,2,4,3,0,7.76,9,-1,28.94245,29
459,3691,38,9031,31,F,Y,G,F,P,3,4,4,0,41.92,9,-1,31.228740000000002,36
460,17,25,9244,56,M,Y,P,J,S,0,2,1,0,26.57,B,1430,1.255547,1
461,385,25,9244,27,F,Y,9,P,S,3,3,5,1,15.41,9,-1,23.12245,10
462,282,69,9103,27,F,Y,O,O,S,1,5,2,0,32.99,B,900,5.417824,6
463,452,69,9103,21,F,Y,P,P,S,1,4,3,0,65.39,9,-1,12.26375,11
464,2427,69,9103,21,F,Y,O,O,S,1,4,3,1,17.63,J,700,28.51629,31
465,280,69,9103,25,F,N,O,O,S,0,6,3,0,17.68,B,1200,4.771492,6
466,483,484,A279,23,M,Y,S,P,S,0,7,3,0,72.47,B,1200,1.872206,12
467,250,69,9103,25,F,Y,O,O,S,0,1,1,0,5.59,B,820,9.3684,6
468,1060,371,9261,26,F,Y,P,F,P,1,7,2,0,23.39,9,-1,51.95794,21
469,234,484,C094,25,F,N,O,O,P,1,2,2,0,32.09,B,930,2.9794629999999995,5
470,148,69,9103,26,M,Y,O,O,S,1,5,2,0,12.91,B,900,6.930545,3
471,25,37,S497,37,F,9,O,O,S,1,1,1,3,40.38,W,955,1.040211,1
472,101,69,9103,25,F,Y,O,O,S,0,3,2,0,30.23,C,1645,3.6798390000000003,2
473,454,69,9103,33,M,Y,P,F,P,1,6,2,0,22.18,9,-1,11.74369,11
474,450,69,9103,35,M,Y,P,F,P,1,4,1,0,7.64,9,-1,13.40907,11
476,104,69,9103,22,M,N,O,O,S,1,6,2,0,19.21,9,-1,3.631853,2
477,522,69,9103,21,M,Y,S,P,P,3,5,5,0,22.73,9,-1,17.08575,13
478,456,69,9103,22,M,Y,O,O,S,2,6,4,0,18.74,B,1105,13.58079,11
479,124,69,9103,38,F,Y,P,P,S,1,7,2,2,14.27,B,945,7.72636,2
481,40,69,9103,34,M,Y,9,F,P,0,5,2,0,12.9,9,-1,1.461703,1
482,2057,371,9261,21,M,Y,O,O,S,4,7,6,0,28.39,D,730,13.73406,33
483,457,69,9103,20,M,Y,O,O,S,3,7,4,0,13.04,D,1205,14.81024,11
484,66,69,9103,21,F,Y,O,O,S,0,1,2,0,17.29,W,1100,2.298354,1
485,3716,371,9261,18,M,N,O,O,S,1,5,3,0,14.93,B,1000,24.451330000000002,36
486,48,69,9103,23,F,Y,O,O,S,0,7,1,0,36.75,W,1145,1.199355,1
487,3657,371,9261,20,M,Y,O,O,S,2,4,4,0,76.4,B,900,20.641659999999998,36
488,48,69,9103,23,F,Y,O,O,S,0,2,1,0,36.75,W,845,1.199355,1
489,410,69,9103,21,M,Y,O,O,S,1,2,4,0,35.28,B,1020,13.810120000000001,10
490,3354,69,9103,20,F,9,P,P,S,2,7,5,1,46.69,9,-1,36.37372,35
491,178,69,9103,23,F,Y,O,O,S,1,3,2,0,26.75,B,1215,7.788835999999999,3
492,93,69,9103,26,F,9,O,O,S,0,4,3,0,5.62,W,900,1.52827,2
493,2053,69,9103,19,F,Y,S,P,S,2,4,3,0,30.07,9,-1,29.792810000000003,33
494,1121,1199,E0297,21,F,Y,G,P,S,2,6,3,0,31.67,P,800,10.67074,22
495,3685,371,9261,18,F,Y,O,O,S,1,5,4,0,33.98,B,900,21.14893,36
496,63,69,9103,21,M,N,O,O,S,0,7,1,0,74.21,B,850,2.662761,1
497,266,69,9103,30,M,Y,S,F,P,0,3,2,0,10.23,9,-1,6.896745,6
498,2352,69,9103,22,F,Y,O,O,S,2,5,3,0,16.71,B,855,17.69989,31
499,3354,69,9103,19,F,Y,G,P,S,1,4,3,0,6.84,J,400,36.37372,35
500,74,69,9103,21,F,Y,P,F,P,0,4,5,0,163.11,9,-1,0.699414,1
501,420,69,9103,26,F,Y,P,P,S,1,5,2,0,12.82,B,1700,12.00574,10
503,110,371,9261,26,M,Y,O,O,S,1,2,3,0,73.97,D,930,20.19427,2
504,49,69,9103,18,F,Y,O,O,P,0,7,3,0,36.95,W,1015,0.881096,1
505,3013,371,9261,19,M,Y,M,P,S,3,3,4,0,42.19,D,1700,19.34966,34
