,School_Type,PD,Age,Closest_Type,Income_High,Income_Low,Family_True,Family_False,Cars2+,Cars1,Cars0,Licence_True,Licence_False
12525,University,29,23.0,1,0,0,0,0,0,0,0,1,0
10499,University,1,18.0,1,0,0,0,1,0,0,1,1,0
9009,College,36,18.0,1,0,1,1,0,0,0,1,0,1
7303,University,31,23.0,0,0,0,0,0,0,0,0,1,0
11609,University,31,23.0,1,0,1,1,0,0,1,0,1,0
13915,University,2,35.0,1,0,0,0,0,0,0,0,1,0
14124,University,1,21.0,1,0,1,0,1,0,1,0,0,1
7650,University,11,18.0,1,0,0,0,0,0,0,0,1,0
13511,University,3,25.0,1,0,0,0,1,0,1,0,1,0
16890,University,31,34.0,0,0,0,0,0,0,0,0,1,0
3635,College,43,44.0,0,1,0,0,1,0,1,0,1,0
2796,University,46,19.0,1,1,0,0,1,0,0,1,1,0
13964,University,36,24.0,1,0,1,0,1,1,0,0,1,0
624,College,13,21.0,0,0,0,0,0,0,0,0,1,0
12758,University,15,18.0,1,0,1,0,1,0,1,0,0,1
5939,University,36,21.0,0,0,0,1,0,0,1,0,1,0
578,College,1,19.0,1,0,0,0,0,0,0,0,0,1
3794,College,36,31.0,0,0,1,0,1,1,0,0,1,0
4885,University,16,18.0,0,0,0,0,0,0,0,0,0,1
16491,University,35,20.0,0,0,0,0,0,0,0,0,1,0
3215,University,39,29.0,0,0,0,0,1,1,0,0,1,0
971,College,12,32.0,1,0,0,0,1,0,0,1,0,1
1017,College,22,23.0,0,0,0,1,0,1,0,0,0,1
449,College,16,29.0,0,0,0,1,0,0,0,1,0,1
13909,University,2,33.0,1,0,0,0,1,0,1,0,1,0
14331,University,10,18.0,0,0,0,1,0,0,1,0,0,1
1658,College,21,21.0,0,0,0,0,0,0,0,0,1,0
16830,University,10,25.0,1,0,0,0,0,0,0,0,0,1
14398,University,1,18.0,1,0,1,0,1,0,0,1,1,0
12303,University,13,23.0,0,0,0,1,0,1,0,0,0,1
2949,University,46,26.0,0,0,0,0,1,0,0,1,1,0
9216,College,39,26.0,0,0,0,0,1,0,1,0,1,0
952,College,14,37.0,0,0,0,0,1,0,0,1,1,0
10079,University,1,26.0,1,0,0,0,1,0,0,1,1,0
4615,University,13,34.0,0,0,0,0,1,0,0,1,0,1
2466,University,46,18.0,1,0,1,1,0,1,0,0,0,1
1586,College,23,46.0,0,0,0,0,0,0,0,0,1,0
12610,University,1,19.0,1,0,0,0,0,0,0,0,0,1
15368,University,10,19.0,1,0,0,0,0,0,0,0,1,0
2092,University,46,20.0,0,0,0,0,0,0,0,0,0,1
11530,University,39,18.0,0,0,0,1,0,1,0,0,1,0
13017,University,28,18.0,1,0,1,1,0,0,1,0,0,1
7062,University,1,18.0,1,0,1,0,1,0,0,1,1,0
3315,University,46,21.0,1,0,0,0,0,0,0,0,1,0
11085,University,16,45.0,0,0,1,1,0,0,1,0,1,0
6213,University,2,21.0,1,0,0,0,0,0,0,0,1,0
6087,University,5,23.0,1,1,0,1,0,1,0,0,1,0
8310,University,9,21.0,0,0,0,0,0,0,0,0,1,0
8709,University,1,50.0,0,0,0,0,0,0,0,0,1,0
14037,University,2,25.0,1,0,0,0,1,0,0,1,1,0
11124,University,29,18.0,1,0,0,1,0,0,0,1,0,1
556,College,28,26.0,1,0,0,0,0,0,0,0,1,0
7014,University,29,18.0,1,0,0,1,0,1,0,0,0,1
10291,University,46,19.0,0,0,1,1,0,1,0,0,1,0
1090,College,23,60.0,1,0,0,0,0,0,0,0,1,0
10939,University,22,18.0,0,0,0,1,0,1,0,0,0,1
13010,University,1,44.0,1,0,1,1,0,0,0,1,0,1
6134,University,5,19.0,1,1,0,1,0,1,0,0,1,0
14650,University,1,21.0,1,0,0,0,1,0,0,1,1,0
214,College,23,31.0,0,0,0,0,1,0,0,1,1,0
14481,University,1,30.0,1,0,0,0,1,1,0,0,1,0
7356,University,35,18.0,0,0,0,1,0,0,1,0,1,0
13410,University,36,20.0,1,0,0,1,0,1,0,0,1,0
424,College,21,39.0,0,0,0,0,1,0,1,0,1,0
8144,University,11,21.0,1,0,1,1,0,0,1,0,0,1
10318,University,4,23.0,1,1,0,0,1,0,0,1,1,0
2252,University,46,22.0,0,0,0,0,0,0,0,0,1,0
4688,University,23,22.0,0,0,0,0,1,1,0,0,0,1
15000,University,10,23.0,1,0,0,0,1,0,0,1,0,1
382,College,12,20.0,1,0,0,0,0,0,0,0,0,0
4620,University,13,19.0,0,0,0,0,0,0,0,0,1,0
16059,University,36,19.0,1,0,0,0,0,0,0,0,0,0
14723,University,10,19.0,1,0,0,0,0,0,0,0,1,0
7704,University,9,33.0,1,0,1,0,1,0,1,0,1,0
3933,College,46,20.0,0,0,0,1,0,0,1,0,0,1
5383,University,36,19.0,0,0,0,0,0,0,0,0,0,1
10423,University,1,22.0,1,0,1,0,1,0,0,1,1,0
11494,University,20,22.0,0,0,1,1,0,1,0,0,1,0
8393,University,9,21.0,1,0,1,1,0,1,0,0,1,0
14738,University,29,18.0,1,1,0,1,0,1,0,0,1,0
4622,University,31,20.0,0,0,0,1,0,1,0,0,1,0
2111,University,36,19.0,0,0,0,1,0,0,1,0,0,1
3127,University,36,19.0,0,0,0,0,0,0,0,0,1,0
5100,University,21,18.0,0,0,1,1,0,1,0,0,0,1
575,College,20,22.0,0,0,1,1,0,0,1,0,1,0
14649,University,39,19.0,0,1,0,1,0,1,0,0,0,1
5880,University,1,20.0,1,0,0,0,0,0,0,0,0,0
2918,University,46,20.0,0,0,0,0,0,0,0,0,1,0
6940,University,33,19.0,1,0,0,0,0,0,0,0,1,0
1993,College,15,20.0,1,0,0,1,0,0,1,0,1,0
14838,University,10,35.0,1,0,0,0,0,0,0,0,0,1
9004,College,36,22.0,0,0,1,0,1,0,0,1,0,1
12873,University,15,20.0,1,1,0,1,0,1,0,0,1,0
9900,University,2,21.0,1,1,0,0,1,0,1,0,1,0
12871,University,35,21.0,1,0,1,1,0,0,1,0,1,0
6976,University,1,18.0,1,0,1,0,1,0,0,1,0,1
335,College,33,18.0,1,0,1,1,0,1,0,0,1,0
11932,University,1,20.0,1,0,0,0,0,0,0,0,1,0
10434,University,35,19.0,1,1,0,1,0,0,1,0,0,1
14877,University,3,21.0,0,0,0,1,0,1,0,0,0,1
4943,University,23,19.0,0,0,0,0,1,0,0,1,1,0
12802,University,27,19.0,1,0,0,0,0,0,0,0,1,0
1624,College,23,24.0,0,0,0,0,1,1,0,0,1,0
7547,University,1,26.0,0,0,0,1,0,0,0,1,0,1
381,College,8,22.0,1,0,0,0,0,0,0,0,0,1
11594,University,1,19.0,1,1,0,0,1,0,0,1,0,1
3351,University,40,19.0,1,1,0,1,0,1,0,0,0,1
9899,University,2,27.0,1,0,0,0,1,0,0,1,0,1
14439,University,6,25.0,0,0,0,0,1,0,0,1,0,1
3796,College,2,39.0,1,0,1,0,1,0,1,0,1,0
15007,University,33,20.0,1,0,0,0,0,0,0,0,1,0
16492,University,27,25.0,1,0,1,1,0,0,1,0,0,1
7809,University,2,34.0,1,0,0,0,1,0,0,1,1,0
6226,University,1,23.0,1,0,0,1,0,0,1,0,0,1
13507,University,5,21.0,0,0,1,1,0,0,1,0,0,1
1707,College,23,28.0,0,0,1,0,1,1,0,0,0,1
11231,University,1,17.0,1,0,0,0,1,0,0,1,1,0
16543,University,28,35.0,1,0,0,1,0,0,1,0,1,0
664,College,13,23.0,0,0,0,0,0,0,0,0,0,1
6730,University,35,19.0,0,0,0,1,0,1,0,0,1,0
12353,University,11,25.0,1,0,0,0,1,0,0,1,0,1
4666,University,15,19.0,1,0,0,0,0,0,0,0,1,0
2006,University,46,22.0,0,0,0,0,1,0,0,1,0,1
12874,University,1,21.0,1,1,0,0,1,0,0,1,1,0
9346,College,35,19.0,0,0,0,0,1,1,0,0,1,0
13663,University,1,18.0,1,0,0,0,1,0,0,1,0,1
6423,University,15,20.0,1,0,0,1,0,0,1,0,0,1
2517,University,38,22.0,0,0,0,0,0,0,0,0,1,0
2021,University,42,29.0,1,0,0,0,0,0,0,0,1,0
10321,University,2,31.0,1,0,0,0,1,0,1,0,1,0
9138,College,37,19.0,0,0,1,1,0,1,0,0,1,0
12934,University,1,23.0,1,1,0,0,1,0,0,1,0,1
10638,University,36,27.0,1,1,0,1,0,1,0,0,1,0
9487,College,35,19.0,0,0,0,0,0,0,0,0,0,0
13293,University,6,22.0,0,0,0,0,0,0,0,0,1,0
6470,University,33,23.0,1,0,1,1,0,0,0,1,1,0
15092,University,35,24.0,1,0,0,0,1,0,1,0,0,1
15299,University,33,19.0,1,1,0,1,0,1,0,0,1,0
14421,University,1,18.0,1,0,1,0,1,0,0,1,0,1
1543,College,22,39.0,0,0,0,1,0,1,0,0,1,0
16513,University,36,17.0,0,0,0,1,0,1,0,0,1,0
14674,University,1,23.0,1,0,1,0,1,0,0,1,1,0
10781,University,1,20.0,1,0,0,0,0,0,0,0,1,0
8955,College,46,18.0,0,0,0,0,0,0,0,0,1,0
7680,University,1,18.0,1,0,0,0,0,0,0,0,0,1
12595,University,31,19.0,0,0,1,1,0,1,0,0,1,0
3267,University,46,23.0,0,0,1,0,1,0,1,0,1,0
10533,University,1,25.0,0,0,0,0,1,0,0,1,0,1
14273,University,35,22.0,0,0,1,1,0,0,1,0,0,1
13328,University,36,19.0,1,0,0,0,0,0,0,0,0,1
4699,University,22,19.0,0,0,0,0,0,0,0,0,1,0
3320,University,36,22.0,1,0,1,1,0,1,0,0,1,0
15737,University,33,23.0,1,0,0,0,1,0,0,1,0,1
7022,University,35,25.0,0,0,0,1,0,1,0,0,1,0
2040,University,46,24.0,0,1,0,0,1,1,0,0,1,0
4951,University,23,22.0,0,0,1,0,1,1,0,0,1,0
561,College,13,29.0,0,0,0,0,0,0,0,0,0,1
7758,University,35,22.0,0,0,0,1,0,1,0,0,1,0
15778,University,11,20.0,0,0,0,1,0,1,0,0,1,0
1460,College,23,18.0,0,0,0,0,1,1,0,0,1,0
8734,University,36,22.0,0,0,0,0,0,0,0,0,0,1
6010,University,13,19.0,0,0,1,0,1,0,0,1,0,1
8491,University,33,999.0,1,0,0,0,0,0,0,0,0,0
13314,University,2,21.0,1,0,1,1,0,0,0,1,0,1
3461,University,46,19.0,1,0,0,0,0,0,0,0,1,0
15989,University,1,20.0,0,1,0,1,0,0,1,0,0,1
15678,University,13,19.0,0,0,1,1,0,1,0,0,0,1
16493,University,10,19.0,1,0,0,0,0,0,0,0,0,1
6084,University,1,30.0,1,0,0,0,1,0,0,1,0,1
7735,University,35,21.0,0,0,0,0,0,0,0,0,0,1
4860,University,30,21.0,1,0,0,0,0,0,0,0,1,0
5644,University,33,27.0,1,0,0,0,0,0,0,0,0,1
503,College,6,29.0,0,0,0,0,1,0,0,1,0,1
15076,University,36,18.0,1,1,0,1,0,1,0,0,0,1
1334,College,23,20.0,0,0,0,1,0,0,0,0,1,0
9880,University,27,24.0,1,0,0,1,0,1,0,0,0,1
15271,University,29,22.0,1,0,1,1,0,1,0,0,1,0
1187,College,23,26.0,0,0,0,0,1,0,0,1,1,0
1921,College,21,21.0,0,0,0,0,0,0,0,0,1,0
654,College,3,18.0,0,0,0,1,0,1,0,0,0,1
402,College,31,21.0,1,0,0,0,0,0,0,0,1,0
15409,University,11,24.0,0,0,0,0,1,0,1,0,1,0
452,College,3,21.0,0,0,0,0,0,0,0,0,1,0
10845,University,16,19.0,0,0,1,1,0,0,1,0,0,1
8413,University,16,20.0,0,0,0,1,0,0,0,1,1,0
577,College,3,23.0,1,0,0,1,0,0,1,0,1,0
1392,College,21,22.0,0,0,0,0,0,0,0,0,1,0
6727,University,13,20.0,0,0,0,0,0,0,0,0,0,0
10902,University,1,17.0,1,1,0,0,1,0,0,1,1,0
2620,University,40,28.0,1,0,0,0,0,0,0,0,1,0
12570,University,4,24.0,0,0,0,0,1,0,0,1,1,0
7942,University,1,19.0,0,0,1,0,1,0,0,1,0,1
9978,University,24,23.0,0,1,0,1,0,1,0,0,0,1
519,College,13,30.0,0,0,0,0,0,0,0,0,0,1
12462,University,1,21.0,1,0,0,0,1,0,0,1,1,0
12089,University,46,24.0,0,0,0,0,0,0,0,0,1,0
1785,College,21,18.0,0,0,1,1,0,0,1,0,0,1
13188,University,2,23.0,1,0,0,0,0,0,0,0,0,1
2619,University,46,17.0,1,0,0,0,0,0,0,0,0,1
5308,University,6,20.0,0,0,0,0,0,0,0,0,1,0
15394,University,10,18.0,1,0,0,1,0,1,0,0,0,1
14854,University,10,17.0,1,0,1,0,1,0,0,1,1,0
9480,College,35,21.0,0,1,0,1,0,1,0,0,1,0
841,College,13,19.0,0,0,0,0,0,0,0,0,1,0
12867,University,6,20.0,0,0,0,0,0,0,0,0,0,1
13413,University,35,17.0,0,1,0,1,0,1,0,0,1,0
2814,University,46,20.0,0,0,0,0,0,0,0,0,1,0
14966,University,35,18.0,0,0,0,0,0,0,0,0,1,0
15228,University,9,20.0,1,0,1,1,0,0,0,1,0,1
14803,University,35,19.0,1,0,0,0,0,0,0,0,0,1
8968,College,36,27.0,1,0,0,1,0,0,1,0,0,1
14367,University,6,49.0,0,0,0,0,1,0,0,1,0,1
3082,University,35,17.0,0,0,1,1,0,1,0,0,1,0
1818,College,23,20.0,0,0,0,0,1,1,0,0,1,0
4145,University,35,20.0,0,0,1,1,0,0,1,0,1,0
6612,University,6,19.0,0,0,0,0,0,0,0,0,1,0
6779,University,11,45.0,0,0,0,0,1,0,0,1,1,0
13703,University,16,22.0,0,0,1,1,0,0,1,0,0,1
6036,University,35,20.0,0,0,1,1,0,0,1,0,0,1
3999,College,46,19.0,0,0,1,1,0,1,0,0,1,0
11388,University,5,19.0,0,0,0,0,0,0,0,0,0,1
5523,University,11,22.0,1,0,0,0,0,0,0,0,1,0
233,College,16,20.0,0,0,1,1,0,1,0,0,0,1
8745,University,39,50.0,0,0,0,1,0,1,0,0,1,0
15715,University,10,27.0,1,0,0,0,1,0,0,1,0,1
14890,University,6,27.0,0,0,0,0,0,0,0,0,1,0
6723,University,16,21.0,0,0,0,0,0,0,0,0,0,1
2664,University,42,23.0,0,0,0,0,0,0,0,0,1,0
3785,College,46,26.0,0,0,0,0,0,0,0,0,1,0
10146,University,1,27.0,1,0,0,0,0,0,0,0,1,0
3516,University,1,25.0,1,0,0,0,1,0,0,1,1,0
4253,University,13,20.0,0,0,1,1,0,0,0,1,0,1
379,College,13,42.0,0,0,0,0,0,0,0,0,0,1
7856,University,33,20.0,1,1,0,1,0,1,0,0,1,0
7775,University,1,25.0,1,0,0,0,1,0,1,0,0,1
7004,University,10,25.0,0,0,0,1,0,0,1,0,0,1
651,College,13,20.0,0,0,0,0,0,0,0,0,0,1
9636,College,35,19.0,0,0,0,0,1,1,0,0,1,0
1657,College,16,18.0,0,0,1,1,0,1,0,0,0,1
4725,University,23,20.0,0,1,0,1,0,1,0,0,1,0
9835,University,5,20.0,0,0,1,1,0,0,1,0,0,1
10287,University,35,19.0,0,0,0,0,0,0,0,0,1,0
11146,University,33,22.0,1,0,0,0,0,0,0,0,0,1
16094,University,33,20.0,1,1,0,0,1,1,0,0,1,0
16017,University,16,19.0,0,0,0,1,0,1,0,0,1,0
13358,University,1,23.0,1,0,0,0,1,0,0,1,1,0
7907,University,2,18.0,1,0,0,0,0,0,0,0,0,1
12569,University,1,18.0,1,1,0,0,1,0,0,1,1,0
10803,University,15,24.0,1,0,0,0,1,0,0,1,1,0
2792,University,46,22.0,0,0,0,0,1,0,1,0,1,0
10537,University,13,20.0,0,0,1,0,1,0,1,0,0,1
10275,University,6,17.0,0,1,0,1,0,0,0,1,0,1
14669,University,6,24.0,0,0,0,1,0,0,1,0,1,0
13432,University,12,20.0,1,0,1,1,0,0,1,0,1,0
16675,University,35,18.0,1,0,1,1,0,0,1,0,0,1
2473,University,36,18.0,1,0,1,1,0,0,0,1,0,1
5283,University,36,19.0,0,1,0,1,0,1,0,0,1,0
4066,University,30,21.0,1,0,0,0,0,0,0,0,0,0
15633,University,4,21.0,0,0,0,0,0,0,0,0,1,0
1927,College,21,19.0,0,0,0,0,0,0,0,0,1,0
9572,College,1,21.0,1,0,0,0,0,0,0,0,1,0
6303,University,1,23.0,1,0,0,0,1,0,0,1,1,0
14992,University,40,21.0,1,0,0,0,0,0,0,0,1,0
7155,University,35,20.0,0,0,1,1,0,1,0,0,1,0
4862,University,31,24.0,0,0,0,0,0,0,0,0,0,1
11915,University,15,18.0,1,0,0,0,0,0,0,0,0,1
14807,University,11,19.0,1,0,1,1,0,0,1,0,0,1
5848,University,3,19.0,0,0,0,0,0,0,0,0,0,1
9889,University,2,22.0,1,0,0,0,1,0,0,1,0,1
8466,University,13,19.0,0,0,0,1,0,1,0,0,1,0
13320,University,14,27.0,0,0,0,0,1,0,1,0,1,0
14786,University,10,19.0,1,0,0,0,0,0,0,0,0,1
15936,University,33,19.0,1,0,1,1,0,0,1,0,1,0
12011,University,1,20.0,1,1,0,0,1,0,1,0,1,0
15345,University,2,29.0,1,0,0,0,0,0,0,0,0,0
16252,University,11,19.0,0,0,1,0,1,0,0,1,0,1
223,College,9,19.0,1,0,1,1,0,0,1,0,1,0
10066,University,31,17.0,0,0,0,0,0,0,0,0,0,1
5424,University,29,20.0,1,0,0,0,0,0,0,0,1,0
6602,University,33,19.0,1,0,0,0,0,0,0,0,1,0
3601,College,39,17.0,0,0,0,0,0,0,0,0,0,1
7064,University,33,22.0,1,0,0,0,0,0,0,0,1,0
6685,University,4,23.0,0,0,0,0,0,0,0,0,1,0
7266,University,36,18.0,1,0,0,0,0,0,0,0,0,1
13889,University,1,27.0,1,0,0,0,1,0,0,1,0,1
14179,University,13,21.0,0,0,0,0,0,0,0,0,0,1
15793,University,3,19.0,0,0,0,0,0,0,0,0,0,1
16231,University,16,22.0,0,0,0,1,0,1,0,0,1,0
10197,University,11,21.0,0,0,0,0,0,0,0,0,0,1
3038,University,46,18.0,1,0,0,0,0,0,0,0,1,0
629,College,9,20.0,1,0,0,0,0,0,0,0,0,1
15257,University,33,26.0,1,0,0,0,0,0,0,0,0,0
5011,University,23,19.0,0,0,1,0,1,0,0,1,1,0
8639,University,1,19.0,1,0,0,0,1,0,0,1,1,0
3751,College,46,2.0,0,0,1,1,0,0,0,1,0,1
12748,University,36,21.0,1,1,0,1,0,1,0,0,1,0
7478,University,10,21.0,0,1,0,1,0,1,0,0,1,0
11681,University,16,19.0,0,0,0,0,0,0,0,0,1,0
1984,College,23,21.0,0,0,0,0,0,0,0,0,0,1
5000,University,16,18.0,0,0,0,1,0,0,1,0,0,1
431,College,8,23.0,1,1,0,1,0,0,1,0,0,1
10175,University,1,21.0,1,0,0,0,0,0,0,0,1,0
4258,University,39,20.0,0,0,0,0,0,0,0,0,1,0
12991,University,31,18.0,0,1,0,1,0,1,0,0,0,1
10774,University,3,33.0,0,0,0,0,1,0,0,1,1,0
11671,University,1,27.0,1,1,0,0,1,0,0,1,1,0
3922,College,46,18.0,0,0,1,0,1,0,0,1,0,1
5852,University,5,21.0,1,0,0,0,0,0,0,0,1,0
641,College,22,17.0,0,0,0,0,0,0,0,0,0,0
5053,University,24,23.0,1,0,0,1,0,1,0,0,1,0
7901,University,1,18.0,1,0,0,0,0,0,0,0,1,0
14882,University,33,22.0,1,0,0,1,0,1,0,0,1,0
14492,University,1,19.0,1,1,0,0,1,0,0,1,1,0
13905,University,1,26.0,1,1,0,0,1,0,0,1,1,0
7728,University,1,34.0,1,0,0,0,1,0,0,1,1,0
11926,University,1,35.0,1,0,0,0,1,0,0,1,0,1
16442,University,36,21.0,1,0,1,1,0,1,0,0,1,0
11675,University,29,21.0,1,1,0,1,0,0,1,0,1,0
13218,University,1,18.0,1,0,1,0,1,0,0,1,1,0
15079,University,29,20.0,1,0,0,0,0,0,0,0,1,0
6912,University,36,19.0,1,0,0,1,0,1,0,0,1,0
10985,University,20,18.0,1,0,0,0,0,0,0,0,1,0
5355,University,33,21.0,1,0,0,0,0,0,0,0,1,0
230,College,10,31.0,1,0,0,0,0,0,0,0,0,0
3920,College,46,21.0,0,0,0,1,0,1,0,0,1,0
13526,University,3,21.0,1,1,0,0,1,0,0,1,1,0
8311,University,36,22.0,1,0,0,1,0,1,0,0,1,0
13000,University,1,22.0,1,0,0,0,1,0,1,0,1,0
15259,University,11,19.0,1,0,1,1,0,0,1,0,1,0
15423,University,10,18.0,1,0,0,0,0,0,0,0,1,0
15458,University,35,19.0,0,1,0,1,0,1,0,0,1,0
74,College,13,27.0,0,0,0,0,0,0,0,0,0,1
16318,University,35,18.0,0,0,0,0,0,0,0,0,1,0
8371,University,28,22.0,1,1,0,0,1,1,0,0,1,0
9797,University,33,18.0,1,0,1,1,0,1,0,0,0,1
15058,University,9,20.0,1,0,0,0,0,0,0,0,0,1
4240,University,1,19.0,1,1,0,0,1,0,0,1,1,0
5611,University,36,19.0,1,0,0,0,0,0,0,0,0,0
5170,University,11,22.0,0,0,0,1,0,0,1,0,1,0
3389,University,35,18.0,0,0,0,1,0,1,0,0,1,0
12571,University,2,29.0,1,1,0,0,1,0,0,1,0,1
11507,University,13,23.0,0,0,0,0,0,0,0,0,1,0
11052,University,35,18.0,0,0,0,1,0,0,1,0,0,1
12319,University,1,21.0,1,0,1,0,1,0,0,1,1,0
9907,University,1,19.0,1,1,0,0,1,0,0,1,0,1
16302,University,35,21.0,0,0,1,1,0,1,0,0,1,0
12781,University,40,29.0,1,0,0,0,1,0,1,0,1,0
15982,University,36,20.0,0,0,1,0,1,0,0,1,0,1
8120,University,31,22.0,1,0,1,1,0,1,0,0,1,0
11731,University,1,21.0,1,0,1,0,1,0,0,1,1,0
11234,University,6,19.0,0,0,1,0,1,0,0,1,1,0
16212,University,12,20.0,1,0,0,0,0,0,0,0,1,0
13024,University,31,19.0,0,0,0,1,0,0,1,0,1,0
6383,University,15,18.0,1,1,0,1,0,1,0,0,1,0
10715,University,31,22.0,0,0,1,1,0,1,0,0,1,0
6478,University,36,30.0,0,0,0,0,0,0,0,0,1,0
1378,College,23,29.0,0,0,0,0,1,1,0,0,1,0
16724,University,10,19.0,0,0,1,1,0,0,1,0,1,0
12811,University,1,23.0,1,0,0,0,1,0,0,1,1,0
9568,College,38,30.0,1,0,0,0,0,0,0,0,1,0
10725,University,30,18.0,1,0,1,1,0,1,0,0,0,1
12960,University,7,18.0,1,0,0,0,0,0,0,0,0,1
278,College,15,25.0,1,0,0,0,0,0,0,0,0,1
4267,University,15,18.0,1,0,0,1,0,0,1,0,0,1
1124,College,23,28.0,0,0,1,1,0,0,1,0,1,0
8659,University,33,18.0,1,1,0,1,0,1,0,0,1,0
1425,College,23,22.0,0,0,0,0,0,0,0,0,0,1
4160,University,4,20.0,0,0,0,0,0,0,0,0,0,1
14269,University,33,21.0,1,1,0,1,0,0,1,0,1,0
11600,University,1,28.0,1,0,0,0,1,0,0,1,1,0
11087,University,36,19.0,1,0,1,0,1,0,0,1,0,1
5948,University,20,36.0,1,0,0,1,0,0,1,0,1,0
9811,University,2,57.0,1,0,0,0,0,0,0,0,1,0
14190,University,36,2.0,1,1,0,0,1,0,0,1,1,0
16261,University,8,21.0,1,0,0,0,0,0,0,0,0,1
7454,University,1,30.0,1,0,0,0,0,0,0,0,1,0
12386,University,36,20.0,0,0,0,0,1,0,1,0,0,1
2054,University,46,18.0,0,0,0,0,0,0,0,0,0,1
10916,University,5,23.0,1,0,0,1,0,1,0,0,1,0
14960,University,36,21.0,1,0,1,1,0,1,0,0,1,0
12043,University,15,29.0,1,0,1,0,1,0,0,1,0,1
11679,University,1,18.0,1,0,0,0,1,0,0,1,1,0
5633,University,6,20.0,0,1,0,1,0,0,1,0,0,1
2953,University,46,19.0,0,0,0,0,0,0,0,0,1,0
4215,University,1,20.0,1,0,0,0,0,0,0,0,0,1
9169,College,39,25.0,0,0,0,1,0,1,0,0,0,1
2870,University,46,18.0,1,0,1,0,1,0,0,1,0,1
11990,University,31,24.0,1,0,0,0,0,0,0,0,1,0
11189,University,8,27.0,1,0,0,0,1,0,0,1,0,1
6034,University,40,17.0,1,0,0,0,0,0,0,0,0,1
15740,University,13,24.0,0,0,0,0,0,0,0,0,0,1
11025,University,1,2.0,1,0,0,0,1,0,1,0,1,0
16463,University,10,22.0,1,0,0,0,1,0,0,1,1,0
11359,University,6,20.0,0,0,0,0,0,0,0,0,1,0
10951,University,1,21.0,1,0,1,0,1,0,0,1,1,0
5386,University,8,21.0,0,0,1,1,0,0,1,0,1,0
4977,University,22,21.0,0,0,1,1,0,0,1,0,1,0
6308,University,4,20.0,0,0,0,0,0,0,0,0,0,1
2118,University,33,23.0,1,0,0,1,0,1,0,0,1,0
2437,University,46,18.0,1,0,1,0,1,0,0,1,1,0
8256,University,33,23.0,1,0,1,1,0,0,1,0,0,1
9022,College,46,19.0,0,0,0,1,0,1,0,0,0,1
1235,College,23,17.0,0,0,0,0,1,0,0,1,0,1
12061,University,29,21.0,1,0,0,1,0,1,0,0,1,0
1103,College,23,48.0,0,0,0,0,1,0,0,1,0,1
16812,University,1,40.0,1,0,0,0,0,0,0,0,0,0
8776,University,4,18.0,0,0,1,1,0,0,0,1,1,0
486,College,3,97.0,0,0,0,0,0,0,0,0,1,0
7428,University,35,24.0,0,0,1,1,0,1,0,0,1,0
15387,University,36,20.0,0,0,1,1,0,0,1,0,1,0
7686,University,14,22.0,1,0,1,1,0,1,0,0,0,1
11375,University,6,22.0,0,0,1,0,1,0,0,1,1,0
221,College,4,30.0,0,0,0,0,0,0,0,0,0,1
2469,University,46,18.0,1,1,0,0,1,0,0,1,1,0
632,College,21,23.0,0,0,1,1,0,1,0,0,1,0
12930,University,13,18.0,0,0,1,1,0,1,0,0,1,0
9661,College,36,22.0,0,0,0,1,0,1,0,0,1,0
8212,University,13,20.0,0,0,0,1,0,0,0,0,1,0
1145,College,23,36.0,1,0,0,0,0,0,0,0,1,0
4902,University,23,19.0,0,0,0,0,1,0,0,1,1,0
9470,College,35,19.0,0,0,0,0,0,0,0,0,1,0
4302,University,29,19.0,1,0,0,0,0,0,0,0,1,0
12568,University,1,19.0,1,1,0,0,1,0,0,1,0,1
12315,University,1,36.0,1,0,0,0,1,0,0,1,1,0
4785,University,20,20.0,0,0,0,0,0,0,0,0,1,0
6163,University,36,39.0,1,0,0,0,0,0,0,0,0,1
9197,College,35,21.0,0,0,1,0,1,1,0,0,1,0
12750,University,4,21.0,0,0,0,1,0,0,1,0,0,1
5850,University,6,21.0,0,0,1,1,0,0,0,1,0,1
2052,University,46,22.0,0,0,0,0,1,0,0,1,1,0
14899,University,13,20.0,0,0,0,0,0,0,0,0,0,1
10211,University,28,25.0,1,0,0,0,1,0,1,0,0,1
2574,University,46,20.0,0,0,0,0,1,0,0,1,1,0
4613,University,13,22.0,0,0,0,0,0,0,0,0,1,0
12932,University,1,29.0,1,0,0,0,1,0,1,0,1,0
6386,University,36,20.0,1,0,0,0,0,0,0,0,1,0
16516,University,29,25.0,1,0,0,0,1,0,1,0,1,0
12556,University,11,18.0,0,0,0,0,0,0,0,0,1,0
7750,University,1,19.0,1,1,0,0,1,0,0,1,1,0
8082,University,11,30.0,0,0,0,0,1,0,1,0,1,0
308,College,21,22.0,0,0,0,1,0,1,0,0,1,0
11140,University,46,19.0,0,0,1,1,0,0,1,0,1,0
3336,University,8,21.0,1,0,0,0,0,0,0,0,1,0
11412,University,14,24.0,1,0,1,1,0,1,0,0,1,0
14658,University,1,20.0,1,0,0,0,1,0,0,1,1,0
16877,University,29,20.0,1,1,0,1,0,1,0,0,1,0
15764,University,36,17.0,0,0,0,1,0,1,0,0,1,0
5778,University,1,18.0,1,0,1,0,1,0,0,1,0,1
2570,University,39,25.0,0,1,0,1,0,1,0,0,1,0
3720,College,42,24.0,0,0,0,1,0,0,1,0,1,0
